Reported Trait,Mapped Trait,Tissues,Gene Symbol,Ensembl ID,Gene Type,Method/Software,Effect Size,P-value,Publication
Major Depression Disorder,Depressive Disorder,Esophagus Muscularis,NEGR1,ENSG00000172260.14,protein-coding,-,-,1.52E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Liver,NDST2,ENSG00000166507.17,protein-coding,-,-,1.52E-32,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Mucosa,B3GALT6,ENSG00000176022.4,protein-coding,-,-,1.55E-63,TWASP000194
Major Depression Disorder,Depressive Disorder,Small Intestine,NICN1,ENSG00000145029.13,protein-coding,-,-,1.57E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Transverse,C11orf80,ENSG00000173715.15,protein-coding,-,-,1.57E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,SMARCC2,ENSG00000139613.11,protein-coding,-,-,1.57E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Whole Blood,NUP210L,ENSG00000143552.9,protein-coding,-,-,1.57E-18,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Gastroesophageal,FNBP4,ENSG00000109920.12,protein-coding,-,-,1.58E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,PLAAT3,ENSG00000176485,protein-coding,-,-,1.58E-09,TWASP000194
Depression,Depressive Disorder,Brain,ZKSCAN7,ENSG00000196345.12,protein-coding,Summary data-based Mendelian Randomization(SMR),-,1.59E-05,TWASP000101
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,TCF4,ENSG00000196628.15,protein-coding,-,-,1.59E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Gastroesophageal,PRSS53,ENSG00000151006.7,protein-coding,-,-,1.60E-12,TWASP000194
Major Depression Disorder,Depressive Disorder,Small Intestine,AMT,ENSG00000145020.15,protein-coding,-,-,1.64E-07,TWASP000194
Depression,Depressive Disorder,Brain,LRFN5,ENSG00000165379.13,protein-coding,Integrative Risk Gene Selector(iRIGS),-,1.68E-13,TWASP000101
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,KBTBD4,ENSG00000123444.13,protein-coding,-,-,1.71E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Whole Blood,CDCA5,ENSG00000146670.9,protein-coding,-,-,1.74E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,THEM4,ENSG00000159445.12,protein-coding,-,-,1.74E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,ATL3,ENSG00000184743.12,protein-coding,-,-,1.74E-13,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,NDUFS3,ENSG00000213619.9,protein-coding,-,-,1.78E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Mucosa,SLC39A13,ENSG00000165915.13,protein-coding,-,-,1.81E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,CDHR4,ENSG00000187492.8,protein-coding,-,-,1.81E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Muscularis,DGKQ,ENSG00000145214.13,protein-coding,-,-,1.83E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Muscularis,ZSCAN12,ENSG00000158691.14,protein-coding,-,-,1.83E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,THEM5,ENSG00000196407.11,protein-coding,-,-,1.84E-15,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,TNIP2,ENSG00000168884.14,protein-coding,-,-,1.86E-61,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,TCF4,ENSG00000196628.15,protein-coding,-,-,1.87E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Transverse,GPX1,ENSG00000233276.3,protein-coding,-,-,1.89E-14,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Transverse,DCTPP1,ENSG00000179958.8,protein-coding,-,-,1.90E-25,TWASP000194
Major Depression Disorder,Depressive Disorder,Lymphocyte Cell,NEGR1,ENSG00000172260.14,protein-coding,-,-,1.94E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,ZSCAN31,ENSG00000235109.7,protein-coding,-,-,1.95E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Small Intestine,NKAPL,ENSG00000189134.3,protein-coding,-,-,1.97E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Liver,ANKRD36,ENSG00000135976.17,protein-coding,-,-,2.00E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,ARL17B,ENSG00000228696.8,protein-coding,-,-,2.01E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Sigmoid,ZAP70,ENSG00000115085.13,protein-coding,-,-,2.04E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,BTN3A2,ENSG00000186470.13,protein-coding,-,-,2.05E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,NSF,ENSG00000073969.18,protein-coding,-,-,2.06E-14,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Gastroesophageal,ZSCAN12,ENSG00000158691.14,protein-coding,-,-,2.07E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Transverse,LIN37,ENSG00000267796.7,protein-coding,-,-,2.11E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Sigmoid,H2AC18,ENSG00000288825,protein-coding,-,-,2.13E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,GPX1,ENSG00000233276.3,protein-coding,-,-,2.13E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,CGN,ENSG00000143375.14,protein-coding,-,-,2.13E-33,TWASP000194
Depression,Depressive Disorder,Brain,ZNF501,ENSG00000186446.11,protein-coding,Summary data-based Mendelian Randomization(SMR),-,2.14E-05,TWASP000101
Depression,Depressive Disorder,Brain,NEGR1,ENSG00000172260.14,protein-coding,Mendelian Randomization(MR),-,2.15E-09,TWASP000124
Major Depression Disorder,Depressive Disorder,Colon Sigmoid,DCTPP1,ENSG00000179958.8,protein-coding,-,-,2.18E-53,TWASP000194
Major Depression Disorder,Depressive Disorder,Whole Blood,PRSS16,ENSG00000112812.15,protein-coding,-,-,2.20E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Transverse,ADAMTSL4-AS1,ENSG00000203804.4,processed_transcript,-,-,2.22E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Gastroesophageal,VKORC1,ENSG00000167397.14,protein-coding,-,-,2.22E-16,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,ZNF668,ENSG00000167394.12,protein-coding,-,-,2.24E-10,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,TSC2,ENSG00000103197.16,protein-coding,-,-,2.25E-16,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,PTPRCAP,ENSG00000213402.2,protein-coding,-,-,2.29E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,SLC35E2A,-,pseudogene,-,-,2.32E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Muscularis,ZNF668,ENSG00000167394.12,protein-coding,-,-,2.32E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Mucosa,DCTPP1,ENSG00000179958.8,protein-coding,-,-,2.32E-39,TWASP000194
Major Depression Disorder,Depressive Disorder,Pancreas,ZSCAN12,ENSG00000158691.14,protein-coding,-,-,2.33E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,MRPS16,ENSG00000182180.13,protein-coding,-,-,2.33E-22,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Mucosa,CDCA5,ENSG00000146670.9,protein-coding,-,-,2.34E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,USP19,ENSG00000172046.18,protein-coding,-,-,2.35E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,AMT,ENSG00000145020.15,protein-coding,-,-,2.35E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,SNX27,ENSG00000143376.12,protein-coding,-,-,2.36E-18,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Hypothalamus,ZNF668,ENSG00000167394.12,protein-coding,-,-,2.37E-11,TWASP000194
Depression,Depressive Disorder,Brain,TRMT61A,ENSG00000166166.12,protein-coding,Summary data-based Mendelian Randomization(SMR),-,2.40E-05,TWASP000101
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,GPX1,ENSG00000233276.3,protein-coding,-,-,2.42E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,NUP210L,ENSG00000143552.9,protein-coding,-,-,2.42E-17,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,NUP210L,ENSG00000143552.9,protein-coding,-,-,2.43E-16,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Muscularis,ZNF768,ENSG00000169957.9,protein-coding,-,-,2.45E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Mucosa,ZNF668,ENSG00000167394.12,protein-coding,-,-,2.47E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,NSF,ENSG00000073969.18,protein-coding,-,-,2.47E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,DCTPP1,ENSG00000179958.8,protein-coding,-,-,2.47E-11,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,SMARCC2,ENSG00000139613.11,protein-coding,-,-,2.47E-11,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,ARL17B,ENSG00000228696.8,protein-coding,-,-,2.47E-25,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,MACROD1,ENSG00000133315.10,protein-coding,-,-,2.49E-11,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,ZAP70,ENSG00000115085.13,protein-coding,-,-,2.55E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Small Intestine,PLAAT5,ENSG00000168004,protein-coding,-,-,2.56E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Muscularis,NUP210L,ENSG00000143552.9,protein-coding,-,-,2.56E-19,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,NDUFS3,ENSG00000213619.9,protein-coding,-,-,2.57E-15,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,NEGR1,ENSG00000172260.14,protein-coding,-,-,2.63E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Transverse,OTUB1,ENSG00000167770.11,protein-coding,-,-,2.63E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cortex,FAM161B,ENSG00000156050.8,protein-coding,-,-,2.69E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Putamen Basal Ganglia,ZSCAN12,ENSG00000158691.14,protein-coding,-,-,2.74E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Liver,ZKSCAN3,ENSG00000189298.13,protein-coding,-,-,2.76E-06,TWASP000194
Depressive Symptoms,Depressive Disorder,Brain Cerebellar Hemisphere,YWHAZP5,ENSG00000213260.3,processed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.81E-06,TWASP000141
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,SCNM1,ENSG00000163156.11,protein-coding,-,-,2.84E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,DCTPP1,ENSG00000179958.8,protein-coding,-,-,2.84E-22,TWASP000194
Major Depression Disorder,Depressive Disorder,Liver,PTPN1,ENSG00000196396.9,protein-coding,-,-,2.86E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Muscularis,VKORC1,ENSG00000167397.14,protein-coding,-,-,2.92E-19,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,RNF41,ENSG00000181852.17,protein-coding,-,-,3.02E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Whole Blood,DCTPP1,ENSG00000179958.8,protein-coding,-,-,3.03E-12,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,H3C10,ENSG00000278828,protein-coding,-,-,3.10E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,UBA7,ENSG00000182179.12,protein-coding,-,-,3.12E-10,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Sigmoid,BTN3A2,ENSG00000186470.13,protein-coding,-,-,3.13E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,DCTPP1,ENSG00000179958.8,protein-coding,-,-,3.25E-31,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,EME2,ENSG00000197774.12,protein-coding,-,-,3.27E-07,TWASP000194
Major Depressive Disorder,Depressive Disorder,Heart Atrial Appendage,HERC4,ENSG00000148634.15,protein-coding,Summary-MultiXcan(S-MultiXcan),-,3.28E-07,TWASP000056
Major Depression Disorder,Depressive Disorder,Esophagus Gastroesophageal,KBTBD4,ENSG00000123444.13,protein-coding,-,-,3.30E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,ZSCAN12,ENSG00000158691.14,protein-coding,-,-,3.38E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cortex,PRSS53,ENSG00000151006.7,protein-coding,-,-,3.48E-15,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,NADK,ENSG00000008130.15,protein-coding,-,-,3.51E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Whole Blood,RPRD2,ENSG00000163125.15,protein-coding,-,-,3.63E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Gastroesophageal,MS4A7,ENSG00000166927.12,protein-coding,-,-,3.67E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Liver,MSS51,ENSG00000166343.9,protein-coding,-,-,3.72E-14,TWASP000194
Major Depression Disorder,Depressive Disorder,Small Intestine,DNASE1L2,ENSG00000167968.12,protein-coding,-,-,3.73E-74,TWASP000194
Depression,Depressive Disorder,Brain,ZNF502,ENSG00000196653.11,protein-coding,Summary data-based Mendelian Randomization(SMR),-,3.85E-06,TWASP000101
Major Depression Disorder,Depressive Disorder,Colon Transverse,ZAP70,ENSG00000115085.13,protein-coding,-,-,3.85E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,ZSCAN23,ENSG00000187987.9,protein-coding,-,-,3.85E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Putamen Basal Ganglia,DCTPP1,ENSG00000179958.8,protein-coding,-,-,3.99E-18,TWASP000194
Major Depression Disorder,Depressive Disorder,Pancreas,ZAP70,ENSG00000115085.13,protein-coding,-,-,4.10E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,DCTPP1,ENSG00000179958.8,protein-coding,-,-,4.12E-11,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,TUFT1,ENSG00000143367.15,protein-coding,-,-,4.16E-20,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Gastroesophageal,ZSCAN23,ENSG00000187987.9,protein-coding,-,-,4.19E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,NAB2,ENSG00000166886.12,protein-coding,-,-,4.20E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,ZNF646,ENSG00000167395.10,protein-coding,-,-,4.20E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Gastroesophageal,NDUFS3,ENSG00000213619.9,protein-coding,-,-,4.24E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,DOCK3,ENSG00000088538.12,protein-coding,-,-,4.25E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,NUP210L,ENSG00000143552.9,protein-coding,-,-,4.37E-20,TWASP000194
Depressive Symptoms,Depressive Disorder,Brain Cerebellum,CTTNBP2,ENSG00000077063.10,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,4.38E-07,TWASP000141
Major Depression Disorder,Depressive Disorder,Colon Transverse,NUP160,ENSG00000030066.13,protein-coding,-,-,4.38E-11,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Transverse,CCDC71,ENSG00000177352.9,protein-coding,-,-,4.43E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Transverse,ZNF764,ENSG00000169951.9,protein-coding,-,-,4.45E-10,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Hypothalamus,NUP210L,ENSG00000143552.9,protein-coding,-,-,4.49E-15,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Gastroesophageal,NUP210L,ENSG00000143552.9,protein-coding,-,-,4.56E-20,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,FBXL6,ENSG00000182325.10,protein-coding,-,-,4.57E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Muscularis,KLC2,ENSG00000174996.11,protein-coding,-,-,4.59E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Pancreas,MMP23B,ENSG00000189409.13,protein-coding,-,-,4.62E-23,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Hypothalamus,ZAP70,ENSG00000115085.13,protein-coding,-,-,4.65E-10,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,SLC39A13,ENSG00000165915.13,protein-coding,-,-,4.66E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,CCDC88B,ENSG00000168071.21,protein-coding,-,-,4.68E-34,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Putamen Basal Ganglia,STX4,ENSG00000103496.14,protein-coding,-,-,4.81E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Hypothalamus,NUP160,ENSG00000030066.13,protein-coding,-,-,4.86E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Pancreas,DCTPP1,ENSG00000179958.8,protein-coding,-,-,4.88E-10,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Putamen Basal Ganglia,NPEPPS,ENSG00000141279.15,protein-coding,-,-,4.92E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Muscularis,P4HA1,ENSG00000122884.12,protein-coding,-,-,4.97E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Transverse,RCE1,ENSG00000173653.7,protein-coding,-,-,4.99E-11,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Gastroesophageal,ZNF668,ENSG00000167394.12,protein-coding,-,-,5.00E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,RPRD2,ENSG00000163125.15,protein-coding,-,-,5.01E-08,TWASP000194
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,C4B,ENSG00000224389.8,protein-coding,Sherlock,-,5.02E-07,TWASP000092
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,AGER,ENSG00000204305.13,protein-coding,Sherlock,-,5.02E-07,TWASP000092
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,BTN3A2,ENSG00000186470.13,protein-coding,Sherlock,-,5.02E-07,TWASP000092
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,BTN3A3,ENSG00000111801.15,protein-coding,Sherlock,-,5.02E-07,TWASP000092
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,DDAH2,ENSG00000213722.8,protein-coding,Sherlock,-,5.02E-07,TWASP000092
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,H4C3,ENSG00000197061,protein-coding,Sherlock,-,5.02E-07,TWASP000092
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,PPP1R18,ENSG00000146112.11,protein-coding,Sherlock,-,5.02E-07,TWASP000092
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,LY6G5B,ENSG00000240053.8,protein-coding,Sherlock,-,5.02E-07,TWASP000092
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,NOTCH4,ENSG00000204301.6,protein-coding,Sherlock,-,5.02E-07,TWASP000092
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,GPANK1,ENSG00000204438.10,protein-coding,Sherlock,-,5.02E-07,TWASP000092
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,HLA-C,ENSG00000204525.16,protein-coding,Sherlock,-,5.02E-07,TWASP000092
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,VARS2,ENSG00000137411.16,protein-coding,Sherlock,-,5.02E-07,TWASP000092
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,ZSCAN9,ENSG00000137185.11,protein-coding,Sherlock,-,5.02E-07,TWASP000092
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,CLIC1,ENSG00000213719.8,protein-coding,Sherlock,-,5.02E-07,TWASP000092
Major Depression Disorder,Depressive Disorder,Whole Blood,CBWD6,ENSG00000215126,protein-coding,-,-,5.08E-08,TWASP000194
Depressive Disorder,Depressive Disorder,Esophagus Muscularis,CCSAP,ENSG00000154429.10,protein-coding,Summary-MultiXcan(S-MultiXcan),-,5.20E-07,TWASP000056
Major Depression Disorder,Depressive Disorder,Esophagus Muscularis,B3GNT2,ENSG00000170340.10,protein-coding,-,-,5.22E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,ZBED9,ENSG00000232040.2,protein-coding,-,-,5.23E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,CDK2,ENSG00000123374.10,protein-coding,-,-,5.24E-24,TWASP000194
Major Depression Disorder,Depressive Disorder,Whole Blood,TMEM219,ENSG00000149932.16,protein-coding,-,-,5.45E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cortex,SLC39A13,ENSG00000165915.13,protein-coding,-,-,5.50E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cortex,NDUFS3,ENSG00000213619.9,protein-coding,-,-,5.53E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,FCGR1A,ENSG00000150337.13,protein-coding,-,-,5.55E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,NUP210L,ENSG00000143552.9,protein-coding,-,-,5.60E-19,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Muscularis,ZNF688,ENSG00000229809.8,protein-coding,-,-,5.62E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Small Intestine,RCOR2,ENSG00000167771.5,protein-coding,-,-,5.78E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Whole Blood,ZKSCAN3,ENSG00000189298.13,protein-coding,-,-,5.80E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Pancreas,LGALS12,ENSG00000133317.14,protein-coding,-,-,5.87E-18,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Transverse,NDUFS3,ENSG00000213619.9,protein-coding,-,-,5.97E-13,TWASP000194
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,C4A,ENSG00000244731.7,protein-coding,Sherlock,-,6.02E-06,TWASP000092
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,FLOT1,ENSG00000137312.14,protein-coding,Sherlock,-,6.02E-06,TWASP000092
Major Depressive Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,MICA,ENSG00000204520.12,protein-coding,Sherlock,-,6.02E-06,TWASP000092
Major Depression Disorder,Depressive Disorder,Colon Sigmoid,NDUFS3,ENSG00000213619.9,protein-coding,-,-,6.03E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Gastroesophageal,PROSER3,ENSG00000167595.14,protein-coding,-,-,6.23E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,PRKAR2A,ENSG00000114302.15,protein-coding,-,-,6.25E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,NCKIPSD,ENSG00000213672.7,protein-coding,-,-,6.30E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,AMT,ENSG00000145020.15,protein-coding,-,-,6.34E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Mucosa,KLRD1,ENSG00000134539.16,protein-coding,-,-,6.35E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Transverse,SETD1A,ENSG00000099381.17,protein-coding,-,-,6.42E-26,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,ANXA7,ENSG00000138279.15,protein-coding,-,-,6.48E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Hypothalamus,KCNH4,ENSG00000089558.8,protein-coding,-,-,6.62E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,GOSR2,ENSG00000108433.16,protein-coding,-,-,6.68E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,LRRC37A,ENSG00000176681.14,protein-coding,-,-,6.79E-39,TWASP000194
Major Depression Disorder,Depressive Disorder,Pancreas,SLC35E2A,-,pseudogene,-,-,6.95E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Liver,LRRC3,ENSG00000160233.7,protein-coding,-,-,6.95E-07,TWASP000194
Depression,Depressive Disorder,Brain,SLC12A5,ENSG00000124140.13,protein-coding,Mendelian Randomization(MR),-,7.13E-10,TWASP000124
Major Depression Disorder,Depressive Disorder,Brain Hypothalamus,CDC27,ENSG00000004897.11,protein-coding,-,-,7.30E-23,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,H2AC18,ENSG00000288825,protein-coding,-,-,7.32E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Mucosa,DENND1A,ENSG00000119522.16,protein-coding,-,-,7.41E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Mucosa,TNFRSF4,ENSG00000186827.10,protein-coding,-,-,7.42E-47,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,KCNH4,ENSG00000089558.8,protein-coding,-,-,7.44E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,TNIP2,ENSG00000168884.14,protein-coding,-,-,7.47E-10,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,MAP4K2,ENSG00000168067.11,protein-coding,-,-,7.47E-10,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,ANKRD36,ENSG00000135976.17,protein-coding,-,-,7.54E-10,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,NEGR1,ENSG00000172260.14,protein-coding,-,-,7.57E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,BCKDK,ENSG00000103507.13,protein-coding,-,-,7.58E-11,TWASP000194
