geneid	gene_symbol	uniprotid	dx	query
161436	EML5	Q05BV3	SCZ	DisOntol_5419
1806	DPYD	Q12882	SCZ	DisOntol_5419
219790	RTKN2	Q8IZC4	SCZ	DisOntol_5419
23362	PSD3	Q9NYI0	SCZ	DisOntol_5419
23731	TMEM245	Q9H330	SCZ	DisOntol_5419
23780	APOL2	Q9BQE5	SCZ	DisOntol_5419
2703	GJA8	P48165	SCZ	DisOntol_5419
27253	PCDH17	O14917	SCZ	DisOntol_5419
55733	HHAT	Q5VTY9	SCZ	DisOntol_5419
57188	ADAMTSL3	P82987	SCZ	DisOntol_5419
64288	ZSCAN31	Q96LW9	SCZ	DisOntol_5419
6660	SOX5	P35711	SCZ	DisOntol_5419
84466	MEGF10	Q96KG7	SCZ	DisOntol_5419
90273	CEACAM21	Q3KPI0	SCZ	DisOntol_5419
9373	PLAA	Q9Y263	SCZ	DisOntol_5419
995	CDC25C	P30307	SCZ	DisOntol_5419
10215	OLIG2	Q13516	SCZ	DisOntol_5419
11278	KLF12	Q9Y4X4	SCZ	DisOntol_5419
1128	CHRM1	P11229	SCZ	DisOntol_5419
1137	CHRNA4	P43681	SCZ	DisOntol_5419
116	ADCYAP1	P18509	SCZ	DisOntol_5419
121278	TPH2	Q8IWU9	SCZ	DisOntol_5419
1267	CNP	P09543	SCZ	DisOntol_5419
1401	CRP	P02741	SCZ	DisOntol_5419
148	ADRA1A	P35348	SCZ	DisOntol_5419
1544	CYP1A2	P05177	SCZ	DisOntol_5419
1565	CYP2D6	P10635	SCZ	DisOntol_5419
1610	DAO	P14920	SCZ	DisOntol_5419
1636	ACE	P12821	SCZ	DisOntol_5419
1742	DLG4	P78352	SCZ	DisOntol_5419
1786	DNMT1	P26358	SCZ	DisOntol_5419
1812	DRD1	P21728	SCZ	DisOntol_5419
1813	DRD2	P14416	SCZ	DisOntol_5419
1815	DRD4	P21917	SCZ	DisOntol_5419
1960	EGR3	Q06889	SCZ	DisOntol_5419
2011	MARK2	Q7KZI7	SCZ	DisOntol_5419
203228	C9orf72	Q96LT7	SCZ	DisOntol_5419
2066	ERBB4	Q15303	SCZ	DisOntol_5419
2099	ESR1	P03372	SCZ	DisOntol_5419
2147	F2	P00734	SCZ	DisOntol_5419
23228	PLCL2	Q9UPR0	SCZ	DisOntol_5419
2332	FMR1	Q06787	SCZ	DisOntol_5419
255239	ANKK1	Q8NFD2	SCZ	DisOntol_5419
2561	GABRB2	P47870	SCZ	DisOntol_5419
2571	GAD1	Q99259	SCZ	DisOntol_5419
26047	CNTNAP2	Q9UHC6	SCZ	DisOntol_5419
2668	GDNF	P39905	SCZ	DisOntol_5419
2752	GLUL	P15104	SCZ	DisOntol_5419
282706	DAOA-AS1		SCZ	DisOntol_5419
2903	GRIN2A	Q12879	SCZ	DisOntol_5419
2908	NR3C1	P04150	SCZ	DisOntol_5419
2912	GRM2	Q14416	SCZ	DisOntol_5419
2917	GRM7	Q14831	SCZ	DisOntol_5419
3350	HTR1A	P08908	SCZ	DisOntol_5419
3358	HTR2C	P28335	SCZ	DisOntol_5419
3362	HTR6	P50406	SCZ	DisOntol_5419
3458	IFNG	P01579	SCZ	DisOntol_5419
3553	IL1B	P01584	SCZ	DisOntol_5419
3558	IL2	P60568	SCZ	DisOntol_5419
3565	IL4	P05112	SCZ	DisOntol_5419
3569	IL6	P05231	SCZ	DisOntol_5419
3586	IL10	P22301	SCZ	DisOntol_5419
3782	KCNN3	Q9UGI6	SCZ	DisOntol_5419
3952	LEP	P41159	SCZ	DisOntol_5419
406928	MIR137		SCZ	DisOntol_5419
4099	MAG	P20916	SCZ	DisOntol_5419
4128	MAOA	P21397	SCZ	DisOntol_5419
4129	MAOB	P27338	SCZ	DisOntol_5419
4318	MMP9	P14780	SCZ	DisOntol_5419
4852	NPY	P01303	SCZ	DisOntol_5419
4908	NTF3	P20783	SCZ	DisOntol_5419
5305	PIP4K2A	P48426	SCZ	DisOntol_5419
5319	PLA2G1B	P04054	SCZ	DisOntol_5419
5321	PLA2G4A	P47712	SCZ	DisOntol_5419
54806	AHI1	Q8N157	SCZ	DisOntol_5419
5533	PPP3CC	P48454	SCZ	DisOntol_5419
55737	VPS35	Q96QK1	SCZ	DisOntol_5419
5617	PRL	P01236	SCZ	DisOntol_5419
5662	PSD	A5PKW4	SCZ	DisOntol_5419
57030	SLC17A7	Q9P2U7	SCZ	DisOntol_5419
57142	RTN4	Q9NQC3	SCZ	DisOntol_5419
5816	PVALB	P20472	SCZ	DisOntol_5419
627	BDNF	P23560	SCZ	DisOntol_5419
6285	S100B	P04271	SCZ	DisOntol_5419
6347	CCL2	P13500	SCZ	DisOntol_5419
64067	NPAS3	Q8IXF0	SCZ	DisOntol_5419
6506	SLC1A2	P43004	SCZ	DisOntol_5419
6532	SLC6A4	P31645	SCZ	DisOntol_5419
6536	SLC6A9	P48067	SCZ	DisOntol_5419
6571	SLC18A2	Q05940	SCZ	DisOntol_5419
6648	SOD2	P04179	SCZ	DisOntol_5419
6750	SST	P61278	SCZ	DisOntol_5419
7124	TNF	P01375	SCZ	DisOntol_5419
7166	TPH1	P17752	SCZ	DisOntol_5419
7976	FZD3	Q9NPG1	SCZ	DisOntol_5419
80832	APOL4	Q9BPW4	SCZ	DisOntol_5419
8128	ST8SIA2	Q92186	SCZ	DisOntol_5419
81565	NDEL1	Q9GZM8	SCZ	DisOntol_5419
8224	SYN3	O14994	SCZ	DisOntol_5419
8398	PLA2G6	O60733	SCZ	DisOntol_5419
885	CCK	P06307	SCZ	DisOntol_5419
89832	CHRFAM7A	P36544;Q494W8	SCZ	DisOntol_5419
9456	HOMER1	Q86YM7	SCZ	DisOntol_5419
1270	CNTF	P26441	SCZ	DisOntol_5419
1739	DLG1	Q12959	SCZ	DisOntol_5419
2065	ERBB3	P21860	SCZ	DisOntol_5419
23209	MLC1	Q15049	SCZ	DisOntol_5419
2670	GFAP	P14136	SCZ	DisOntol_5419
27306	HPGDS	O60760	SCZ	DisOntol_5419
2775	GNAO1	P09471	SCZ	DisOntol_5419
2944	GSTM1	P09488	SCZ	DisOntol_5419
4729	NDUFV2	P19404	SCZ	DisOntol_5419
5021	OXTR	P30559	SCZ	DisOntol_5419
60	ACTB	P60709	SCZ	DisOntol_5419
7122	CLDN5	O00501	SCZ	DisOntol_5419
7157	TP53	P04637	SCZ	DisOntol_5419
7434	VIPR2	P41587	SCZ	DisOntol_5419
886	CCKAR	P32238	SCZ	DisOntol_5419
10611	PDLIM5	Q96HC4	SCZ	DisOntol_5419
23191	CYFIP1	Q7L576	SCZ	DisOntol_5419
2572	GAD2	Q05329	SCZ	DisOntol_5419
2952	GSTT1	P30711	SCZ	DisOntol_5419
3107	HLA-C	P10321	SCZ	DisOntol_5419
3303	HSPA1A	P0DMV8;P0DMV9	SCZ	DisOntol_5419
3359	HTR3A	P46098	SCZ	DisOntol_5419
3562	IL3	P08700	SCZ	DisOntol_5419
4915	NTRK2	Q16620	SCZ	DisOntol_5419
5108	PCM1	Q15154	SCZ	DisOntol_5419
5290	PIK3CA	P42336	SCZ	DisOntol_5419
551	AVP	P01185	SCZ	DisOntol_5419
6663	SOX10	P56693	SCZ	DisOntol_5419
7099	TLR4	O00206	SCZ	DisOntol_5419
135	ADORA2A	P29274	SCZ	DisOntol_5419
1385	CREB1	P16220	SCZ	DisOntol_5419
202333	CMYA5	Q8N3K9	SCZ	DisOntol_5419
22854	NTNG1	Q9Y2I2	SCZ	DisOntol_5419
23237	ARC	Q7LC44	SCZ	DisOntol_5419
2562	GABRB3	P28472	SCZ	DisOntol_5419
2899	GRIK3	Q13003	SCZ	DisOntol_5419
30816	ERVW-1	Q9UQF0	SCZ	DisOntol_5419
3094	HINT1	P49773	SCZ	DisOntol_5419
3355	HTR1F	P30939	SCZ	DisOntol_5419
3363	HTR7	P34969	SCZ	DisOntol_5419
3757	KCNH2	Q12809	SCZ	DisOntol_5419
4340	MOG	Q16653	SCZ	DisOntol_5419
4922	NTS	P30990	SCZ	DisOntol_5419
5053	PAH	P00439	SCZ	DisOntol_5419
5291	PIK3CB	P42338	SCZ	DisOntol_5419
5362	PLXNA2	O75051	SCZ	DisOntol_5419
57468	SLC12A5	Q9H2X9	SCZ	DisOntol_5419
6507	SLC1A3	P43003	SCZ	DisOntol_5419
6558	SLC12A2	P55011	SCZ	DisOntol_5419
6570	SLC18A1	P54219	SCZ	DisOntol_5419
6855	SYP	P08247	SCZ	DisOntol_5419
9444	QKI	Q96PU8	SCZ	DisOntol_5419
9575	CLOCK	O15516	SCZ	DisOntol_5419
10280	SIGMAR1	Q99720	SCZ	DisOntol_5419
10645	CAMKK2	Q96RR4	SCZ	DisOntol_5419
10752	CHL1	O00533	SCZ	DisOntol_5419
1132	CHRM4	P08173	SCZ	DisOntol_5419
1499	CTNNB1	P35222	SCZ	DisOntol_5419
1741	DLG3	Q92796	SCZ	DisOntol_5419
2173	FABP7	O15540	SCZ	DisOntol_5419
23394	ADNP	Q9H2P0	SCZ	DisOntol_5419
2891	GRIA2	P42262	SCZ	DisOntol_5419
2894	GRID1	Q9ULK0	SCZ	DisOntol_5419
2897	GRIK1	P39086	SCZ	DisOntol_5419
2911	GRM1	Q13255	SCZ	DisOntol_5419
2918	GRM8	O00222	SCZ	DisOntol_5419
2950	GSTP1	P09211	SCZ	DisOntol_5419
3065	HDAC1	Q13547	SCZ	DisOntol_5419
3066	HDAC2	Q92769	SCZ	DisOntol_5419
3304	HSPA1B	P0DMV8;P0DMV9	SCZ	DisOntol_5419
3361	HTR5A	P47898	SCZ	DisOntol_5419
3606	IL18	Q14116	SCZ	DisOntol_5419
4914	NTRK1	P04629	SCZ	DisOntol_5419
4988	OPRM1	P35372	SCZ	DisOntol_5419
5116	PCNT	O95613	SCZ	DisOntol_5419
573	BAG1	Q99933	SCZ	DisOntol_5419
57532	NUFIP2	Q7Z417	SCZ	DisOntol_5419
6720	SREBF1	P36956	SCZ	DisOntol_5419
7494	XBP1	P17861	SCZ	DisOntol_5419
79837	PIP4K2C	Q8TBX8	SCZ	DisOntol_5419
8841	HDAC3	O15379	SCZ	DisOntol_5419
9463	PICK1	Q9NRD5	SCZ	DisOntol_5419
10369	CACNG2	Q9Y698	SCZ	DisOntol_5419
10815	CPLX1	O14810	SCZ	DisOntol_5419
127933	UHMK1	Q8TAS1	SCZ	DisOntol_5419
1437	CSF2	P04141	SCZ	DisOntol_5419
1463	NCAN	O14594	SCZ	DisOntol_5419
175	AGA	P20933	SCZ	DisOntol_5419
2554	GABRA1	P14867	SCZ	DisOntol_5419
25830	SULT4A1	Q9BR01	SCZ	DisOntol_5419
2596	GAP43	P17677	SCZ	DisOntol_5419
2893	GRIA4	P48058	SCZ	DisOntol_5419
2898	GRIK2	Q13002	SCZ	DisOntol_5419
2900	GRIK4	Q16099	SCZ	DisOntol_5419
3162	HMOX1	P09601	SCZ	DisOntol_5419
3240	HP	P00738	SCZ	DisOntol_5419
3360	HTR4	Q13639	SCZ	DisOntol_5419
347	APOD	P05090	SCZ	DisOntol_5419
4049	LTA	P01374	SCZ	DisOntol_5419
4233	MET	P08581	SCZ	DisOntol_5419
442911	MIR346		SCZ	DisOntol_5419
4747	NEFL	P07196	SCZ	DisOntol_5419
5141	PDE4A	P27815	SCZ	DisOntol_5419
5289	PIK3C3	Q8NEB9	SCZ	DisOntol_5419
5354	PLP1	P60201	SCZ	DisOntol_5419
53826	FXYD6	Q9H0Q3	SCZ	DisOntol_5419
5444	PON1	P27169	SCZ	DisOntol_5419
54584	GNB1L	Q9BYB4	SCZ	DisOntol_5419
5465	PPARA	Q07869	SCZ	DisOntol_5419
57084	SLC17A6	Q9P2U8	SCZ	DisOntol_5419
6530	SLC6A2	P23975	SCZ	DisOntol_5419
6595	SMARCA2	P51531	SCZ	DisOntol_5419
6667	SP1	P08047	SCZ	DisOntol_5419
84628	NTNG2	Q96CW9	SCZ	DisOntol_5419
8991	SELENBP1	Q13228	SCZ	DisOntol_5419
9145	SYNGR1	O43759	SCZ	DisOntol_5419
9177	HTR3B	O95264	SCZ	DisOntol_5419
998	CDC42	P60953	SCZ	DisOntol_5419
9993	DGCR2	P98153	SCZ	DisOntol_5419
10326	SIRPB1	O00241;Q5TFQ8	SCZ	DisOntol_5419
1114	CHGB	P05060	SCZ	DisOntol_5419
116443	GRIN3A	Q8TCU5	SCZ	DisOntol_5419
117	ADCYAP1R1	P41586	SCZ	DisOntol_5419
1269	CNR2	P34972	SCZ	DisOntol_5419
1438	CSF2RA	P15509	SCZ	DisOntol_5419
1493	CTLA4	P16410	SCZ	DisOntol_5419
150	ADRA2A	P08913	SCZ	DisOntol_5419
1576	CYP3A4	P08684	SCZ	DisOntol_5419
1759	DNM1	Q05193	SCZ	DisOntol_5419
1959	EGR2	P11161	SCZ	DisOntol_5419
23040	MYT1L	Q9UL68	SCZ	DisOntol_5419
23245	ASTN2	O75129	SCZ	DisOntol_5419
23305	ACSL6	Q9UKU0	SCZ	DisOntol_5419
23413	NCS1	P62166	SCZ	DisOntol_5419
2566	GABRG2	P18507	SCZ	DisOntol_5419
27115	PDE7B	Q9NP56	SCZ	DisOntol_5419
2847	MCHR1	Q99705	SCZ	DisOntol_5419
2905	GRIN2C	Q14957	SCZ	DisOntol_5419
2906	GRIN2D	O15399	SCZ	DisOntol_5419
3098	HK1	P19367	SCZ	DisOntol_5419
3305	HSPA1L	P34931	SCZ	DisOntol_5419
3570	IL6R	P08887	SCZ	DisOntol_5419
3843	IPO5	O00410	SCZ	DisOntol_5419
407034	MIR30E		SCZ	DisOntol_5419
51299	NRN1	Q9NPD7	SCZ	DisOntol_5419
5594	MAPK1	P28482	SCZ	DisOntol_5419
5595	MAPK3	P27361	SCZ	DisOntol_5419
5664	PSEN2	P49810	SCZ	DisOntol_5419
57576	KIF17	Q9P2E2	SCZ	DisOntol_5419
5803	PTPRZ1	P23471	SCZ	DisOntol_5419
65018	PINK1	Q9BXM7	SCZ	DisOntol_5419
6721	SREBF2	Q12772	SCZ	DisOntol_5419
7018	TF	P02787	SCZ	DisOntol_5419
7040	TGFB1	P01137	SCZ	DisOntol_5419
7132	TNFRSF1A	P19438	SCZ	DisOntol_5419
7299	TYR	P14679	SCZ	DisOntol_5419
80312	TET1	Q8NFU7	SCZ	DisOntol_5419
84867	PTPN5	P54829	SCZ	DisOntol_5419
9229	DLGAP1	O14490	SCZ	DisOntol_5419
9348	NDST3	O95803	SCZ	DisOntol_5419
100131814	LINC00271	P0C7V0	SCZ	DisOntol_5419
10097	ACTR2	P61160	SCZ	DisOntol_5419
10664	CTCF	P49711	SCZ	DisOntol_5419
10891	PPARGC1A	Q9UBK2	SCZ	DisOntol_5419
1103	CHAT	P28329	SCZ	DisOntol_5419
1191	CLU	P10909	SCZ	DisOntol_5419
1234	CCR5	P51681	SCZ	DisOntol_5419
133	ADM	P35318	SCZ	DisOntol_5419
1432	MAPK14	Q16539	SCZ	DisOntol_5419
1439	CSF2RB	P32927	SCZ	DisOntol_5419
1571	CYP2E1	P05181	SCZ	DisOntol_5419
1948	EFNB2	P52799	SCZ	DisOntol_5419
1961	EGR4	Q05215	SCZ	DisOntol_5419
1993	ELAVL2	Q12926	SCZ	DisOntol_5419
23411	SIRT1	Q96EB6	SCZ	DisOntol_5419
26468	LHX6	Q9UPM6	SCZ	DisOntol_5419
266727	MDGA1	Q8NFP4	SCZ	DisOntol_5419
27087	B3GAT1	Q9P2W7	SCZ	DisOntol_5419
2739	GLO1	Q04760	SCZ	DisOntol_5419
2774	GNAL	P38405	SCZ	DisOntol_5419
2896	GRN	P28799	SCZ	DisOntol_5419
2946	GSTM2	P28161	SCZ	DisOntol_5419
3383	ICAM1	P05362	SCZ	DisOntol_5419
3563	IL3RA	P26951	SCZ	DisOntol_5419
3587	IL10RA	Q13651	SCZ	DisOntol_5419
361	AQP4	P55087	SCZ	DisOntol_5419
3725	JUN	P05412	SCZ	DisOntol_5419
3785	KCNQ2	O43526	SCZ	DisOntol_5419
3839	KPNA3	O00505	SCZ	DisOntol_5419
387129	NPSR1	Q6W5P4	SCZ	DisOntol_5419
406989	MIR206		SCZ	DisOntol_5419
4297	KMT2A	Q03164	SCZ	DisOntol_5419
4650	MYO9B	Q13459	SCZ	DisOntol_5419
4976	OPA1	O60313	SCZ	DisOntol_5419
5020	OXT	P01178	SCZ	DisOntol_5419
5048	PAFAH1B1	P43034	SCZ	DisOntol_5419
5080	PAX6	P26367	SCZ	DisOntol_5419
5173	PDYN	P01213	SCZ	DisOntol_5419
51735	RAPGEF6	Q8TEU7	SCZ	DisOntol_5419
5297	PI4KA	P42356	SCZ	DisOntol_5419
54986	ULK4	Q96C45	SCZ	DisOntol_5419
55213	RCBTB1	Q8NDN9	SCZ	DisOntol_5419
5742	PTGS1	P23219	SCZ	DisOntol_5419
5914	RARA	P10276	SCZ	DisOntol_5419
595	CCND1	P24385	SCZ	DisOntol_5419
6007	RHD	Q02161	SCZ	DisOntol_5419
6511	SLC1A6	P48664	SCZ	DisOntol_5419
6539	SLC6A12	P48065	SCZ	DisOntol_5419
6908	TBP	P20226	SCZ	DisOntol_5419
7052	TGM2	P21980	SCZ	DisOntol_5419
7098	TLR3	O15455	SCZ	DisOntol_5419
7133	TNFRSF1B	P20333	SCZ	DisOntol_5419
7432	VIP	P01282	SCZ	DisOntol_5419
7447	VSNL1	P62760	SCZ	DisOntol_5419
7515	XRCC1	P18887	SCZ	DisOntol_5419
793	CALB1	P05937	SCZ	DisOntol_5419
8214	DGCR6	Q14129	SCZ	DisOntol_5419
84687	PPP1R9B	Q96SB3	SCZ	DisOntol_5419
8528	DDO	Q99489	SCZ	DisOntol_5419
8605	PLA2G4C	Q9UP65	SCZ	DisOntol_5419
8787	RGS9	O75916	SCZ	DisOntol_5419
8929	PHOX2B	Q99453	SCZ	DisOntol_5419
9369	NRXN3	Q9HDB5;Q9Y4C0	SCZ	DisOntol_5419
9759	HDAC4	P56524	SCZ	DisOntol_5419
9826	ARHGEF11	O15085	SCZ	DisOntol_5419
100303453	TSNAX-DISC1		SCZ	DisOntol_5419
10048	RANBP9	Q96S59	SCZ	DisOntol_5419
10279	PRSS16	Q9NQE7	SCZ	DisOntol_5419
10371	SEMA3A	Q14563	SCZ	DisOntol_5419
104	ADARB1	P78563	SCZ	DisOntol_5419
10400	PEMT	Q9UBM1	SCZ	DisOntol_5419
10859	LILRB1	Q8NHL6	SCZ	DisOntol_5419
1113	CHGA	P10645	SCZ	DisOntol_5419
1129	CHRM2	P08172	SCZ	DisOntol_5419
1141	CHRNB2	P17787	SCZ	DisOntol_5419
114784	CSMD2	Q7Z408	SCZ	DisOntol_5419
1152	CKB	P12277	SCZ	DisOntol_5419
116285	ACSM1	Q08AH1	SCZ	DisOntol_5419
1392	CRH	P06850	SCZ	DisOntol_5419
1454	CSNK1E	P49674	SCZ	DisOntol_5419
1501	CTNND2	Q9UQB3	SCZ	DisOntol_5419
1577	CYP3A5	P20815	SCZ	DisOntol_5419
177	AGER	Q15109	SCZ	DisOntol_5419
1789	DNMT3B	Q9UBC3	SCZ	DisOntol_5419
2026	ENO2	P09104	SCZ	DisOntol_5419
2053	EPHX2	P34913	SCZ	DisOntol_5419
216	ALDH1A1	P00352	SCZ	DisOntol_5419
2171	FABP5	Q01469	SCZ	DisOntol_5419
2263	FGFR2	P21802	SCZ	DisOntol_5419
22850	ADNP2	Q6IQ32	SCZ	DisOntol_5419
23208	SYT11	Q9BT88	SCZ	DisOntol_5419
23405	DICER1	Q9UPY3	SCZ	DisOntol_5419
2346	FOLH1	Q04609	SCZ	DisOntol_5419
23551	RASD2	Q96D21	SCZ	DisOntol_5419
23600	AMACR	Q9UHK6	SCZ	DisOntol_5419
239	ALOX12	P18054	SCZ	DisOntol_5419
246744	STH	Q8IWL8	SCZ	DisOntol_5419
2559	GABRA6	Q16445	SCZ	DisOntol_5419
2560	GABRB1	P18505	SCZ	DisOntol_5419
2638	GC	P02774	SCZ	DisOntol_5419
2643	GCH1	P30793	SCZ	DisOntol_5419
266743	NPAS4	Q8IUM7	SCZ	DisOntol_5419
27020	NPTN	Q9Y639	SCZ	DisOntol_5419
27091	CACNG5	Q9UF02	SCZ	DisOntol_5419
2729	GCLC	P48506	SCZ	DisOntol_5419
2784	GNB3	P16520	SCZ	DisOntol_5419
285242	HTR3E	A5X5Y0	SCZ	DisOntol_5419
2885	GRB2	P62993	SCZ	DisOntol_5419
2892	GRIA3	P42263	SCZ	DisOntol_5419
2914	GRM4	Q14833	SCZ	DisOntol_5419
2931	GSK3A	P49840	SCZ	DisOntol_5419
2934	GSN	P06396	SCZ	DisOntol_5419
2938	GSTA1	P08263	SCZ	DisOntol_5419
3061	HCRTR1	O43613	SCZ	DisOntol_5419
3313	HSPA9	P38646	SCZ	DisOntol_5419
3481	IGF2	P01344	SCZ	DisOntol_5419
3559	IL2RA	P01589	SCZ	DisOntol_5419
3613	IMPA2	O14732	SCZ	DisOntol_5419
3790	KCNS3	Q9BQ31	SCZ	DisOntol_5419
388552	BLOC1S3	Q6QNY0	SCZ	DisOntol_5419
3927	LASP1	Q14847	SCZ	DisOntol_5419
4009	LMX1A	Q8TE12	SCZ	DisOntol_5419
4010	LMX1B	O60663	SCZ	DisOntol_5419
4023	LPL	P06858	SCZ	DisOntol_5419
4036	LRP2	P98164	SCZ	DisOntol_5419
4045	LSAMP	Q13449	SCZ	DisOntol_5419
406952	MIR17		SCZ	DisOntol_5419
4090	SMAD5	Q99717	SCZ	DisOntol_5419
4190	MDH1	P40925	SCZ	DisOntol_5419
4277	MICB	Q29980	SCZ	DisOntol_5419
4522	MTHFD1	P11586	SCZ	DisOntol_5419
4543	MTNR1A	P48039	SCZ	DisOntol_5419
468	ATF4	P18848	SCZ	DisOntol_5419
4719	NDUFS1	P28331	SCZ	DisOntol_5419
472	ATM	Q13315	SCZ	DisOntol_5419
4762	NEUROG1	Q92886	SCZ	DisOntol_5419
4804	NGFR	P08138	SCZ	DisOntol_5419
4835	NQO2	P16083	SCZ	DisOntol_5419
4837	NNMT	P40261	SCZ	DisOntol_5419
4862	NPAS2	Q99743	SCZ	DisOntol_5419
4886	NPY1R	P25929	SCZ	DisOntol_5419
4923	NTSR1	P30989	SCZ	DisOntol_5419
5062	PAK2	Q13177	SCZ	DisOntol_5419
5074	PAWR	Q96IZ0	SCZ	DisOntol_5419
50944	SHANK1	Q9Y566	SCZ	DisOntol_5419
51586	MED15	Q96RN5	SCZ	DisOntol_5419
5159	PDGFRB	P09619	SCZ	DisOntol_5419
52	ACP1	P24666	SCZ	DisOntol_5419
5309	PITX3	O75364	SCZ	DisOntol_5419
5327	PLAT	P00750	SCZ	DisOntol_5419
5340	PLG	P00747	SCZ	DisOntol_5419
54210	TREM1	Q9NP99	SCZ	DisOntol_5419
54808	DYM	Q7RTS9	SCZ	DisOntol_5419
5578	PRKCA	P17252	SCZ	DisOntol_5419
56301	SLC7A10	Q9NS82	SCZ	DisOntol_5419
56990	CDC42SE2	Q9NRR3	SCZ	DisOntol_5419
57128	LYRM4	Q9HD34	SCZ	DisOntol_5419
574451	MIR432		SCZ	DisOntol_5419
5770	PTPN1	P18031	SCZ	DisOntol_5419
5786	PTPRA	P18433	SCZ	DisOntol_5419
58510	PRODH2	Q9UF12	SCZ	DisOntol_5419
59283	CACNG8	Q8WXS5	SCZ	DisOntol_5419
594857	NPS	P0C0P6	SCZ	DisOntol_5419
596	BCL2	P10415	SCZ	DisOntol_5419
5978	REST	Q13127	SCZ	DisOntol_5419
5997	RGS2	P41220	SCZ	DisOntol_5419
613212	CTXN3	Q4LDR2	SCZ	DisOntol_5419
637	BID	P55957	SCZ	DisOntol_5419
6426	SRSF1	Q07955	SCZ	DisOntol_5419
64850	ETNPPL	Q8TBG4	SCZ	DisOntol_5419
6804	STX1A	Q16623	SCZ	DisOntol_5419
6853	SYN1	P17600	SCZ	DisOntol_5419
6870	TACR3	P29371	SCZ	DisOntol_5419
6891	TAP2	Q03519	SCZ	DisOntol_5419
6999	TDO2	P48775	SCZ	DisOntol_5419
7101	NR2E1	Q9Y466	SCZ	DisOntol_5419
7351	UCP2	P55851	SCZ	DisOntol_5419
7436	VLDLR	P98155	SCZ	DisOntol_5419
7625	ZNF74	Q16587	SCZ	DisOntol_5419
7781	SLC30A3	Q99726	SCZ	DisOntol_5419
7804	LRP8	Q14114	SCZ	DisOntol_5419
816	CAMK2B	Q13554	SCZ	DisOntol_5419
8220	ESS2	Q96DF8	SCZ	DisOntol_5419
8295	TRRAP	Q9Y4A5	SCZ	DisOntol_5419
85439	STON2	Q8WXE9	SCZ	DisOntol_5419
8809	IL18R1	Q13478	SCZ	DisOntol_5419
8843	HCAR3	P49019	SCZ	DisOntol_5419
8932	MBD2	Q9UBB5	SCZ	DisOntol_5419
8940	TOP3B	O95985	SCZ	DisOntol_5419
89781	HPS4	Q9NQG7	SCZ	DisOntol_5419
9152	SLC6A5	Q9Y345	SCZ	DisOntol_5419
9201	DCLK1	O15075	SCZ	DisOntol_5419
9228	DLGAP2	Q9P1A6	SCZ	DisOntol_5419
9332	CD163	Q86VB7	SCZ	DisOntol_5419
9342	SNAP29	O95721	SCZ	DisOntol_5419
93663	ARHGAP18	Q8N392	SCZ	DisOntol_5419
9481	SLC25A27	O95847	SCZ	DisOntol_5419
9588	PRDX6	P30041	SCZ	DisOntol_5419
9734	HDAC9	Q9UKV0	SCZ	DisOntol_5419
100137049	PLA2G4B	P0C869	SCZ	DisOntol_5419
100302690	DLG2-AS1		SCZ	DisOntol_5419
100616452	MIR2682		SCZ	DisOntol_5419
10151	HNRNPA3P1		SCZ	DisOntol_5419
1020	CDK5	Q00535	SCZ	DisOntol_5419
1028	CDKN1C	P49918	SCZ	DisOntol_5419
10327	AKR1A1	P14550	SCZ	DisOntol_5419
10602	CDC42EP3	Q9UKI2	SCZ	DisOntol_5419
10644	IGF2BP2	Q9Y6M1	SCZ	DisOntol_5419
10675	CSPG5	O95196	SCZ	DisOntol_5419
10678	B3GNT2	Q9NY97	SCZ	DisOntol_5419
10772	SRSF10	O75494	SCZ	DisOntol_5419
11099	PTPN21	Q16825	SCZ	DisOntol_5419
1111	CHEK1	O14757	SCZ	DisOntol_5419
11167	FSTL1	Q12841	SCZ	DisOntol_5419
1133	CHRM5	P08912	SCZ	DisOntol_5419
11337	GABARAP	O95166	SCZ	DisOntol_5419
114781	BTBD9	Q96Q07	SCZ	DisOntol_5419
118490	MSS51	Q4VC12	SCZ	DisOntol_5419
132	ADK	P55263	SCZ	DisOntol_5419
134	ADORA1	P30542	SCZ	DisOntol_5419
134829	CLVS2	Q5SYC1	SCZ	DisOntol_5419
135152	B3GAT2	Q9NPZ5	SCZ	DisOntol_5419
1400	CRMP1	Q14194	SCZ	DisOntol_5419
140902	R3HDML	Q9H3Y0	SCZ	DisOntol_5419
149111	CNIH3	Q8TBE1	SCZ	DisOntol_5419
149420	PDIK1L	Q8N165	SCZ	DisOntol_5419
1506	CTRL	P40313	SCZ	DisOntol_5419
1513	CTSK	P43235	SCZ	DisOntol_5419
159	ADSS2	P30520	SCZ	DisOntol_5419
1627	DBN1	Q16643	SCZ	DisOntol_5419
169166	SNX31	Q8N9S9	SCZ	DisOntol_5419
1735	DIO3	P55073	SCZ	DisOntol_5419
1745	DLX1	P56177	SCZ	DisOntol_5419
182	JAG1	P78504	SCZ	DisOntol_5419
19	ABCA1	O95477	SCZ	DisOntol_5419
1965	EIF2S1	P05198	SCZ	DisOntol_5419
200933	FBXO45	P0C2W1	SCZ	DisOntol_5419
2018	EMX2	Q04743	SCZ	DisOntol_5419
2019	EN1	Q05925	SCZ	DisOntol_5419
2020	EN2	P19622	SCZ	DisOntol_5419
218	ALDH3A1	P30838	SCZ	DisOntol_5419
