gene_id	chr
ENSG00000242798	chr7
ENSG00000242802	chr7
ENSG00000242808	chr3
ENSG00000242816	chr3
ENSG00000242828	chr3
ENSG00000242852	chr19
ENSG00000242861	chr1
ENSG00000242866	chr15
ENSG00000242880	chr3
ENSG00000242950	chr7
ENSG00000242973	chr6
ENSG00000243004	chr7
ENSG00000243018	chr7
ENSG00000243056	chr5
ENSG00000243069	chr3
ENSG00000243083	chr3
ENSG00000243107	chr7
ENSG00000243130	chr19
ENSG00000243147	chr2
ENSG00000243149	chr3
ENSG00000243150	chr3
ENSG00000243155	chr1
ENSG00000243156	chr22
ENSG00000243176	chr3
ENSG00000243187	chr3
ENSG00000243193	chr7
ENSG00000243224	chr3
ENSG00000243230	chr7
ENSG00000243232	chr5
ENSG00000243244	chr2
ENSG00000243276	chr3
ENSG00000243279	chrX
ENSG00000243284	chr1
ENSG00000243295	chr3
ENSG00000243305	chr3
ENSG00000243317	chr7
ENSG00000243319	chr13
ENSG00000243321	chr3
ENSG00000243335	chr7
ENSG00000243364	chr1
ENSG00000243368	chr3
ENSG00000243384	chr3
ENSG00000243389	chr2
ENSG00000243410	chr3
ENSG00000243414	chr5
ENSG00000243433	chr7
ENSG00000243449	chr4
ENSG00000243477	chr3
ENSG00000243479	chr7
ENSG00000243480	chr1
ENSG00000243485	chr1
ENSG00000243489	chr21
ENSG00000243491	chr2
ENSG00000243509	chr20
ENSG00000243519	chr22
ENSG00000243550	chr3
ENSG00000243566	chr7
ENSG00000243620	chr3
ENSG00000243629	chr3
ENSG00000243636	chr1
ENSG00000243646	chr21
ENSG00000243649	chr6
ENSG00000243660	chr10
ENSG00000243667	chr2
ENSG00000243678	chr17
ENSG00000243694	chr3
ENSG00000243701	chr3
ENSG00000243708	chr15
ENSG00000243709	chr1
ENSG00000243710	chr1
ENSG00000243715	chr3
ENSG00000243716	chr16
ENSG00000243725	chr1
ENSG00000243749	chr1
ENSG00000243762	chr22
ENSG00000243772	chr19
ENSG00000243789	chr15
ENSG00000243795	chr3
ENSG00000243797	chr7
ENSG00000243799	chr3
ENSG00000243811	chr22
ENSG00000243818	chr3
ENSG00000243819	chr2
ENSG00000243836	chr7
ENSG00000243902	chr22
ENSG00000243910	chr2
ENSG00000243926	chr3
ENSG00000243927	chr21
ENSG00000243943	chr2
ENSG00000243944	chr3
ENSG00000243955	chr6
ENSG00000243960	chr1
ENSG00000243961	chr20
ENSG00000243978	chrX
ENSG00000243989	chr3
ENSG00000244005	chr20
ENSG00000244036	chr7
ENSG00000244038	chr1
ENSG00000244040	chr3
ENSG00000244041	chr6
ENSG00000244045	chr17
ENSG00000244055	chr7
ENSG00000244063	chr2
ENSG00000244067	chr6
ENSG00000244094	chr1
ENSG00000244124	chr3
ENSG00000244128	chr3
ENSG00000244137	chr1
ENSG00000244151	chr7
ENSG00000244165	chr19
ENSG00000244184	chr17
ENSG00000244187	chr9
ENSG00000244198	chr7
ENSG00000244203	chr3
ENSG00000244215	chr3
ENSG00000244219	chr7
ENSG00000244234	chr5
ENSG00000244239	chr7
ENSG00000244242	chr11
ENSG00000244247	chr3
ENSG00000244260	chr2
ENSG00000244265	chr3
ENSG00000244268	chr3
ENSG00000244274	chr20
ENSG00000244300	chr3
ENSG00000244302	chr3
ENSG00000244327	chr3
ENSG00000244342	chr3
ENSG00000244349	chr6
ENSG00000244355	chr6
ENSG00000244380	chr3
ENSG00000244383	chr3
ENSG00000244405	chr3
ENSG00000244411	chr11
ENSG00000244414	chr1
ENSG00000244459	chr4
ENSG00000244461	chr3
ENSG00000244462	chr20
ENSG00000244468	chr3
ENSG00000244476	chr6
ENSG00000244479	chr7
ENSG00000244482	chr19
ENSG00000244486	chr22
ENSG00000244491	chr22
ENSG00000244502	chr3
ENSG00000244509	chr22
ENSG00000244513	chr3
ENSG00000244541	chr3
ENSG00000244545	chr3
ENSG00000244558	chr20
ENSG00000244578	chr3
ENSG00000244586	chr3
ENSG00000244588	chr20
ENSG00000244607	chr3
ENSG00000244617	chr2
ENSG00000244623	chr7
ENSG00000244625	chr22
ENSG00000244650	chr3
ENSG00000244675	chr3
ENSG00000244676	chr21
ENSG00000244687	chr20
ENSG00000244694	chr6
ENSG00000244701	chr7
ENSG00000244706	chr3
ENSG00000244731	chr6
ENSG00000244733	chr10
ENSG00000244734	chr11
ENSG00000244738	chr3
ENSG00000244752	chr22
ENSG00000244754	chr13
ENSG00000244757	chr9
ENSG00000244879	chr15
ENSG00000244926	chr11
ENSG00000244945	chr5
ENSG00000244953	chr11
ENSG00000244968	chr5
ENSG00000244998	chr8
ENSG00000245008	chr11
ENSG00000245017	chr12
ENSG00000245025	chr8
ENSG00000245059	chr16
ENSG00000245060	chr5
ENSG00000245067	chr4
ENSG00000245105	chr12
ENSG00000245112	chr4
ENSG00000245146	chr5
ENSG00000245149	chr8
ENSG00000245156	chr11
ENSG00000245164	chr8
ENSG00000245213	chr4
ENSG00000245248	chr11
ENSG00000245261	chr6
ENSG00000245275	chr5
ENSG00000245281	chr8
ENSG00000245293	chr4
ENSG00000245317	chr5
ENSG00000245322	chr4
ENSG00000245330	chr8
ENSG00000245384	chr4
ENSG00000245385	chr11
ENSG00000245466	chr14
ENSG00000245468	chr4
ENSG00000245479	chr15
ENSG00000245482	chr12
ENSG00000245498	chr11
ENSG00000245522	chr11
ENSG00000245526	chr5
ENSG00000245532	chr11
ENSG00000245534	chr15
ENSG00000245552	chr11
ENSG00000245556	chr5
ENSG00000245571	chr11
ENSG00000245573	chr11
ENSG00000245598	chr19
ENSG00000245614	chr12
ENSG00000245648	chr12
ENSG00000245651	chr12
ENSG00000245662	chr5
ENSG00000245667	chr12
ENSG00000245680	chr19
ENSG00000245685	chr4
ENSG00000245688	chr5
ENSG00000245694	chr16
ENSG00000245719	chr15
ENSG00000245729	chr5
ENSG00000245748	chr4
ENSG00000245750	chr15
ENSG00000245768	chr16
ENSG00000245812	chr5
ENSG00000245832	chr11
ENSG00000245848	chr19
ENSG00000245849	chr15
ENSG00000245857	chr8
ENSG00000245864	chr5
ENSG00000245869	chr11
ENSG00000245870	chr4
ENSG00000245888	chr16
ENSG00000245904	chr12
ENSG00000245910	chr8
ENSG00000245928	chr4
ENSG00000245937	chr5
ENSG00000245954	chr4
ENSG00000245970	chr8
ENSG00000245975	chr15
ENSG00000246016	chr5
ENSG00000246022	chr3
ENSG00000246067	chr11
ENSG00000246084	chr14
ENSG00000246089	chr8
ENSG00000246090	chr4
ENSG00000246100	chr11
ENSG00000246130	chr8
ENSG00000246145	chr8
ENSG00000246174	chr11
ENSG00000246214	chr5
ENSG00000246223	chr14
ENSG00000246225	chr11
ENSG00000246228	chr8
ENSG00000246250	chr11
ENSG00000246263	chr8
ENSG00000246273	chr11
ENSG00000246283	chr15
ENSG00000246308	chr11
ENSG00000246323	chr5
ENSG00000246331	chr12
ENSG00000246334	chr5
ENSG00000246339	chr8
ENSG00000246350	chr6
ENSG00000246363	chr12
ENSG00000246366	chr8
ENSG00000246375	chr4
ENSG00000246379	chr16
ENSG00000246394	chr12
ENSG00000246422	chr5
ENSG00000246430	chr8
ENSG00000246451	chr14
ENSG00000246465	chr16
ENSG00000246477	chr8
ENSG00000246523	chr11
ENSG00000246526	chr4
ENSG00000246528	chr8
ENSG00000246548	chr14
ENSG00000246560	chr4
ENSG00000246582	chr8
ENSG00000246627	chr12
ENSG00000246640	chr17
ENSG00000246662	chr8
ENSG00000246695	chr12
ENSG00000246705	chr12
ENSG00000246731	chr17
ENSG00000246740	chr15
ENSG00000246763	chr5
ENSG00000246774	chr4
ENSG00000246777	chr16
ENSG00000246790	chr11
ENSG00000246792	chr8
ENSG00000246820	chr11
ENSG00000246851	chr9
ENSG00000246859	chr5
ENSG00000246863	chr15
ENSG00000246877	chr15
ENSG00000246889	chr11
ENSG00000246898	chr16
ENSG00000246922	chr15
ENSG00000246982	chr6
ENSG00000246985	chr12
ENSG00000247011	chr17
ENSG00000247033	chr16
ENSG00000247077	chr12
ENSG00000247081	chr8
ENSG00000247092	chr14
ENSG00000247095	chr11
ENSG00000247121	chr5
ENSG00000247130	chr4
ENSG00000247131	chr12
ENSG00000247134	chr8
ENSG00000247137	chr11
ENSG00000247151	chr11
ENSG00000247157	chr12
ENSG00000247193	chr4
ENSG00000247199	chr5
ENSG00000247213	chr12
ENSG00000247228	chr16
ENSG00000247240	chr15
ENSG00000247271	chr11
ENSG00000247287	chr14
ENSG00000247311	chr5
ENSG00000247315	chr20
ENSG00000247317	chr8
ENSG00000247324	chr16
ENSG00000247345	chr5
ENSG00000247363	chr12
ENSG00000247372	chr5
ENSG00000247373	chr12
ENSG00000247400	chr13
ENSG00000247416	chr11
ENSG00000247498	chr12
ENSG00000247516	chr5
ENSG00000247556	chr15
ENSG00000247572	chr5
ENSG00000247595	chr11
ENSG00000247596	chr3
ENSG00000247624	chr4
ENSG00000247626	chr2
ENSG00000247675	chr11
ENSG00000247679	chr5
ENSG00000247699	chr5
ENSG00000247708	chr4
ENSG00000247728	chr15
ENSG00000247735	chr16
ENSG00000247746	chrX
ENSG00000247765	chr15
ENSG00000247774	chr12
ENSG00000247775	chr4
ENSG00000247796	chr5
ENSG00000247809	chr15
ENSG00000247828	chr5
ENSG00000247853	chr12
ENSG00000247877	chr5
ENSG00000247903	chr12
ENSG00000247925	chr6
ENSG00000247934	chr12
ENSG00000247950	chr4
ENSG00000247970	chr14
ENSG00000247982	chr15
ENSG00000247993	chr5
ENSG00000248008	chr12
ENSG00000248015	chr19
ENSG00000248019	chr4
ENSG00000248027	chr11
ENSG00000248049	chr4
ENSG00000248050	chr8
ENSG00000248079	chr15
ENSG00000248092	chr5
ENSG00000248098	chr19
ENSG00000248099	chr19
ENSG00000248103	chr5
ENSG00000248112	chr5
ENSG00000248115	chr4
ENSG00000248118	chr5
ENSG00000248127	chr5
ENSG00000248132	chr5
ENSG00000248138	chr4
ENSG00000248144	chr4
ENSG00000248148	chr5
ENSG00000248150	chr5
ENSG00000248152	chr4
ENSG00000248161	chr4
ENSG00000248174	chr4
ENSG00000248184	chr4
ENSG00000248187	chr4
ENSG00000248197	chr4
ENSG00000248199	chr5
ENSG00000248202	chr5
ENSG00000248206	chr4
ENSG00000248210	chr4
ENSG00000248211	chr5
ENSG00000248221	chr4
ENSG00000248222	chr5
ENSG00000248223	chr5
ENSG00000248227	chr4
ENSG00000248228	chr4
ENSG00000248240	chr5
ENSG00000248243	chr3
ENSG00000248254	chr4
ENSG00000248261	chr5
ENSG00000248265	chr12
ENSG00000248266	chr4
ENSG00000248275	chr5
ENSG00000248285	chr5
ENSG00000248296	chr5
ENSG00000248309	chr5
ENSG00000248318	chr8
ENSG00000248319	chr4
ENSG00000248322	chr1
ENSG00000248323	chr5
ENSG00000248330	chr4
ENSG00000248332	chr11
ENSG00000248333	chr1
ENSG00000248343	chr4
ENSG00000248358	chr14
ENSG00000248359	chr5
ENSG00000248360	chr4
ENSG00000248367	chr5
ENSG00000248371	chr5
ENSG00000248373	chr4
ENSG00000248383	chr5
ENSG00000248385	chr19
ENSG00000248399	chr4
ENSG00000248408	chr4
ENSG00000248425	chr4
ENSG00000248428	chr5
ENSG00000248429	chr4
ENSG00000248431	chr4
ENSG00000248434	chr4
ENSG00000248441	chr15
ENSG00000248445	chr5
ENSG00000248455	chr5
ENSG00000248458	chr1
ENSG00000248461	chr5
ENSG00000248464	chr5
ENSG00000248468	chr3
ENSG00000248469	chr5
ENSG00000248473	chr5
ENSG00000248474	chr5
ENSG00000248475	chr5
ENSG00000248476	chr21
ENSG00000248479	chr4
ENSG00000248483	chr5
ENSG00000248484	chr5
ENSG00000248485	chr1
ENSG00000248487	chr3
ENSG00000248489	chr5
ENSG00000248490	chr5
ENSG00000248491	chr4
ENSG00000248505	chr4
ENSG00000248508	chr15
ENSG00000248510	chr4
ENSG00000248511	chr4
ENSG00000248515	chr4
ENSG00000248518	chr4
ENSG00000248528	chr5
ENSG00000248529	chr5
ENSG00000248538	chr8
ENSG00000248540	chr15
ENSG00000248544	chr5
ENSG00000248545	chr4
ENSG00000248550	chr14
ENSG00000248551	chr4
ENSG00000248554	chr5
ENSG00000248555	chr5
ENSG00000248559	chr5
ENSG00000248587	chr5
ENSG00000248588	chr5
ENSG00000248597	chr5
ENSG00000248599	chr8
ENSG00000248600	chr5
ENSG00000248605	chr5
ENSG00000248624	chr5
ENSG00000248634	chr5
ENSG00000248636	chr12
ENSG00000248646	chr4
ENSG00000248663	chr5
ENSG00000248664	chr5
ENSG00000248668	chr5
ENSG00000248671	chr11
ENSG00000248673	chr5
ENSG00000248677	chr5
ENSG00000248682	chr10
ENSG00000248690	chr8
ENSG00000248693	chr5
ENSG00000248703	chr12
ENSG00000248708	chr5
ENSG00000248712	chr11
ENSG00000248713	chr4
ENSG00000248714	chr17
ENSG00000248719	chr4
ENSG00000248724	chr3
ENSG00000248727	chr5
ENSG00000248733	chr5
ENSG00000248734	chr5
ENSG00000248738	chr8
ENSG00000248740	chr4
ENSG00000248746	chr11
ENSG00000248747	chr4
ENSG00000248749	chr4
ENSG00000248752	chr5
ENSG00000248757	chr5
ENSG00000248767	chr7
ENSG00000248771	chr4
ENSG00000248773	chr3
ENSG00000248774	chr4
ENSG00000248787	chr3
ENSG00000248799	chr5
ENSG00000248801	chr8
ENSG00000248802	chr4
ENSG00000248809	chr4
ENSG00000248810	chr4
ENSG00000248839	chr3
ENSG00000248846	chr5
ENSG00000248858	chr8
ENSG00000248859	chr5
ENSG00000248866	chr4
ENSG00000248869	chr4
ENSG00000248874	chr5
ENSG00000248876	chr5
ENSG00000248881	chr5
ENSG00000248884	chr5
ENSG00000248890	chr4
ENSG00000248893	chr15
ENSG00000248896	chr8
ENSG00000248898	chr5
ENSG00000248905	chr15
ENSG00000248912	chr4
ENSG00000248918	chr5
ENSG00000248925	chr5
ENSG00000248927	chr5
ENSG00000248932	chr3
ENSG00000248936	chr4
ENSG00000248939	chr4
ENSG00000248942	chr5
ENSG00000248949	chr5
ENSG00000248954	chr17
ENSG00000248964	chr8
ENSG00000248965	chr5
ENSG00000248968	chr5
ENSG00000248969	chr5
ENSG00000248980	chr4
ENSG00000248991	chr4
ENSG00000248994	chr5
ENSG00000248995	chr12
ENSG00000248996	chr5
ENSG00000249008	chr4
ENSG00000249017	chr5
ENSG00000249021	chr5
ENSG00000249022	chr4
ENSG00000249035	chr5
ENSG00000249042	chr5
ENSG00000249057	chr5
ENSG00000249061	chr5
ENSG00000249069	chr5
ENSG00000249082	chr5
ENSG00000249085	chr5
ENSG00000249087	chr1
ENSG00000249094	chr12
ENSG00000249096	chr4
ENSG00000249102	chr5
ENSG00000249106	chr4
ENSG00000249109	chr5
ENSG00000249114	chr5
ENSG00000249115	chr19
ENSG00000249116	chr5
ENSG00000249125	chr4
ENSG00000249131	chr5
ENSG00000249145	chr4
ENSG00000249150	chr5
ENSG00000249158	chr5
ENSG00000249159	chr5
ENSG00000249163	chr14
ENSG00000249167	chr5
ENSG00000249169	chr5
ENSG00000249171	chr4
ENSG00000249173	chr4
ENSG00000249175	chr5
ENSG00000249184	chr4
ENSG00000249199	chr5
ENSG00000249201	chr5
ENSG00000249203	chr5
ENSG00000249207	chr4
ENSG00000249222	chr22
ENSG00000249228	chr4
ENSG00000249231	chr16
ENSG00000249241	chr4
ENSG00000249242	chr4
ENSG00000249249	chr5
ENSG00000249252	chr4
ENSG00000249258	chr8
ENSG00000249261	chr5
ENSG00000249267	chr12
ENSG00000249279	chr5
ENSG00000249293	chr5
ENSG00000249306	chr5
ENSG00000249307	chr4
ENSG00000249326	chr5
ENSG00000249328	chr8
ENSG00000249330	chr4
ENSG00000249332	chr5
ENSG00000249335	chr5
ENSG00000249341	chr4
ENSG00000249343	chr5
ENSG00000249345	chr12
ENSG00000249346	chr6
ENSG00000249348	chr4
ENSG00000249349	chr5
ENSG00000249352	chr5
ENSG00000249359	chr5
ENSG00000249362	chr5
ENSG00000249364	chr5
ENSG00000249375	chr8
ENSG00000249378	chr4
ENSG00000249379	chr6
ENSG00000249381	chr4
ENSG00000249383	chr17
ENSG00000249388	chr12
ENSG00000249395	chr8
ENSG00000249396	chr5
ENSG00000249406	chr17
ENSG00000249417	chr3
ENSG00000249421	chr5
ENSG00000249425	chr4
ENSG00000249426	chr5
ENSG00000249436	chr5
ENSG00000249437	chr5
ENSG00000249451	chr17
ENSG00000249453	chr4
ENSG00000249456	chr10
ENSG00000249460	chr4
ENSG00000249463	chr4
ENSG00000249464	chr4
ENSG00000249471	chr19
ENSG00000249476	chr5
ENSG00000249478	chr5
ENSG00000249481	chr6
ENSG00000249483	chr5
ENSG00000249484	chr5
ENSG00000249487	chr15
ENSG00000249492	chr5
ENSG00000249494	chr5
ENSG00000249500	chr4
ENSG00000249502	chr4
ENSG00000249509	chr4
ENSG00000249513	chr4
ENSG00000249526	chr5
ENSG00000249532	chr4
ENSG00000249534	chr4
ENSG00000249550	chr12
ENSG00000249551	chr5
ENSG00000249553	chr5
ENSG00000249572	chr5
ENSG00000249574	chr7
ENSG00000249581	chr4
ENSG00000249588	chr5
ENSG00000249592	chr4
ENSG00000249593	chr5
ENSG00000249599	chr4
ENSG00000249601	chr5
ENSG00000249602	chr1
ENSG00000249604	chr4
ENSG00000249609	chr4
ENSG00000249614	chr4
ENSG00000249618	chr4
ENSG00000249621	chr5
ENSG00000249628	chr12
ENSG00000249631	chr4
ENSG00000249635	chr4
ENSG00000249637	chr5
ENSG00000249639	chr5
ENSG00000249650	chr5
ENSG00000249655	chr5
ENSG00000249664	chr5
ENSG00000249669	chr5
ENSG00000249673	chr4
ENSG00000249675	chr4
ENSG00000249679	chr4
ENSG00000249684	chr5
ENSG00000249685	chr4
ENSG00000249688	chr5
ENSG00000249690	chr4
ENSG00000249693	chr4
ENSG00000249695	chr12
ENSG00000249699	chr4
ENSG00000249700	chr4
ENSG00000249709	chr19
ENSG00000249710	chr4
ENSG00000249713	chr5
ENSG00000249715	chr2
ENSG00000249725	chr3
ENSG00000249731	chr5
ENSG00000249736	chr5
ENSG00000249737	chr5
ENSG00000249738	chr5
ENSG00000249740	chr5
ENSG00000249742	chr4
ENSG00000249743	chr5
ENSG00000249751	chr5
ENSG00000249771	chr4
ENSG00000249772	chr5
ENSG00000249776	chr5
ENSG00000249781	chr5
ENSG00000249786	chr3
ENSG00000249790	chr12
ENSG00000249797	chr5
ENSG00000249803	chr5
ENSG00000249806	chr4
ENSG00000249807	chr5
ENSG00000249808	chr5
ENSG00000249816	chr8
ENSG00000249825	chr5
ENSG00000249833	chr3
ENSG00000249835	chr5
ENSG00000249846	chr3
ENSG00000249849	chr5
ENSG00000249853	chr6
ENSG00000249854	chr5
ENSG00000249859	chr8
ENSG00000249861	chr19
ENSG00000249867	chr11
ENSG00000249870	chr17
ENSG00000249881	chr5
ENSG00000249882	chr4
ENSG00000249894	chr5
ENSG00000249898	chr8
ENSG00000249899	chr5
ENSG00000249915	chr5
ENSG00000249917	chr8
ENSG00000249923	chr22
ENSG00000249926	chr12
ENSG00000249931	chr15
ENSG00000249937	chr5
ENSG00000249942	chr4
ENSG00000249945	chr4
ENSG00000249955	chr4
ENSG00000249959	chr5
ENSG00000249961	chr16
ENSG00000249971	chr5
ENSG00000249978	chr7
ENSG00000249984	chr5
ENSG00000249988	chr4
ENSG00000249992	chr3
ENSG00000249993	chr3
ENSG00000250001	chr5
ENSG00000250007	chr15
ENSG00000250012	chr3
ENSG00000250027	chr4
ENSG00000250033	chr4
ENSG00000250039	chr4
ENSG00000250041	chr11
ENSG00000250046	chr4
ENSG00000250048	chr5
ENSG00000250049	chr5
ENSG00000250056	chr5
ENSG00000250057	chr4
ENSG00000250060	chr5
ENSG00000250062	chr4
ENSG00000250067	chr19
ENSG00000250069	chr5
ENSG00000250072	chr5
ENSG00000250073	chr11
ENSG00000250075	chr4
ENSG00000250091	chr12
ENSG00000250092	chr4
ENSG00000250105	chr11
ENSG00000250107	chr17
ENSG00000250116	chr2
ENSG00000250120	chr5
ENSG00000250122	chr5
ENSG00000250125	chr4
ENSG00000250126	chr4
ENSG00000250131	chr4
ENSG00000250132	chr12
ENSG00000250135	chr1
ENSG00000250155	chr5
ENSG00000250156	chr5
ENSG00000250159	chr5
ENSG00000250166	chr12
ENSG00000250167	chr5
ENSG00000250170	chr3
ENSG00000250173	chr5
ENSG00000250174	chr3
ENSG00000250186	chr17
ENSG00000250195	chr4
ENSG00000250198	chr5
ENSG00000250208	chr12
ENSG00000250218	chr3
ENSG00000250220	chr4
ENSG00000250222	chr5
ENSG00000250223	chr4
ENSG00000250237	chr5
ENSG00000250240	chr5
ENSG00000250241	chr4
ENSG00000250243	chr4
ENSG00000250244	chr5
ENSG00000250250	chr5
ENSG00000250254	chr4
ENSG00000250258	chr5
ENSG00000250260	chr5
ENSG00000250266	chr4
ENSG00000250267	chr8
ENSG00000250274	chr5
ENSG00000250280	chr12
ENSG00000250282	chr17
ENSG00000250284	chr5
ENSG00000250286	chr17
ENSG00000250295	chr8
ENSG00000250302	chr4
ENSG00000250303	chr11
ENSG00000250305	chr8
ENSG00000250309	chr5
ENSG00000250310	chr17
ENSG00000250312	chr4
ENSG00000250317	chr4
ENSG00000250320	chr5
ENSG00000250326	chr4
ENSG00000250328	chr5
ENSG00000250331	chr5
ENSG00000250333	chr4
ENSG00000250334	chr4
ENSG00000250337	chr5
ENSG00000250343	chr5
ENSG00000250344	chr4
ENSG00000250348	chr5
ENSG00000250357	chr4
ENSG00000250358	chr5
ENSG00000250360	chr5
ENSG00000250361	chr4
ENSG00000250362	chr5
ENSG00000250365	chr14
ENSG00000250366	chr14
ENSG00000250371	chr4
ENSG00000250377	chr5
ENSG00000250378	chr5
ENSG00000250379	chr15
ENSG00000250385	chr5
ENSG00000250387	chr5
ENSG00000250390	chr11
ENSG00000250392	chr4
ENSG00000250397	chr11
ENSG00000250402	chr5
ENSG00000250410	chr4
ENSG00000250413	chr4
ENSG00000250415	chr5
ENSG00000250417	chr5
ENSG00000250423	chrX
ENSG00000250427	chr5
ENSG00000250431	chr4
ENSG00000250432	chr12
ENSG00000250433	chr3
ENSG00000250436	chr4
ENSG00000250446	chr5
ENSG00000250447	chr5
ENSG00000250448	chr5
ENSG00000250456	chr4
ENSG00000250472	chr5
ENSG00000250479	chr22
ENSG00000250486	chr4
ENSG00000250488	chr4
ENSG00000250490	chr5
ENSG00000250493	chr11
ENSG00000250501	chr4
ENSG00000250503	chr4
ENSG00000250506	chr17
ENSG00000250508	chr11
ENSG00000250509	chr5
ENSG00000250510	chr12
ENSG00000250514	chr16
ENSG00000250519	chr11
ENSG00000250522	chr4
ENSG00000250529	chr5
ENSG00000250532	chr4
ENSG00000250538	chr4
ENSG00000250543	chr3
ENSG00000250548	chr14
ENSG00000250564	chr5
ENSG00000250565	chr2
ENSG00000250567	chr5
ENSG00000250571	chr8
ENSG00000250572	chr4
ENSG00000250579	chr5
ENSG00000250584	chr5
ENSG00000250592	chr3
ENSG00000250597	chr4
ENSG00000250600	chr5
ENSG00000250602	chr5
ENSG00000250603	chr5
ENSG00000250604	chr4
ENSG00000250608	chr3
ENSG00000250615	chr5
ENSG00000250616	chr16
ENSG00000250619	chr5
ENSG00000250623	chr4
ENSG00000250632	chr4
ENSG00000250634	chr4
ENSG00000250635	chr5
ENSG00000250643	chr3
ENSG00000250658	chr4
ENSG00000250668	chr5
ENSG00000250673	chr4
ENSG00000250682	chr5
ENSG00000250685	chr16
ENSG00000250686	chr6
ENSG00000250697	chr5
ENSG00000250706	chr4
ENSG00000250708	chr4
ENSG00000250714	chr8
ENSG00000250722	chr5
ENSG00000250723	chr4
ENSG00000250734	chr1
ENSG00000250740	chr4
ENSG00000250742	chr12
ENSG00000250748	chr12
ENSG00000250751	chr17
ENSG00000250754	chr4
ENSG00000250761	chr5
ENSG00000250764	chr5
ENSG00000250781	chr4
ENSG00000250786	chr5
ENSG00000250790	chr12
ENSG00000250791	chr4
ENSG00000250799	chr19
ENSG00000250802	chr5
ENSG00000250803	chr5
ENSG00000250821	chr4
ENSG00000250831	chr5
ENSG00000250842	chr5
ENSG00000250846	chr4
ENSG00000250850	chr9
ENSG00000250863	chr4
ENSG00000250891	chr5
ENSG00000250899	chr12
ENSG00000250900	chr5
ENSG00000250903	chr6
ENSG00000250906	chr4
ENSG00000250909	chr5
ENSG00000250910	chr4
ENSG00000250915	chr4
ENSG00000250917	chr20
ENSG00000250920	chr4
ENSG00000250934	chr3
ENSG00000250938	chr4
ENSG00000250945	chr4
ENSG00000250947	chr5
ENSG00000250948	chr17
ENSG00000250950	chr4
ENSG00000250957	chr4
ENSG00000250958	chr5
ENSG00000250961	chr5
ENSG00000250968	chr4
ENSG00000250969	chr4
ENSG00000250971	chr4
ENSG00000250974	chr5
ENSG00000250986	chr4
ENSG00000250988	chr15
ENSG00000250990	chr7
ENSG00000250994	chr5
ENSG00000250999	chr5
ENSG00000251002	chr14
ENSG00000251003	chr8
ENSG00000251009	chr4
ENSG00000251011	chr3
ENSG00000251015	chr13
ENSG00000251022	chr4
ENSG00000251023	chr5
ENSG00000251026	chr5
ENSG00000251027	chr5
ENSG00000251031	chr5
ENSG00000251034	chr8
ENSG00000251072	chr5
ENSG00000251075	chr4
ENSG00000251080	chr4
ENSG00000251081	chr4
ENSG00000251095	chr4
ENSG00000251125	chr5
ENSG00000251126	chr4
ENSG00000251129	chr4
ENSG00000251131	chr5
ENSG00000251136	chr8
ENSG00000251138	chr12
ENSG00000251139	chr4
ENSG00000251141	chr5
ENSG00000251143	chr11
ENSG00000251144	chr5
ENSG00000251151	chr12
ENSG00000251152	chr4
ENSG00000251161	chr15
ENSG00000251165	chr4
ENSG00000251168	chr5
ENSG00000251169	chr5
ENSG00000251170	chr4
ENSG00000251171	chr4
ENSG00000251173	chr4
ENSG00000251175	chr4
ENSG00000251179	chr17
ENSG00000251182	chr4
ENSG00000251185	chr4
ENSG00000251187	chr5
ENSG00000251189	chr5
ENSG00000251191	chr8
ENSG00000251192	chrX
ENSG00000251194	chr11
ENSG00000251199	chr4
ENSG00000251200	chr4
ENSG00000251209	chr15
ENSG00000251210	chr4
ENSG00000251216	chr4
ENSG00000251219	chr4
ENSG00000251221	chr5
ENSG00000251224	chr3
ENSG00000251226	chr11
ENSG00000251230	chr4
ENSG00000251239	chr17
ENSG00000251244	chr4
ENSG00000251247	chr19
ENSG00000251249	chr4
ENSG00000251257	chr5
ENSG00000251258	chr6
ENSG00000251259	chr4
ENSG00000251264	chr4
ENSG00000251266	chr4
ENSG00000251273	chr5
ENSG00000251279	chr5
ENSG00000251287	chr3
ENSG00000251292	chr4
ENSG00000251293	chr5
ENSG00000251294	chr5
ENSG00000251298	chr4
ENSG00000251301	chr12
ENSG00000251307	chr5
ENSG00000251314	chr5
ENSG00000251321	chr4
ENSG00000251322	chr22
ENSG00000251323	chr11
ENSG00000251325	chr4
ENSG00000251330	chr5
ENSG00000251336	chr4
ENSG00000251350	chr4
ENSG00000251359	chr4
ENSG00000251361	chr5
ENSG00000251363	chr14
ENSG00000251364	chr11
ENSG00000251365	chr5
ENSG00000251367	chr5
ENSG00000251369	chr19
ENSG00000251370	chr5
ENSG00000251372	chr4
ENSG00000251377	chr4
ENSG00000251379	chr4
ENSG00000251380	chr5
ENSG00000251381	chr11
ENSG00000251388	chr4
ENSG00000251391	chr5
ENSG00000251393	chr14
ENSG00000251396	chr8
ENSG00000251405	chr5
ENSG00000251408	chr4
ENSG00000251410	chr4
ENSG00000251412	chr4
ENSG00000251416	chr4
ENSG00000251417	chr16
ENSG00000251421	chr5
ENSG00000251423	chr5
ENSG00000251432	chr4
ENSG00000251438	chr4
ENSG00000251442	chr4
ENSG00000251443	chr5
ENSG00000251445	chr4
ENSG00000251448	chr3
