Reported Trait,Mapped Trait,Tissues,Gene Symbol,Ensembl ID,Gene Type,Method/Software,Effect Size,P-value,Publication
Body Mass Index,Body Mass Index,Cross-tissue,NEO1,ENSG00000067141.16,protein-coding,MultiXcan,-,2.25E-08,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,ZNF605,ENSG00000196458.10,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.25E-08,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,MTIF3,ENSG00000122033.14,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.25E-11,TWASP000165
Body Mass Index,Body Mass Index,Esophagus Mucosa,PIK3R2,ENSG00000105647.16,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.25E-13,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,SEZ6L2,ENSG00000174938.14,protein-coding,UTMOST,-,2.25E-13,TWASP000100
Body Mass Index,Body Mass Index,Thyroid,SNORA70F,ENSG00000206869.1,snoRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.26E-05,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,TIMM23B,ENSG00000204152.10,protein-coding,MultiXcan,-,2.26E-06,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,RBM7,ENSG00000076053.10,protein-coding,MultiXcan,-,2.26E-06,TWASP000056
Body Mass Index,Body Mass Index,Brain Hypothalamus,RP11-536C12.1,ENSG00000279254.1,TEC,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.26E-06,TWASP000141
Body Mass Index,Body Mass Index,Lung,ZDHHC24,ENSG00000174165.7,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.26E-07,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,FUT10,ENSG00000172728.15,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.26E-07,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,EFCAB5,ENSG00000176927.15,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.26E-08,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,AP001610.5,ENSG00000228318.3,antisense,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.26E-08,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,YWHAB,ENSG00000166913.12,protein-coding,Summary-MultiXcan(S-MultiXcan) or UTMOST,-,2.26E-09,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,GSS,ENSG00000100983.9,protein-coding,MultiXcan,-,2.26E-09,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,C10orf55,ENSG00000222047.8,protein-coding,MultiXcan,-,2.26E-10,TWASP000056
Body Mass Index,Body Mass Index,Adipose,CADM2,ENSG00000175161.13,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.26E-10,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,TRIM72,ENSG00000177238.13,protein-coding,MultiXcan,-,2.26E-10,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,NFATC2IP,ENSG00000176953.12,protein-coding,UTMOST,-,2.26E-11,TWASP000100
Body Mass Index,Body Mass Index,Skin Not Sun Exposed,GADD45G,ENSG00000130222.10,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.26E-11,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,BOLL,ENSG00000152430.17,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.26E-11,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,SH2B1,ENSG00000178188.14,protein-coding,UTMOST,-,2.26E-11,TWASP000100
Body Mass Index,Body Mass Index,Cross-tissue,AMN,ENSG00000166126.10,protein-coding,MultiXcan,-,2.26E-23,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,RP11-1348G14.5,ENSG00000260796.1,antisense,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.26E-29,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,CPXM1,ENSG00000088882.7,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.27E-05,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,WDR12,ENSG00000138442.9,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.27E-05,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,HOXB7,ENSG00000260027.4,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.27E-06,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,LMBR1L,ENSG00000139636.15,protein-coding,MultiXcan,-,2.27E-06,TWASP000056
Body Mass Index,Body Mass Index,Artery Tibia,POLL,ENSG00000166169.16,protein-coding,Summary-MultiXcan(S-MultiXcan),-,2.27E-06,TWASP000056
Body Mass Index,Body Mass Index,Adrenal Gland,BID,ENSG00000015475.18,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.27E-06,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,RALY,ENSG00000125970.11,protein-coding,MultiXcan,-,2.27E-06,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,GLDN,ENSG00000186417.13,protein-coding,MultiXcan,-,2.27E-08,TWASP000056
Body Mass Index,Body Mass Index,Nerve Tibial,LTBP3,ENSG00000168056.15,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.27E-08,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,PIK3C3,ENSG00000078142.12,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.27E-10,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,RP11-1079K10.4,ENSG00000250186.3,antisense,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.27E-10,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,SYT17,ENSG00000103528.16,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.27E-11,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,LA16c-306E5.3,ENSG00000263212.2,processed_transcript,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.28E-06,TWASP000165
Body Mass Index,Body Mass Index,Whole Blood,RP11-589N15.2,ENSG00000269899.1,sense_intronic,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.28E-06,TWASP000141
Body Mass Index,Body Mass Index,Thyroid,MYLPF,ENSG00000180209.11,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.28E-06,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,KCNA7,ENSG00000104848.1,protein-coding,MultiXcan,-,2.28E-06,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,HDGF,ENSG00000143321.18,protein-coding,MultiXcan,-,2.28E-06,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,HNRNPA0,ENSG00000177733.6,protein-coding,MultiXcan,-,2.28E-06,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,NRBF2,ENSG00000148572.15,protein-coding,MultiXcan,-,2.28E-08,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,MAD1L1,ENSG00000002822.15,protein-coding,MultiXcan,-,2.28E-11,TWASP000056
Body Mass Index,Body Mass Index,Pancreas,CDK5RAP3,ENSG00000108465.14,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.28E-11,TWASP000141
Body Mass Index,Body Mass Index,Spleen,RP11-78I14.1,ENSG00000273090.1,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.29E-05,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,JUND,ENSG00000130522.5,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.29E-06,TWASP000165
Body Mass Index,Body Mass Index,Testis,SEMA7A,ENSG00000138623.9,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.29E-06,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,CYP2D7,ENSG00000205702.10,polymorphic_pseudogene,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.29E-07,TWASP000165
Body Mass Index,Body Mass Index,Brain Cortex,APMAP,ENSG00000101474.11,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.29E-07,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,LGR4,ENSG00000205213.13,protein-coding,MultiXcan,-,2.29E-07,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,ATP6V0A1,ENSG00000033627.16,protein-coding,MultiXcan,-,2.29E-10,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,CYB561D1,ENSG00000174151.14,protein-coding,MultiXcan,-,2.29E-13,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,RP11-753N8.1,ENSG00000258183.5,lincRNA,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.30E-05,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,NCAPD3,ENSG00000151503.12,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.30E-06,TWASP000165
Body Mass Index,Body Mass Index,Putamen Basal Ganglia,GLT8D1,ENSG00000016864.18,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.30E-06,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,CTC1,ENSG00000178971.13,protein-coding,MultiXcan,-,2.30E-06,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,HCN4,ENSG00000138622.3,protein-coding,UTMOST,-,2.30E-06,TWASP000100
Body Mass Index,Body Mass Index,Cross-tissue,ARHGEF7,ENSG00000102606.17,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.30E-08,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,CIB2,ENSG00000136425.12,protein-coding,MultiXcan,-,2.30E-08,TWASP000056
Body Mass Index,Body Mass Index,Adrenal Gland,MTIF3,ENSG00000122033.14,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.30E-08,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,MUC21,ENSG00000204544.5,protein-coding,MultiXcan,-,2.30E-11,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,SERPINC1,ENSG00000117601.13,protein-coding,MultiXcan,-,2.30E-13,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,RP11-73M7.1,ENSG00000229167.1,antisense,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.31E-05,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,PLEKHA4,ENSG00000105559.11,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.31E-06,TWASP000165
Body Mass Index,Body Mass Index,Brain Hippocampus,RESP18,ENSG00000182698.11,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.31E-06,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,APOBEC3C,ENSG00000244509.3,protein-coding,MultiXcan,-,2.31E-06,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,FANCD2OS,ENSG00000163705.12,protein-coding,MultiXcan,-,2.31E-06,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,FDX1P1,ENSG00000181741.7,processed_pseudogene,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.31E-06,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,POFUT2,ENSG00000186866.16,protein-coding,MultiXcan,-,2.31E-09,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,P2RX4,ENSG00000135124.14,protein-coding,MultiXcan,-,2.31E-10,TWASP000056
Body Mass Index,Body Mass Index,Anterior Cingulate Cortex,RP11-110I1.14,ENSG00000271751.1,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.31E-10,TWASP000141
Body Mass Index,Body Mass Index,Artery Tibia,PPP1R3B,ENSG00000173281.4,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.31E-11,TWASP000141
Body Mass Index,Body Mass Index,Pancreas,SH2B1,ENSG00000178188.14,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.31E-19,TWASP000141
Body Mass Index,Body Mass Index,Nerve Tibial,GAL3ST3,ENSG00000175229.6,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.32E-05,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,SLF2,ENSG00000119906.11,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.32E-05,TWASP000165
Body Mass Index,Body Mass Index,Nerve Tibial,HELZ2,ENSG00000130589.16,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.32E-05,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,ATG4C,ENSG00000125703.14,protein-coding,MultiXcan,-,2.32E-06,TWASP000056
Body Mass Index,Body Mass Index,Skin Sun Exposed,ADAM15,ENSG00000143537.13,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.32E-07,TWASP000141
Body Mass Index,Body Mass Index,Esophagus Muscularis,IMPDH1P8,ENSG00000224728.1,processed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.32E-07,TWASP000141
Body Mass Index,Body Mass Index,Muscle Skeletal,CALCOCO2,ENSG00000136436.14,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.32E-08,TWASP000141
Body Mass Index,Body Mass Index,Brain Frontal Cortex,ANKS1A,ENSG00000064999.13,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.32E-10,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,MTCH2,ENSG00000109919.9,protein-coding,UTMOST,-,2.32E-11,TWASP000100
Body Mass Index,Body Mass Index,Cross-tissue,FTH1P20,ENSG00000226564.1,processed_pseudogene,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.32E-13,TWASP000165
Body Mass Index,Body Mass Index,Testis,RP11-23D5.1,ENSG00000230365.1,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.33E-05,TWASP000141
Body Mass Index,Body Mass Index,Brain Frontal Cortex,NOL12,ENSG00000273899.4,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.33E-05,TWASP000141
Body Mass Index,Body Mass Index,Brain Caudate Basal Ganglia,ADORA2B,ENSG00000170425.3,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.33E-06,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,ZNF507,ENSG00000168813.16,protein-coding,MultiXcan,-,2.33E-06,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,GBF1,ENSG00000107862.4,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.33E-07,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,PDLIM5,ENSG00000163110.14,protein-coding,MultiXcan,-,2.33E-07,TWASP000056
Body Mass Index,Body Mass Index,Nerve Tibial,NPC1,ENSG00000141458.12,protein-coding,Summary-MultiXcan(S-MultiXcan),-,2.33E-07,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,JAKMIP3,ENSG00000188385.11,protein-coding,MultiXcan,-,2.33E-08,TWASP000056
Body Mass Index,Body Mass Index,Nerve Tibial,AC002550.6,ENSG00000276571.1,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.33E-08,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,PRIM1,ENSG00000198056.13,protein-coding,MultiXcan,-,2.33E-08,TWASP000056
Body Mass Index,Body Mass Index,Adipose,CDC37P1,ENSG00000259982.1,processed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.33E-10,TWASP000141
Body Mass Index,Body Mass Index,Nucleus Accumbens Basal Ganglia,RC3H1,ENSG00000135870.11,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.33E-10,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,ANKDD1B,ENSG00000189045.13,protein-coding,UTMOST,-,2.33E-11,TWASP000100
Body Mass Index,Body Mass Index,Cross-tissue,CENPO,ENSG00000138092.10,protein-coding,UTMOST,-,2.33E-11,TWASP000100
Body Mass Index,Body Mass Index,Cross-tissue,PDE4C,ENSG00000105650.21,protein-coding,MultiXcan,-,2.33E-15,TWASP000056
Body Mass Index,Body Mass Index,Brain Frontal Cortex,ALG1L11P,ENSG00000249889.1,unprocessed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.33E-15,TWASP000141
Body Mass Index,Body Mass Index,Skin Not Sun Exposed,NR1H3,ENSG00000025434.18,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.33E-15,TWASP000141
Body Mass Index,Body Mass Index,Stomach,CDC37P1,ENSG00000259982.1,processed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.33E-28,TWASP000141
Body Mass Index,Body Mass Index,Brain Cerebellar Hemisphere,TMEM120B,ENSG00000188735.12,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.34E-05,TWASP000141
Body Mass Index,Body Mass Index,Fibroblasts,RP11-28H5.2,ENSG00000271983.1,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.34E-06,TWASP000141
Body Mass Index,Body Mass Index,Skin Not Sun Exposed,KCNK3,ENSG00000171303.6,protein-coding,Summary-MultiXcan(S-MultiXcan),-,2.34E-06,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,CHRNB1,ENSG00000170175.10,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.34E-07,TWASP000165
Body Mass Index,Body Mass Index,Adipose,SIGLEC9,ENSG00000129450.8,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.34E-08,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,RP11-178F10.2,ENSG00000264695.1,lincRNA,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.34E-08,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,FUS,ENSG00000089280.18,protein-coding,MultiXcan,-,2.34E-09,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,LAT,ENSG00000213658.11,protein-coding,UTMOST,-,2.34E-11,TWASP000100
Body Mass Index,Body Mass Index,Cross-tissue,PRSS53,ENSG00000151006.7,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.34E-19,TWASP000165
Body Mass Index,Body Mass Index,Pancreas,ISCA1,ENSG00000135070.14,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.35E-05,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,RP11-429D19.1,ENSG00000259771.1,sense_intronic,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.35E-05,TWASP000165
Body Mass Index,Body Mass Index,Lung,BTN2A3P,ENSG00000124549.14,transcribed_unprocessed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.35E-05,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,LINC00677,ENSG00000259717.1,lincRNA,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.35E-05,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,ZNF48,ENSG00000180035.12,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.35E-06,TWASP000165
Body Mass Index,Body Mass Index,Aortic Artery,CAMKK2,ENSG00000110931.18,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.35E-06,TWASP000141
Body Mass Index,Body Mass Index,Breast Mammary Tissue,SLC6A4,ENSG00000108576.9,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.35E-06,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,HNRNPA1P16,ENSG00000262333.1,processed_pseudogene,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.35E-07,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,ACYP2,ENSG00000170634.12,protein-coding,MultiXcan,-,2.35E-07,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,HARBI1,ENSG00000180423.4,protein-coding,UTMOST,-,2.35E-07,TWASP000100
Body Mass Index,Body Mass Index,Cross-tissue,KLHL32,ENSG00000186231.16,protein-coding,MultiXcan,-,2.35E-09,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,VPS29,ENSG00000111237.18,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.35E-09,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,DHX36,ENSG00000174953.13,protein-coding,MultiXcan,-,2.35E-10,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,LRRC53,ENSG00000162621.6,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.35E-10,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,MARS2,ENSG00000247626.4,protein-coding,MultiXcan,-,2.35E-10,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,FOSB,ENSG00000125740.13,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.35E-13,TWASP000165
Body Mass Index,Body Mass Index,Esophagus Muscularis,EIF3CL,ENSG00000205609.12,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.35E-30,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,RP11-498C9.2,ENSG00000262831.1,antisense,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.36E-05,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,NT5DC2,ENSG00000168268.10,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.36E-05,TWASP000165
Body Mass Index,Body Mass Index,Esophagus Mucosa,PDS5B,ENSG00000083642.18,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.36E-05,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,U73166.2,ENSG00000230454.1,lincRNA,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.36E-05,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,RP11-1167A19.2,ENSG00000255038.1,antisense,MultiXcan,-,2.36E-06,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,ASCC3,ENSG00000112249.13,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.36E-06,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,VSIG10L,ENSG00000186806.5,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.36E-06,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,MIR3667HG,ENSG00000188511,ncRNA,MultiXcan,-,2.36E-06,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,SCUBE3,ENSG00000146197.8,protein-coding,MultiXcan,-,2.36E-07,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,TBXA2R,ENSG00000006638.11,protein-coding,MultiXcan,-,2.36E-07,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,USP4,ENSG00000114316.12,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.36E-07,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,SLX9,ENSG00000160256,protein-coding,MultiXcan,-,2.36E-08,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,POC1B,ENSG00000139323.13,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.36E-08,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,ATXN2,ENSG00000204842.14,protein-coding,MultiXcan,-,2.36E-09,TWASP000056
Body Mass Index,Body Mass Index,Testis,RP11-603J24.21,ENSG00000273890.1,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.36E-10,TWASP000141
Body Mass Index,Body Mass Index,Vagina,SULT1A2,ENSG00000197165.10,protein-coding,Summary-MultiXcan(S-MultiXcan),-,2.36E-11,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,SLC7A13,ENSG00000164893.8,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.37E-05,TWASP000165
Body Mass Index,Body Mass Index,Fibroblasts,FAM43A,ENSG00000185112.5,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.37E-05,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,MDK,ENSG00000110492.15,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.37E-05,TWASP000165
Body Mass Index,Body Mass Index,Pancreas,RP13-516M14.2,ENSG00000264548.1,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.37E-05,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,PCCB,ENSG00000114054.13,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.37E-05,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,BMERB1,ENSG00000166780,protein-coding,MultiXcan,-,2.37E-06,TWASP000056
Body Mass Index,Body Mass Index,Testis,C2-AS1,ENSG00000281756.1,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.37E-07,TWASP000141
Body Mass Index,Body Mass Index,Fibroblasts,RPL22L1,ENSG00000163584.17,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.37E-07,TWASP000141
Body Mass Index,Body Mass Index,Aortic Artery,RAD54B,ENSG00000197275.13,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.37E-07,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,RTN2,ENSG00000125744.11,protein-coding,MultiXcan,-,2.37E-10,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,DNAJB4,ENSG00000162616.8,protein-coding,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.37E-10,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,C6orf47,ENSG00000204439.3,protein-coding,MultiXcan,-,2.37E-11,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,ZFHX4,ENSG00000091656.15,protein-coding,UTMOST,-,2.37E-12,TWASP000100
Body Mass Index,Body Mass Index,Cross-tissue,RHOBTB1,ENSG00000072422.16,protein-coding,MultiXcan,-,2.38E-06,TWASP000056
Body Mass Index,Body Mass Index,Testis,AC023271.1,ENSG00000228513.1,processed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.38E-06,TWASP000141
Body Mass Index,Body Mass Index,Cross-tissue,BTN2A1,ENSG00000112763.15,protein-coding,MultiXcan,-,2.38E-07,TWASP000056
Body Mass Index,Body Mass Index,Pancreas,MIB2,ENSG00000197530.12,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.38E-07,TWASP000141
Body Mass Index,Body Mass Index,Uterus,NPIPB11,ENSG00000254206.5,protein-coding,Summary-MultiXcan(S-MultiXcan),-,2.38E-08,TWASP000056
Body Mass Index,Body Mass Index,Cross-tissue,AMBRA1,ENSG00000110497.14,protein-coding,UTMOST,-,2.38E-09,TWASP000100
Body Mass Index,Body Mass Index,Cross-tissue,AC068499.10,ENSG00000268650.3,antisense,Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS),-,2.38E-10,TWASP000165
Body Mass Index,Body Mass Index,Cross-tissue,CLN3,ENSG00000188603.18,protein-coding,UTMOST,-,2.38E-11,TWASP000100
