Reported Trait,Mapped Trait,Tissues,Gene Symbol,Ensembl ID,Gene Type,Method/Software,Effect Size,P-value,Publication
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Fibroblasts,IDNK,ENSG00000148057.15,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,6.41E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Muscularis,ANTXR2,ENSG00000163297.16,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,6.45E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Testis,RP11-22P4.2,ENSG00000254606.1,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,6.45E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,RASGRP4,ENSG00000171777.15,protein-coding,FUSION,-,6.62E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Liver,HP,ENSG00000257017.8,protein-coding,-,-,6.81E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cortex,RNF4,ENSG00000063978.15,protein-coding,-,-,6.89E-43,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Liver,EVA1B,ENSG00000142694.6,protein-coding,-,-,7.02E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cortex,LIX1L,ENSG00000271601.3,protein-coding,-,-,7.10E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Frontal Cortex,RPL8,ENSG00000161016.17,protein-coding,-,-,7.11E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Muscle Skeletal,ZNF131,ENSG00000172262.11,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,7.18E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Caudate Basal Ganglia,RP11-163O19.1,ENSG00000254714.1,unprocessed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,7.19E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Thyroid,UBE2D3,ENSG00000109332.19,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,7.26E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Muscularis,NDST2,ENSG00000166507.17,protein-coding,-,-,7.28E-54,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Muscularis,ALOX15B,ENSG00000179593.15,protein-coding,-,-,7.37E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellar Hemisphere,ALDH1L1-AS1,ENSG00000250218.1,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,7.59E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Lung,RP11-554A11.4,ENSG00000261625.1,sense_overlapping,Probabilistic Transcriptome-Wide Association(PTWAS),-,7.65E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Small Intestine-Terminal Ileum,FOXH1,ENSG00000160973.7,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,7.81E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Caudate Basal Ganglia,RAB5A,ENSG00000144566.10,protein-coding,-,-,7.81E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Colon Transverse,MIA,ENSG00000261857.6,protein-coding,-,-,7.84E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Pituitary,GATD1,ENSG00000177225,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,7.98E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Hypothalamus,CDC27,ENSG00000004897.11,protein-coding,-,-,8.03E-20,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Lymphocyte Cell,KDM4A,ENSG00000066135.12,protein-coding,-,-,8.18E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,FMNL3,ENSG00000161791.13,protein-coding,FUSION,-,8.31E-04,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cortex,KDM4A,ENSG00000066135.12,protein-coding,-,-,8.36E-15,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Pancreas,C1RL,ENSG00000139178.10,protein-coding,-,-,8.55E-13,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,BLOC1S2,ENSG00000196072.11,protein-coding,FUSION,-,8.59E-04,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,CCDC138,ENSG00000163006.11,protein-coding,FUSION,-,8.70E-04,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Colon Transverse,ARID5B,ENSG00000150347.14,protein-coding,-,-,8.70E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Sigmoid Colon,TIE1,ENSG00000066056.13,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,8.97E-08,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Lymphocyte Cell,RECQL4,ENSG00000160957.12,protein-coding,-,-,9.01E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Gastroesophageal,EVA1B,ENSG00000142694.6,protein-coding,-,-,9.06E-10,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Muscle Skeletal,CISD2,ENSG00000145354.9,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,9.23E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Small Intestine,MFSD3,ENSG00000167700.8,protein-coding,-,-,9.26E-09,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Fibroblasts,ENPP7P4,ENSG00000241278.1,unprocessed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,9.35E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cortex,ANXA7,ENSG00000138279.15,protein-coding,-,-,9.43E-26,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Testis,GTF2IP3,ENSG00000187721.8,unprocessed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,9.50E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellar Hemisphere,RPLP2,ENSG00000177600.8,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,9.51E-06,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Frontal Cortex,FAM83H,ENSG00000180921.6,protein-coding,-,-,9.61E-29,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Small Intestine-Terminal Ileum,DPH2,ENSG00000132768.13,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,9.75E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Thyroid,CSNK1G2-AS1,ENSG00000180846.8,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,9.76E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Adipose,RP11-347H15.5,ENSG00000255042.3,transcribed_unprocessed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,9.78E-06,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Putamen Basal Ganglia,ZNF250,ENSG00000196150.13,protein-coding,-,-,9.80E-10,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Monocyte,ACP4,ENSG00000142513,protein-coding,-,-,1.87E-238,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Gastroesophageal,PEX10,ENSG00000157911.9,protein-coding,-,-,2.34E-104,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Caudate Basal Ganglia,SH3BP2,ENSG00000087266.15,protein-coding,-,-,9.78E-210,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TGFA,ENSG00000163235.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,THAP10,ENSG00000129028.8,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,ADAD2,ENSG00000140955.10,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TICAM1,ENSG00000127666.9,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,ADAMTS19,ENSG00000145808.9,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,TLR4,ENSG00000136869.13,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,ADCY3,ENSG00000138031.14,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,TM2D2,ENSG00000169490.16,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,TMCC2,ENSG00000133069.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,TMCC2,ENSG00000133069.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TMCC2,ENSG00000133069.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,TMCC3,ENSG00000057704.12,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,AKIRIN2,ENSG00000135334.8,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,AKTIP,ENSG00000166971.16,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TMEM129,ENSG00000168936.10,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TMEM132C,ENSG00000181234.9,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,TMEM184B,ENSG00000198792.12,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TMEM50A,ENSG00000183726.10,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,TMEM9,ENSG00000116857.16,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,TMEM9,ENSG00000116857.16,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,TMTC1,ENSG00000133687.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,TNFRSF9,ENSG00000049249.8,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,TNFSF8,ENSG00000106952.7,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,TOPORS,ENSG00000197579.7,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,TOX4,ENSG00000092203.13,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TPBG,ENSG00000146242.8,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TPK1,ENSG00000196511.14,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,TPM3,ENSG00000143549.19,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TPTE2P1,ENSG00000253771.5,transcribed_unprocessed_pseudogene,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TRABD,ENSG00000170638.9,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,TRIM4,ENSG00000146833.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,TRIM4,ENSG00000146833.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,TRIM66,ENSG00000166436.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TRIM66,ENSG00000166436.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TRIOBP,ENSG00000100106.19,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,TRIOBP,ENSG00000100106.19,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,MKX,ENSG00000150051.13,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TSPAN15,ENSG00000099282.9,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,BACE2,ENSG00000182240.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,BAG4,ENSG00000156735.10,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,BCDIN3D,ENSG00000186666.5,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TTC21A,ENSG00000168026.18,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TXNL4B,ENSG00000140830.8,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,BID,ENSG00000015475.18,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,MRPL34,ENSG00000130312.6,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,UBASH3B,ENSG00000154127.9,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,BLOC1S2,ENSG00000196072.11,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,BLOC1S2,ENSG00000196072.11,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,BLOC1S2,ENSG00000196072.11,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,BLZF1,ENSG00000117475.13,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,UGT2B11,ENSG00000213759.9,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,UHRF1BP1,ENSG00000065060.16,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,BRK1,ENSG00000254999.3,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,BRWD1,ENSG00000185658.13,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,USP15,ENSG00000135655.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,BTBD2,ENSG00000133243.8,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,MZF1,ENSG00000099326.8,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,VAMP3,ENSG00000049245.12,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,VAMP8,ENSG00000118640.10,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,VAPA,ENSG00000101558.13,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,VAPA,ENSG00000101558.13,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,NAPRT,ENSG00000147813.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,VIM,ENSG00000026025.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,VIM,ENSG00000026025.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,NBR1,ENSG00000188554.13,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,VPS26A,ENSG00000122958.14,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,VSIG10,ENSG00000176834.13,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,VWA5A,ENSG00000110002.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,WARS2,ENSG00000116874.11,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,WDR48,ENSG00000114742.13,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,WDR86,ENSG00000187260.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,WFIKKN1,ENSG00000127578.6,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,CCNT2,ENSG00000082258.12,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,XAF1,ENSG00000132530.16,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,XAF1,ENSG00000132530.16,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,YBEY,ENSG00000182362.13,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,NEMP2,ENSG00000189362.11,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,NEO1,ENSG00000067141.16,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,YWHAB,ENSG00000166913.12,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,ZBTB20,ENSG00000181722.16,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,ZBTB43,ENSG00000169155.9,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,ZC3H8,ENSG00000144161.12,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,CD40,ENSG00000101017.13,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,ZDHHC5,ENSG00000156599.10,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,ZFAND3,ENSG00000156639.11,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,CD7,ENSG00000173762.7,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,ZFP82,ENSG00000181007.8,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,ZMAT4,ENSG00000165061.14,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,ZMIZ1,ENSG00000108175.16,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,CDH23,ENSG00000107736.19,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,CDHR5,ENSG00000099834.18,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,ZNF260,ENSG00000254004.6,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,ZNF34,ENSG00000196378.11,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,ZNF543,ENSG00000178229.7,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,ZNF551,ENSG00000204519.10,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,ZNF559,ENSG00000188321.13,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,ZNF593,ENSG00000142684.8,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,ZNF593,ENSG00000142684.8,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,ZNF622,ENSG00000173545.4,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,CHMP4B,ENSG00000101421.3,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,CHN2,ENSG00000106069.21,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,ZNF763,ENSG00000197054.11,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,CHRNB1,ENSG00000170175.10,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,ZNF813,ENSG00000198346.10,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,CHST9,ENSG00000154080.13,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,CINP,ENSG00000100865.14,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,ZSWIM5,ENSG00000162415.6,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,LRRC38,ENSG00000162494.5,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,CLDN5,ENSG00000184113.9,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,CLHC1,ENSG00000162994.15,protein-coding,FUSION,-,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,CNTN4,ENSG00000144619.14,protein-coding,FUSION,-,-,TWASP000136
