gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_B1	V12D07-075_D1	V12Y31-080_A1	meanrank
ENSG00000174460	ZCCHC12	36	42	34	45	30	35	29	26	34.625
ENSG00000174469	CNTNAP2	1279	1768	1492	1872	1406	NA	920	1138	1410.71428571429
ENSG00000174483	BBS1	3267	5133	2677	5537	NA	NA	NA	NA	4153.5
ENSG00000174514	MFSD4A	1327	1933	1830	1614	1141	NA	NA	2383	1704.66666666667
ENSG00000174516	PELI3	NA	NA	NA	4226	NA	NA	NA	NA	4226
ENSG00000174521	TTC9B	486	314	354	299	533	1052	556	566	520
ENSG00000174547	MRPL11	NA	NA	6109	NA	NA	NA	NA	NA	6109
ENSG00000174574	AKIRIN1	1974	1187	1767	2072	1848	NA	1446	620	1559.14285714286
ENSG00000174606	ANGEL2	NA	NA	5429	NA	NA	NA	NA	NA	5429
ENSG00000174607	UGT8	434	NA	877	NA	141	NA	169	NA	405.25
ENSG00000174628	IQCK	4776	3992	3825	3474	NA	NA	NA	NA	4016.75
ENSG00000174672	BRSK2	3601	3014	3754	1904	NA	NA	3663	NA	3187.2
ENSG00000174684	B4GAT1	124	117	106	106	123	141	119	239	134.375
ENSG00000174695	TMEM167A	4780	3672	4476	5835	2887	NA	4142	2555	4049.57142857143
ENSG00000174720	LARP7	3120	5311	4754	5260	1267	NA	1297	2448	3351
ENSG00000174738	NR1D2	5412	5187	5134	3852	NA	NA	3960	NA	4709
ENSG00000174748	RPL15	1378	792	1164	1355	678	NA	1161	631	1022.71428571429
ENSG00000174775	HRAS	1411	1686	1292	1658	1736	NA	932	507	1317.42857142857
ENSG00000174780	SRP72	4548	2722	4498	2781	3329	976	2459	3146	3057.375
ENSG00000174840	PDE12	NA	NA	6431	NA	NA	NA	NA	3444	4937.5
ENSG00000174851	YIF1A	5349	3130	5290	4829	NA	NA	NA	NA	4649.5
ENSG00000174871	CNIH2	238	428	225	325	564	526	264	310	360
ENSG00000174886	NDUFA11	1138	1069	1116	1226	1048	NA	923	743	1037.57142857143
ENSG00000174891	RSRC1	NA	NA	6711	NA	NA	NA	NA	3627	5169
ENSG00000174903	RAB1B	5052	5491	4121	5171	NA	NA	NA	NA	4958.75
ENSG00000174917	MICOS13	2112	2702	1706	2459	1987	NA	1538	1796	2042.85714285714
ENSG00000174938	SEZ6L2	161	213	144	188	294	554	180	325	257.375
ENSG00000174939	ASPHD1	3830	2865	5293	2507	NA	NA	NA	NA	3623.75
ENSG00000174943	KCTD13	NA	NA	4799	5327	NA	NA	NA	NA	5063
ENSG00000174948	GPR149	NA	1989	NA	NA	NA	NA	NA	NA	1989
ENSG00000174953	DHX36	4759	3823	3300	3775	NA	NA	4080	3210	3824.5
ENSG00000174963	ZIC4	NA	NA	NA	698	NA	NA	NA	NA	698
ENSG00000174996	KLC2	1476	2346	1583	1990	3045	NA	1553	2914	2129.57142857143
ENSG00000175029	CTBP2	3263	4910	3601	5342	2382	NA	4700	NA	4033
ENSG00000175040	CHST2	3764	843	3376	828	1974	302	1963	1978	1878.5
ENSG00000175048	ZDHHC14	5452	4804	NA	5144	2187	NA	NA	NA	4396.75
ENSG00000175054	ATR	NA	NA	NA	5803	NA	NA	NA	NA	5803
ENSG00000175061	SNHG29	1730	1369	1556	1689	1798	NA	2251	2231	1803.42857142857
ENSG00000175073	VCPIP1	4020	NA	4937	NA	NA	NA	NA	NA	4478.5
ENSG00000175110	MRPS22	4905	NA	4739	NA	NA	NA	NA	NA	4822
ENSG00000175115	PACS1	NA	5115	5778	5663	NA	NA	NA	NA	5518.66666666667
ENSG00000175130	MARCKSL1	472	1070	588	996	219	NA	320	839	643.428571428571
ENSG00000175155	YPEL2	NA	NA	NA	5926	NA	NA	4781	NA	5353.5
ENSG00000175161	CADM2	2424	2713	2300	2680	1186	590	2978	3401	2284
ENSG00000175166	PSMD2	1939	2549	1682	1924	2128	NA	1796	2671	2098.42857142857
ENSG00000175175	PPM1E	2389	2636	3049	4311	NA	NA	3133	NA	3103.6
ENSG00000175182	FAM131A	1256	1643	1141	1268	1571	NA	1201	1327	1343.85714285714
ENSG00000175183	CSRP2	589	334	832	221	NA	NA	3062	NA	1007.6
ENSG00000175193	PARL	5182	4848	5272	NA	NA	NA	3832	3493	4525.4
ENSG00000175197	DDIT3	4663	2093	2979	3847	1472	467	2328	626	2309.375
ENSG00000175203	DCTN2	3306	2574	2850	4170	3432	NA	1531	1645	2786.85714285714
ENSG00000175216	CKAP5	3970	3458	4586	3795	3293	NA	4131	NA	3872.16666666667
ENSG00000175220	ARHGAP1	5312	5588	4709	5668	2670	NA	NA	2334	4380.16666666667
ENSG00000175221	MED16	5648	NA	4070	6075	NA	NA	NA	NA	5264.33333333333
ENSG00000175224	ATG13	4111	4181	3824	3549	NA	NA	3891	NA	3911.2
ENSG00000175264	CHST1	825	1288	724	962	832	NA	1192	1038	980.142857142857
ENSG00000175265	GOLGA8A	4637	1379	3251	708	NA	NA	2198	1279	2242
ENSG00000175267	VWA3A	NA	NA	673	NA	NA	NA	NA	NA	673
ENSG00000175274	TP53I11	2865	3485	4122	2016	NA	731	3532	NA	2791.83333333333
ENSG00000175287	PHYHD1	3755	NA	3483	NA	NA	NA	NA	NA	3619
ENSG00000175324	LSM1	4441	5247	3760	5254	NA	NA	2820	2132	3942.33333333333
ENSG00000175334	BANF1	2708	5193	3966	3139	NA	NA	2177	2548	3288.5
ENSG00000175348	TMEM9B	4816	NA	5807	4883	3473	NA	4822	NA	4760.2
ENSG00000175352	NRIP3	NA	2614	2006	1850	1348	NA	2682	2284	2130.66666666667
ENSG00000175387	SMAD2	4955	NA	5982	6017	3537	NA	NA	NA	5122.75
ENSG00000175390	EIF3F	3299	3380	5480	3676	NA	NA	3973	NA	3961.6
ENSG00000175395	ZNF25	1382	1041	1536	1212	1816	490	885	2426	1348.5
ENSG00000175414	ARL10	NA	5370	3957	3634	NA	NA	NA	2678	3909.75
ENSG00000175416	CLTB	1049	1359	1175	1460	956	NA	929	1230	1165.42857142857
ENSG00000175426	PCSK1	118	166	224	212	134	14	53	193	139.25
ENSG00000175445	LPL	NA	592	NA	660	NA	NA	NA	379	543.666666666667
ENSG00000175470	PPP2R2D	NA	5380	5643	5333	NA	NA	4118	NA	5118.5
ENSG00000175471	MCTP1	3178	NA	3148	NA	NA	NA	1718	NA	2681.33333333333
ENSG00000175482	POLD4	5025	5270	NA	4964	NA	NA	3899	1505	4132.6
ENSG00000175497	DPP10	2876	2668	4345	1899	1926	NA	4054	2200	2852.57142857143
ENSG00000175550	DRAP1	2889	1845	2431	3000	3229	NA	2093	1720	2458.14285714286
ENSG00000175573	C11orf68	5415	4830	5633	4495	NA	NA	NA	NA	5093.25
ENSG00000175581	MRPL48	NA	NA	6387	6203	NA	NA	NA	NA	6295
ENSG00000175582	RAB6A	1205	1620	1208	1453	1460	817	1006	1700	1308.625
ENSG00000175602	CCDC85B	1463	2687	1457	1603	1414	NA	3352	2790	2109.42857142857
ENSG00000175606	TMEM70	2323	1760	2796	2155	2052	851	1788	3624	2168.625
ENSG00000175662	TOM1L2	2677	3515	2505	4711	3144	NA	3526	NA	3346.33333333333
ENSG00000175664	TEX26	770	740	915	1027	NA	757	NA	NA	841.8
ENSG00000175701	MTLN	1767	3090	2546	3455	2619	NA	1356	1182	2287.85714285714
ENSG00000175745	NR2F1	3334	1703	4223	1470	1726	NA	2738	811	2286.42857142857
ENSG00000175756	AURKAIP1	3218	4768	3779	5518	2455	NA	2572	NA	3718.33333333333
ENSG00000175768	TOMM5	1353	1454	1563	2728	3065	NA	1921	583	1809.57142857143
ENSG00000175792	RUVBL1	2577	NA	2689	5484	NA	NA	NA	NA	3583.33333333333
ENSG00000175793	SFN	NA	NA	NA	NA	337	NA	NA	NA	337
ENSG00000175806	MSRA	5712	NA	NA	NA	NA	NA	NA	NA	5712
ENSG00000175826	CTDNEP1	3839	5647	5331	NA	NA	1046	NA	NA	3965.75
ENSG00000175854	SWI5	4899	4937	6855	4552	NA	NA	NA	NA	5310.75
ENSG00000175866	BAIAP2	1367	2309	2297	1544	1266	919	1106	606	1426.75
ENSG00000175868	CALCB	321	265	464	377	673	NA	823	NA	487.166666666667
ENSG00000175874	CREG2	1284	1494	1613	1266	940	644	1521	2736	1437.25
ENSG00000175893	ZDHHC21	3623	NA	4317	4007	3316	NA	3274	NA	3707.4
ENSG00000175899	A2M	1821	170	1408	275	1142	187	311	1946	907.5
ENSG00000175928	LRRN1	NA	NA	4342	NA	NA	NA	NA	NA	4342
ENSG00000175931	UBE2O	3559	3472	4897	3447	NA	NA	2648	NA	3604.6
ENSG00000175938	ORAI3	NA	NA	5708	NA	NA	NA	NA	NA	5708
ENSG00000175970	UNC119B	1641	4094	1428	5233	NA	NA	2238	NA	2926.8
ENSG00000176022	B3GALT6	3921	3906	3777	3630	NA	NA	3491	2924	3608.16666666667
ENSG00000176046	NUPR1	796	393	1142	488	1420	660	1458	1414	971.375
ENSG00000176049	JAKMIP2	NA	5698	NA	5141	NA	NA	NA	2365	4401.33333333333
ENSG00000176055	MBLAC2	NA	3542	5689	3609	NA	NA	4171	NA	4252.75
ENSG00000176095	IP6K1	2713	3386	2362	4076	2985	NA	3081	NA	3100.5
ENSG00000176101	SSNA1	5665	NA	NA	6169	NA	NA	4855	NA	5563
ENSG00000176102	CSTF3	2857	2945	2259	3098	NA	NA	2608	1509	2546
ENSG00000176165	FOXG1	NA	165	NA	103	NA	NA	NA	NA	134
ENSG00000176171	BNIP3	2639	2575	3424	2971	1713	NA	2965	3340	2803.85714285714
ENSG00000176209	SMIM19	4019	NA	5554	5212	NA	NA	3578	3040	4280.6
ENSG00000176244	ACBD7	4744	3807	2277	3833	2325	NA	4681	2171	3405.42857142857
ENSG00000176261	ZBTB8OS	2877	2938	2448	3648	NA	NA	3018	1271	2700
ENSG00000176340	COX8A	811	964	575	1062	725	396	1576	679	848.5
ENSG00000176381	PRR18	NA	NA	NA	NA	202	NA	NA	NA	202
ENSG00000176386	CDC26	5276	NA	6672	6138	NA	NA	NA	NA	6028.66666666667
ENSG00000176396	EID2	2498	3172	2169	3884	2910	NA	2896	2617	2878
ENSG00000176401	EID2B	2532	2058	2449	2618	3181	NA	1787	1210	2262.14285714286
ENSG00000176406	RIMS2	2380	3118	2278	2402	1436	1011	1424	NA	2007
ENSG00000176407	KCMF1	3715	NA	5412	NA	2490	NA	4018	NA	3908.75
ENSG00000176410	DNAJC30	2978	4534	3618	4739	NA	NA	2726	NA	3719
ENSG00000176454	LPCAT4	721	837	774	804	1163	NA	1436	2292	1146.71428571429
ENSG00000176485	PLAAT3	1404	1132	2545	1577	433	NA	463	3738	1613.14285714286
ENSG00000176490	DIRAS1	NA	2650	4132	3725	NA	NA	NA	NA	3502.33333333333
ENSG00000176533	GNG7	3930	5504	NA	4899	1081	NA	4407	NA	3964.2
ENSG00000176595	KBTBD11	5390	5205	6342	6080	NA	NA	NA	NA	5754.25
ENSG00000176601	MAP3K19	NA	NA	854	NA	NA	NA	NA	NA	854
ENSG00000176623	RMDN1	4676	5201	5903	NA	NA	NA	NA	3208	4747
ENSG00000176641	RNF152	NA	NA	NA	NA	2799	NA	NA	3500	3149.5
ENSG00000176720	BOK	4517	4692	6232	5777	NA	NA	2548	3593	4559.83333333333
ENSG00000176731	RBIS	1726	1640	1917	2697	3410	NA	1390	597	1911
ENSG00000176749	CDK5R1	299	414	432	444	438	842	467	931	533.375
ENSG00000176783	RUFY1	5488	NA	6000	NA	NA	NA	NA	NA	5744
ENSG00000176788	BASP1	60	111	50	89	69	73	58	95	75.625
ENSG00000176840	MIR7-3HG	248	124	294	203	1002	413	424	156	358
ENSG00000176853	FAM91A1	NA	NA	5044	4209	NA	NA	3858	1474	3646.25
ENSG00000176871	WSB2	4408	5082	5651	NA	NA	NA	3577	3465	4436.6
ENSG00000176884	GRIN1	242	409	190	222	474	858	409	500	413
ENSG00000176887	SOX11	NA	NA	NA	2701	NA	NA	1805	1519	2008.33333333333
ENSG00000176903	PNMA1	510	674	380	610	492	NA	405	799	552.857142857143
ENSG00000176915	ANKLE2	4602	5302	5316	5704	NA	NA	3381	NA	4861
ENSG00000176946	THAP4	4080	3747	3832	5870	NA	NA	NA	NA	4382.25
ENSG00000176956	LY6H	52	63	60	49	129	168	66	131	89.75
ENSG00000176971	FIBIN	NA	NA	4158	NA	NA	NA	NA	NA	4158
ENSG00000176978	DPP7	1447	1894	2506	2032	2834	NA	1891	892	1928
ENSG00000176986	SEC24C	5399	5200	5817	6040	NA	NA	NA	NA	5614
ENSG00000177030	DEAF1	3059	3012	1893	2170	2107	NA	3673	NA	2652.33333333333
ENSG00000177034	MTX3	NA	5734	NA	5478	NA	NA	NA	NA	5606
ENSG00000177105	RHOG	3878	NA	NA	NA	NA	NA	NA	NA	3878
ENSG00000177106	EPS8L2	NA	NA	NA	2296	NA	NA	NA	NA	2296
ENSG00000177108	ZDHHC22	2198	3269	2094	3459	NA	NA	NA	NA	2755
ENSG00000177119	ANO6	2485	NA	2064	453	NA	NA	NA	NA	1667.33333333333
ENSG00000177150	FAM210A	NA	NA	NA	NA	333	NA	NA	NA	333
ENSG00000177156	TALDO1	NA	5129	NA	6090	3187	NA	3928	NA	4583.5
ENSG00000177169	ULK1	NA	4711	3488	4529	NA	NA	3156	NA	3971
ENSG00000177182	CLVS1	NA	4295	3752	3613	NA	NA	NA	NA	3886.66666666667
ENSG00000177189	RPS6KA3	NA	NA	NA	4697	NA	NA	NA	1773	3235
ENSG00000177200	CHD9	4412	4992	4613	4378	NA	NA	NA	NA	4598.75
ENSG00000177225	GATD1	5097	3469	4645	5142	NA	NA	NA	NA	4588.25
ENSG00000177234	LINC01561	774	NA	1001	NA	NA	NA	624	NA	799.666666666667
ENSG00000177239	MAN1B1	4871	5548	5784	5027	NA	NA	3830	NA	5012
ENSG00000177301	KCNA2	NA	NA	3017	5856	1803	NA	2505	2579	3152
ENSG00000177303	CASKIN2	NA	NA	6172	NA	NA	NA	NA	NA	6172
ENSG00000177311	ZBTB38	NA	NA	NA	NA	2798	NA	4685	NA	3741.5
ENSG00000177337	DLGAP1-AS1	4096	NA	NA	NA	NA	NA	NA	NA	4096
ENSG00000177370	TIMM22	4787	3927	4402	3908	NA	NA	2801	3792	3936.16666666667
ENSG00000177380	PPFIA3	1600	3529	2239	1794	1748	NA	2534	3169	2373.28571428571
ENSG00000177383	MAGEF1	1683	1714	1505	2366	3158	NA	1361	1510	1899.57142857143
ENSG00000177410	ZFAS1	3469	1862	3803	3182	1567	NA	1687	2165	2533.57142857143
ENSG00000177432	NAP1L5	151	159	117	183	245	204	195	420	209.25
ENSG00000177463	NR2C2	4435	5555	5754	5615	NA	NA	NA	NA	5339.75
ENSG00000177469	CAVIN1	2933	NA	2417	NA	NA	NA	NA	NA	2675
ENSG00000177479	ARIH2	NA	4335	5932	NA	NA	NA	4179	NA	4815.33333333333
ENSG00000177485	ZBTB33	4011	5237	4066	5343	NA	NA	NA	NA	4664.25
ENSG00000177508	IRX3	NA	NA	3915	NA	NA	NA	NA	NA	3915
ENSG00000177511	ST8SIA3	962	1190	881	1291	732	1004	869	1216	1018.125
ENSG00000177519	RPRM	NA	NA	NA	1429	NA	NA	NA	NA	1429
ENSG00000177542	SLC25A22	1708	2077	1438	2414	1559	NA	1765	2749	1958.57142857143
ENSG00000177551	NHLH2	NA	575	2322	584	NA	238	928	1085	955.333333333333
ENSG00000177556	ATOX1	1155	1590	1604	1845	NA	NA	877	564	1272.5
ENSG00000177565	TBL1XR1	4446	4344	4740	5525	NA	NA	NA	NA	4763.75
ENSG00000177575	CD163	NA	NA	NA	NA	135	NA	NA	NA	135
ENSG00000177576	C18orf32	3252	2138	3938	2419	3203	NA	2423	582	2565
ENSG00000177600	RPLP2	1202	774	1732	1269	1253	NA	1249	1912	1341.57142857143
ENSG00000177606	JUN	237	1093	268	2148	119	NA	566	NA	738.5
ENSG00000177613	CSTF2T	NA	5595	NA	NA	NA	NA	4807	NA	5201
ENSG00000177614	PGBD5	4424	3335	4179	3321	NA	NA	3118	3010	3564.5
ENSG00000177628	GBA	5441	NA	3552	5657	2866	NA	2862	NA	4075.6
ENSG00000177646	ACAD9	NA	NA	5309	NA	NA	NA	NA	NA	5309
ENSG00000177666	PNPLA2	3342	3470	5712	3585	NA	NA	2812	NA	3784.2
ENSG00000177674	AGTRAP	4606	NA	5123	NA	NA	NA	NA	NA	4864.5
ENSG00000177679	SRRM3	NA	3642	NA	3806	NA	NA	NA	NA	3724
ENSG00000177683	THAP5	NA	NA	5563	5894	NA	NA	4638	2214	4577.25
ENSG00000177697	CD151	1096	1542	1695	1791	1393	861	716	469	1195.375
ENSG00000177700	POLR2L	577	667	564	1297	1264	NA	580	364	759
ENSG00000177706	FAM20C	NA	NA	NA	4214	1792	NA	NA	NA	3003
ENSG00000177707	NECTIN3	NA	NA	NA	1916	NA	NA	NA	NA	1916
ENSG00000177728	TMEM94	3750	5009	4633	4934	NA	NA	NA	3561	4377.4
ENSG00000177731	FLII	4618	NA	5641	4911	NA	NA	4585	1833	4317.6
ENSG00000177733	HNRNPA0	1464	1751	1237	2348	1955	505	1272	893	1428.125
ENSG00000177807	KCNJ10	3212	2210	5048	1311	1676	NA	2075	2239	2538.71428571429
ENSG00000177830	CHID1	2957	3687	3679	3604	3408	NA	3212	2049	3228
ENSG00000177868	SVBP	5491	4594	NA	5341	NA	NA	NA	NA	5142
ENSG00000177875	CCDC184	1634	2328	1338	3427	NA	NA	1649	3224	2266.66666666667
ENSG00000177879	AP3S1	3513	2031	3232	2114	NA	NA	3290	NA	2836
ENSG00000177885	GRB2	2441	1924	2894	2476	2522	NA	1567	1892	2245.14285714286
ENSG00000177888	ZBTB41	NA	5607	NA	5449	NA	NA	4389	NA	5148.33333333333
ENSG00000177889	UBE2N	1246	1481	1051	1536	1232	494	1414	2285	1342.375
ENSG00000177954	RPS27	398	267	467	375	1043	701	594	805	581.25
ENSG00000177963	RIC8A	4170	5204	3450	5238	NA	NA	4033	NA	4419
ENSG00000177971	IMP3	2431	3418	2987	3921	3561	NA	3248	3260	3260.85714285714
ENSG00000177981	ASB8	5094	4366	5388	5205	NA	NA	3994	NA	4809.4
ENSG00000177989	ODF3B	200	NA	229	NA	NA	NA	NA	NA	214.5
ENSG00000178028	DMAP1	NA	NA	6244	NA	NA	NA	NA	3516	4880
ENSG00000178035	IMPDH2	3097	1948	3028	2577	3433	NA	3554	NA	2939.5
ENSG00000178053	MLF1	1234	3018	1105	2494	NA	NA	NA	NA	1962.75
ENSG00000178057	NDUFAF3	2245	3205	2726	3768	NA	NA	1269	736	2324.83333333333
ENSG00000178074	C2orf69	4867	4066	5413	4546	2810	NA	3857	NA	4259.83333333333
ENSG00000178104	PDE4DIP	2434	2848	4416	3410	NA	NA	3488	3768	3394
ENSG00000178125	PPP1R42	1131	NA	1354	NA	NA	NA	NA	NA	1242.5
ENSG00000178127	NDUFV2	1692	1505	1405	2068	2296	NA	1650	1484	1728.57142857143
ENSG00000178149	DALRD3	NA	NA	3782	NA	NA	NA	NA	NA	3782
ENSG00000178163	ZNF518B	NA	NA	5812	5593	NA	NA	NA	3771	5058.66666666667
ENSG00000178177	LCORL	NA	NA	4566	NA	NA	NA	NA	NA	4566
ENSG00000178188	SH2B1	5173	NA	6739	4730	NA	NA	NA	NA	5547.33333333333
ENSG00000178209	PLEC	1302	1355	3383	3916	1600	NA	2944	NA	2416.66666666667
ENSG00000178233	TMEM151B	2944	3395	2302	3912	2269	892	2609	2328	2581.375
ENSG00000178234	GALNT11	1748	3132	2015	2209	NA	NA	1684	1560	2058
ENSG00000178235	SLITRK1	NA	3112	1705	3028	NA	NA	NA	1278	2280.75
ENSG00000178252	WDR6	2252	2625	1764	3582	2924	NA	1654	3275	2582.28571428571
ENSG00000178381	ZFAND2A	5257	5437	5700	5541	1649	NA	2900	NA	4414
ENSG00000178385	PLEKHM3	4723	5513	5420	NA	NA	NA	3366	NA	4755.5
ENSG00000178449	COX14	1577	850	2031	1379	1875	NA	717	229	1236.85714285714
ENSG00000178467	P4HTM	647	1098	890	1294	1315	NA	969	1482	1099.28571428571
ENSG00000178498	DTX3	2300	4607	2717	5529	2303	NA	4193	NA	3608.16666666667
ENSG00000178531	CTXN1	109	172	77	179	218	234	146	98	154.125
ENSG00000178538	CA8	1773	1163	1153	1089	NA	NA	909	739	1137.66666666667
ENSG00000178567	EPM2AIP1	1268	1736	1034	1796	1915	894	1173	1272	1386
ENSG00000178568	ERBB4	1134	778	561	538	2794	NA	NA	3711	1586
ENSG00000178573	MAF	3356	NA	4037	2275	NA	NA	NA	NA	3222.66666666667
ENSG00000178585	CTNNBIP1	4188	4110	4694	4526	NA	NA	NA	NA	4379.5
ENSG00000178662	CSRNP3	807	992	966	1189	828	NA	607	2927	1188
ENSG00000178691	SUZ12	5483	4865	5879	5383	NA	NA	4725	NA	5267
ENSG00000178695	KCTD12	5660	2337	4029	2513	1536	NA	3406	1164	2949.28571428571
ENSG00000178718	RPP25	NA	NA	NA	3553	NA	NA	NA	NA	3553
ENSG00000178719	GRINA	1111	2612	1147	1634	1508	838	1463	2189	1562.75
ENSG00000178741	COX5A	1140	1764	928	2111	2173	686	1554	2181	1567.125
ENSG00000178761	FAM219B	2593	2565	2453	3296	2650	NA	2512	862	2418.71428571429
ENSG00000178773	CPNE7	NA	2231	2530	1721	NA	NA	NA	NA	2160.66666666667
ENSG00000178796	RIIAD1	NA	4370	NA	NA	NA	NA	NA	NA	4370
ENSG00000178802	MPI	5068	NA	NA	NA	NA	NA	4630	NA	4849
ENSG00000178878	APOLD1	NA	NA	NA	NA	2943	NA	307	NA	1625
ENSG00000178896	EXOSC4	NA	NA	6474	NA	NA	NA	NA	NA	6474
ENSG00000178904	DPY19L3	5633	5473	6423	NA	NA	1112	NA	NA	4660.25
ENSG00000178913	TAF7	3344	2390	3002	2676	3309	NA	4003	NA	3120.66666666667
ENSG00000178922	HYI	5095	5441	4827	5887	NA	NA	NA	NA	5312.5
ENSG00000178927	CYBC1	NA	4991	5599	NA	NA	NA	NA	NA	5295
ENSG00000178947	SMIM10L2A	1520	2405	1857	1520	1369	NA	1365	2403	1777
ENSG00000178950	GAK	4141	4683	5230	NA	NA	NA	NA	2447	4125.25
ENSG00000178951	ZBTB7A	5714	NA	6867	NA	NA	NA	4270	1786	4659.25
ENSG00000178952	TUFM	2472	3870	2572	3956	3165	NA	3308	NA	3223.83333333333
ENSG00000178965	ERICH3	793	1507	1579	1582	679	NA	1401	3661	1600.28571428571
ENSG00000178966	RMI1	NA	2345	4877	NA	NA	566	NA	695	2120.75
ENSG00000178974	FBXO34	NA	4150	NA	6043	NA	NA	NA	NA	5096.5
ENSG00000178980	SELENOW	2006	1399	2335	1947	1189	518	1604	466	1433
ENSG00000178982	EIF3K	2182	2211	2192	2747	2497	718	1785	1471	1975.375
ENSG00000178988	MRFAP1L1	2863	1695	2185	1752	NA	NA	1951	1870	2052.66666666667
ENSG00000179010	MRFAP1	1716	678	1024	826	1389	NA	761	1161	1079.28571428571
ENSG00000179029	TMEM107	3736	NA	3082	NA	NA	NA	NA	NA	3409
ENSG00000179051	RCC2	NA	NA	6668	6101	NA	NA	NA	NA	6384.5
ENSG00000179083	FAM133A	NA	2714	NA	2498	NA	NA	2586	3313	2777.75
ENSG00000179085	DPM3	2646	3621	4044	4099	2736	NA	3333	3701	3454.28571428571
ENSG00000179091	CYC1	3064	3563	2710	3568	2288	NA	2317	NA	2918.33333333333
ENSG00000179094	PER1	NA	NA	NA	NA	3030	NA	NA	NA	3030
ENSG00000179115	FARSA	2765	2258	2243	2602	3157	NA	1814	NA	2473.16666666667
ENSG00000179134	SAMD4B	NA	NA	NA	6077	3449	NA	NA	NA	4763
ENSG00000179152	TCAIM	NA	NA	6602	6164	NA	NA	NA	NA	6383
ENSG00000179163	FUCA1	NA	5063	5228	4077	NA	NA	NA	NA	4789.33333333333
ENSG00000179195	ZNF664	5353	4784	5619	2876	NA	NA	4474	3506	4435.33333333333
ENSG00000179218	CALR	1536	2233	2283	2533	1456	NA	1903	1952	1985.14285714286
ENSG00000179222	MAGED1	178	346	134	508	339	370	214	346	304.375
ENSG00000179242	CDH4	NA	1457	NA	1063	1379	NA	NA	570	1117.25
ENSG00000179262	RAD23A	3158	2973	2950	4278	2928	NA	2510	2765	3080.28571428571
ENSG00000179271	GADD45GIP1	1263	1615	1325	2369	1339	NA	1406	1059	1482.28571428571
ENSG00000179292	TMEM151A	4430	4498	5109	4367	1133	NA	4040	NA	3929.5
ENSG00000179295	PTPN11	NA	4948	6834	5156	2620	NA	4393	NA	4790.2
ENSG00000179314	WSCD1	NA	NA	NA	4039	NA	NA	NA	NA	4039
ENSG00000179335	CLK3	NA	NA	6174	NA	NA	NA	NA	NA	6174
ENSG00000179344	HLA-DQB1	2390	NA	1278	NA	NA	NA	NA	NA	1834
ENSG00000179364	PACS2	4466	4241	NA	4660	843	NA	2156	NA	3273.2
ENSG00000179403	VWA1	3994	2202	4513	2603	1225	NA	2859	NA	2899.33333333333
ENSG00000179431	FJX1	3552	NA	3213	NA	NA	NA	NA	NA	3382.5
ENSG00000179456	ZBTB18	4890	NA	5944	4874	NA	NA	NA	NA	5236
ENSG00000179523	EIF3J-DT	NA	4792	5301	5438	NA	NA	3995	NA	4881.5
ENSG00000179526	SHARPIN	NA	NA	6436	5471	NA	NA	NA	NA	5953.5
ENSG00000179542	SLITRK4	1373	1656	1810	1740	958	NA	680	2750	1566.71428571429
ENSG00000179588	ZFPM1	5305	5177	4524	5051	NA	NA	NA	NA	5014.25
ENSG00000179598	PLD6	NA	NA	NA	3883	NA	NA	NA	NA	3883
ENSG00000179604	CDC42EP4	1513	1263	2042	951	2698	NA	3597	NA	2010.66666666667
ENSG00000179632	MAF1	5640	4420	6722	5334	NA	NA	4250	NA	5273.2
ENSG00000179796	LRRC3B	NA	5027	3629	4795	NA	NA	NA	NA	4483.66666666667
ENSG00000179820	MYADM	4360	3795	3590	2293	1632	NA	2320	3008	2999.71428571429
ENSG00000179832	MROH1	NA	NA	NA	5804	NA	NA	NA	NA	5804
ENSG00000179862	CITED4	3377	3289	5377	4248	NA	NA	NA	NA	4072.75
ENSG00000179889	PDXDC1	4898	NA	5485	NA	3494	NA	3996	2937	4162
ENSG00000179902	C1orf194	107	253	148	422	NA	NA	NA	NA	232.5
ENSG00000179912	R3HDM2	NA	5626	6454	NA	NA	NA	NA	NA	6040
ENSG00000179915	NRXN1	442	767	422	690	389	326	429	1579	630.5
ENSG00000179918	SEPHS2	3734	2771	3464	3629	2230	NA	2592	3084	3072
ENSG00000179933	C14orf119	4791	4544	5542	5912	NA	NA	4182	2340	4551.83333333333
ENSG00000179950	PUF60	3383	3474	3797	3814	NA	NA	4227	NA	3739
ENSG00000179958	DCTPP1	4950	NA	6760	4895	NA	NA	NA	NA	5535
ENSG00000179965	ZNF771	NA	5314	4383	5444	NA	NA	NA	3559	4675
ENSG00000179981	TSHZ1	NA	NA	6019	NA	NA	NA	NA	NA	6019
ENSG00000180104	EXOC3	4931	4375	4299	NA	NA	NA	3839	2002	3889.2
ENSG00000180155	LYNX1	3243	2461	2872	3107	813	NA	3428	988	2416
ENSG00000180176	TH	141	125	179	64	65	3	262	NA	119.857142857143
ENSG00000180185	FAHD1	4985	5745	5669	5992	NA	NA	NA	NA	5597.75
ENSG00000180190	TDRP	3504	NA	3808	4168	NA	NA	NA	3284	3691
ENSG00000180228	PRKRA	4758	3634	4502	4110	NA	NA	4649	NA	4330.6
ENSG00000180287	PLD5	NA	2883	1910	3103	NA	NA	NA	NA	2632
