gene_id	gene_name	V12D07-075_D1	V13M13-362_A1	V12D07-075_A1	V12Y31-080_A1	V12D05-348_D1	V12D05-350_D1	V12D05-348_C1	V12D05-350_C1	V13Y24-346_C1	nsigsamps	meanrank
ENSG00000189056	RELN	2016			533	3686	340	1781	1214		6	1595
ENSG00000189058	APOD	1550			1523	276	1030	665	253	133	7	775.714285714286
ENSG00000189060	H1F0	1129	143			350	1772		727		5	824.2
ENSG00000189067	LITAF				1695	3049			1694	998	4	1859
ENSG00000189091	SF3B3					3006					1	3006
ENSG00000189127	ANKRD34B	315	934	69	386	2386	1324	452	463		8	791.125
ENSG00000189129	PLAC9					1764	1144				2	1454
ENSG00000189157	FAM47E		783								1	783
ENSG00000189159	JPT1	2130			491	3495	1106	2047	1739	1400	7	1772.57142857143
ENSG00000189171	S100A13	448			208	663	1327			569	5	643
ENSG00000189180	ZNF33A				2463						1	2463
ENSG00000189184	PCDH18							2046			1	2046
ENSG00000189221	MAOA									1251	1	1251
ENSG00000189223	PAX8-AS1	1353			2305	2917					3	2191.66666666667
ENSG00000189227	C15orf61					3137		1417			2	2277
ENSG00000189241	TSPYL1			567	958	1237	946	692	1894	1058	7	1050.28571428571
ENSG00000189266	PNRC2								2535		1	2535
ENSG00000189283	FHIT				112					1463	2	787.5
ENSG00000189292	ALKAL2	1215				495	980	829	382		5	780.2
ENSG00000189316	AC073349.1							1590			1	1590
ENSG00000189319	FAM53B		612						1915		2	1263.5
ENSG00000189337	KAZN						2916				1	2916
ENSG00000189350	TOGARAM2							493	412		2	452.5
ENSG00000189367	KIAA0408					3465	2545				2	3005
ENSG00000189369	GSPT2				2193	3614			2859		3	2888.66666666667
ENSG00000189403	HMGB1	525				1634	911				3	1023.33333333333
ENSG00000196072	BLOC1S2	1657			1515	3771					3	2314.33333333333
ENSG00000196083	IL1RAP									896	1	896
ENSG00000196090	PTPRT		102		2574	2969					3	1881.66666666667
ENSG00000196091	MYBPC1	843					2975	1835	2457		4	2027.5
ENSG00000196104	SPOCK3					1705	1001	1238	2556		4	1625
ENSG00000196123	KIAA0895L						1635		1348		2	1491.5
ENSG00000196126	HLA-DRB1	897	488		2573	2477		703	1771	1406	7	1473.57142857143
ENSG00000196132	MYT1					3454			3077		2	3265.5
ENSG00000196136	SERPINA3	593	93	220	1587	330	395		410	57	8	460.625
ENSG00000196139	AKR1C3								1481	1354	2	1417.5
ENSG00000196141	SPATS2L							295	297		2	296
ENSG00000196159	FAT4								3201		1	3201
ENSG00000196167	COLCA1							542			1	542
ENSG00000196187	TMEM63A				604		2095	515			3	1071.33333333333
ENSG00000196199	MPHOSPH8				2063						1	2063
ENSG00000196208	GREB1	164	292		471	654				1151	5	546.4
ENSG00000196218	RYR1				2360	3071			2569		3	2666.66666666667
ENSG00000196220	SRGAP3				1849		2063		2219		3	2043.66666666667
ENSG00000196227	FAM217B							1446			1	1446
ENSG00000196230	TUBB	544			420	633	2924	350	438	1093	7	914.571428571429
ENSG00000196235	SUPT5H					1231					1	1231
ENSG00000196236	XPNPEP3					3235					1	3235
ENSG00000196262	PPIA	1766	926	113			3059	393	532		6	1131.5
ENSG00000196268	ZNF493			244							1	244
ENSG00000196277	GRM7						1993	1431	874		3	1432.66666666667
ENSG00000196290	NIF3L1					3533					1	3533
ENSG00000196305	IARS	946			1274	3600			2626		4	2111.5
ENSG00000196312	MFSD14C		902								1	902
ENSG00000196338	NLGN3					2119	1521				2	1820
ENSG00000196352	CD55			480				1790			2	1135
ENSG00000196353	CPNE4						1481				1	1481
ENSG00000196357	ZNF565							2230			1	2230
ENSG00000196358	NTNG2					3467					1	3467
ENSG00000196361	ELAVL3	2104			701	1580	1349	1647	1624		6	1500.83333333333
ENSG00000196363	WDR5								2477		1	2477
ENSG00000196365	LONP1	1468									1	1468
ENSG00000196367	TRRAP	616			1911	3175					3	1900.66666666667
ENSG00000196368	NUDT11					668	903		1929	1055	4	1138.75
ENSG00000196376	SLC35F1							1033			1	1033
ENSG00000196387	ZNF140		771								1	771
ENSG00000196396	PTPN1						1783				1	1783
ENSG00000196405	EVL	934			1862		1006	2092			4	1473.5
ENSG00000196419	XRCC6	940									1	940
ENSG00000196440	ARMCX4					3119					1	3119
ENSG00000196459	TRAPPC2					3283	1603		1459		3	2115
ENSG00000196465	MYL6B		853	435	2476	3639		996			5	1679.8
ENSG00000196470	SIAH1						2640				1	2640
ENSG00000196498	NCOR2				688	1748	1984	1639	3048		5	1821.4
ENSG00000196502	SULT1A1				927	1474	971		2780		4	1538
ENSG00000196504	PRPF40A			375							1	375
ENSG00000196507	TCEAL3				1793	2219	1216				3	1742.66666666667
ENSG00000196510	ANAPC7								1807		1	1807
ENSG00000196517	SLC6A9								1851		1	1851
ENSG00000196531	NACA					907	855			636	3	799.333333333333
ENSG00000196542	SPTSSB							2238			1	2238
ENSG00000196547	MAN2A2							2135			1	2135
ENSG00000196557	CACNA1H		222							1205	2	713.5
ENSG00000196562	SULF2	833			689	102	287		1888		5	759.8
ENSG00000196569	LAMA2								185		1	185
ENSG00000196576	PLXNB2		449					513	994	1335	4	822.75
ENSG00000196591	HDAC2				2405	2143	1955				3	2167.66666666667
ENSG00000196628	TCF4						2663		2184		2	2423.5
ENSG00000196632	WNK3						1464				1	1464
ENSG00000196636	SDHAF3					2367					1	2367
ENSG00000196639	HRH1					1093	721	1841			3	1218.33333333333
ENSG00000196642	RABL6						1817				1	1817
ENSG00000196655	TRAPPC4	1110			1529	779	1911		2480		5	1561.8
ENSG00000196659	TTC30B								2106		1	2106
ENSG00000196683	TOMM7		494		1145	1848	1649	685		1347	6	1194.66666666667
ENSG00000196689	TRPV1							2151			1	2151
ENSG00000196704	AMZ2					2240					1	2240
ENSG00000196715	VKORC1L1		617								1	617
ENSG00000196724	ZNF418						2268				1	2268
ENSG00000196730	DAPK1					896	1151	1404			3	1150.33333333333
ENSG00000196735	HLA-DQA1								2256		1	2256
ENSG00000196743	GM2A				1826						1	1826
ENSG00000196776	CD47				1658						1	1658
ENSG00000196781	TLE1				2529		1348			481	3	1452.66666666667
ENSG00000196782	MAML3				1237						1	1237
ENSG00000196792	STRN3						1498				1	1498
ENSG00000196850	PPTC7					1343				1368	2	1355.5
ENSG00000196865	NHLRC2				1203				1754		2	1478.5
ENSG00000196867	ZFP28								2622		1	2622
ENSG00000196873	CBWD3	2079									1	2079
ENSG00000196911	KPNA5			486							1	486
ENSG00000196914	ARHGEF12					3042	3024				2	3033
ENSG00000196923	PDLIM7					2065	2744				2	2404.5
ENSG00000196924	FLNA						1831	2131	2560	280	4	1700.5
ENSG00000196935	SRGAP1					1896					1	1896
ENSG00000196937	FAM3C					2199	1775				2	1987
ENSG00000196951	SCOC-AS1							1495			1	1495
ENSG00000196961	AP2A1						2240				1	2240
ENSG00000196967	ZNF585A					3023					1	3023
ENSG00000196972	SMIM10L2B	1090		547	1238				1217		4	1023
ENSG00000196975	ANXA4							272	461		2	366.5
ENSG00000196976	LAGE3	1366	680		582					1027	4	913.75
ENSG00000197006	METTL9		895				1430			1350	3	1225
ENSG00000197019	SERTAD1					3733					1	3733
ENSG00000197021	CXorf40B					3003					1	3003
ENSG00000197043	ANXA6	438			1645	3148	997	1665	906	1503	7	1471.71428571429
ENSG00000197050	ZNF420									972	1	972
ENSG00000197061	HIST1H4C	1983			2248	833					3	1688
ENSG00000197081	IGF2R					2382					1	2382
ENSG00000197102	DYNC1H1	939	965		1180	1639			2621		5	1468.8
ENSG00000197106	SLC6A17				1846	718	2954	1223	1707		5	1689.6
ENSG00000197111	PCBP2	868	585		1071	824					4	837
ENSG00000197119	SLC25A29	885							1589		2	1237
ENSG00000197121	PGAP1					1188	2269	1854	797		4	1527
ENSG00000197128	ZNF772					2308	1760				2	2034
ENSG00000197147	LRRC8B								2327		1	2327
ENSG00000197157	SND1	1273									1	1273
ENSG00000197168	NEK5							225	396		2	310.5
ENSG00000197170	PSMD12								2133		1	2133
ENSG00000197177	ADGRA1	701			504			1383	2996		4	1396
ENSG00000197217	ENTPD4								2531		1	2531
ENSG00000197223	C1D				2616						1	2616
ENSG00000197226	TBC1D9B					2044					1	2044
ENSG00000197265	GTF2E2								2895		1	2895
ENSG00000197283	SYNGAP1						2541		2820		2	2680.5
ENSG00000197321	SVIL					1156	724	929	1082		4	972.75
ENSG00000197324	LRP10							1378			1	1378
ENSG00000197329	PELI1				2491	2286			2567		3	2448
ENSG00000197343	ZNF655	979				3785	974				3	1912.66666666667
ENSG00000197345	MRPL21	620	253								2	436.5
ENSG00000197355	UAP1L1							1736			1	1736
ENSG00000197381	ADARB1	1052									1	1052
ENSG00000197405	C5AR1							1529			1	1529
ENSG00000197430	OPALIN	907		164	89	481	280	262	191	453	8	353.375
ENSG00000197442	MAP3K5							883	902	1388	3	1057.66666666667
ENSG00000197444	OGDHL	517			1812						2	1164.5
ENSG00000197448	GSTK1					1883			2376		2	2129.5
ENSG00000197451	HNRNPAB			307		2608			3273		3	2062.66666666667
ENSG00000197457	STMN3								1606		1	1606
ENSG00000197461	PDGFA						2591				1	2591
ENSG00000197530	MIB2	1721				1307	2898				3	1975.33333333333
ENSG00000197535	MYO5A							2229	1903		2	2066
ENSG00000197555	SIPA1L1				1349		2721	1037	2611		4	1929.5
ENSG00000197584	KCNMB2									246	1	246
ENSG00000197586	ENTPD6					2598					1	2598
ENSG00000197601	FAR1		472					2040			2	1256
ENSG00000197622	CDC42SE1	2092		266							2	1179
ENSG00000197653	DNAH10								2997		1	2997
ENSG00000197694	SPTAN1	694			1789		2212			1476	4	1542.75
ENSG00000197696	NMB				1075	522		1559			3	1052
ENSG00000197702	PARVA							2205			1	2205
ENSG00000197728	RPS26	967	441		888		1723	449	975	748	7	884.428571428571
ENSG00000197746	PSAP	467	957			3536	2068	1278	794		6	1516.66666666667
ENSG00000197747	S100A10	973		179	682	111	139	318	322	675	8	424.875
ENSG00000197748	CFAP43							349	156		2	252.5
ENSG00000197756	RPL37A	477	232	324	91	415	363	183	258	450	9	310.333333333333
ENSG00000197771	MCMBP									1200	1	1200
ENSG00000197782	ZNF780A							1868			1	1868
ENSG00000197798	FAM118B							1377	1949		2	1663
ENSG00000197816	CCDC180							1092	713		2	902.5
ENSG00000197826	CFAP299							156	1358		2	757
ENSG00000197841	ZNF181								2882		1	2882
ENSG00000197857	ZNF44					2929					1	2929
ENSG00000197858	GPAA1									1215	1	1215
ENSG00000197872	FAM49A								3099		1	3099
ENSG00000197885	NKIRAS1	1182			1803						2	1492.5
ENSG00000197894	ADH5				1841	2069					2	1955
ENSG00000197901	SLC22A6					2165	1268				2	1716.5
ENSG00000197912	SPG7				2388						1	2388
ENSG00000197921	HES5					2660	1553	561	422		4	1299
ENSG00000197930	ERO1A	956			1758	2620					3	1778
ENSG00000197943	PLCG2	1005	161		706					1528	4	850
ENSG00000197948	FCHSD1									1466	1	1466
ENSG00000197956	S100A6	565	174	510	506	1670	424	332		340	8	565.125
ENSG00000197958	RPL12	1394			2607	799	323	416	262	820	7	945.857142857143
ENSG00000197959	DNM3				1888		2303	945	1206	1281	5	1524.6
ENSG00000197961	ZNF121						1897				1	1897
ENSG00000197965	MPZL1	1102			583	1760		1960		770	5	1235
ENSG00000197971	MBP	6	11	5	2	4	2	9	3	16	9	6.44444444444445
ENSG00000197977	ELOVL2					2491	2025	1940	1863	201	5	1704
ENSG00000197982	C1orf122				739	1164					2	951.5
ENSG00000197989	SNHG12									1204	1	1204
ENSG00000198000	NOL8					2485					1	2485
ENSG00000198003	CCDC151					2977		1726			2	2351.5
ENSG00000198010	DLGAP2	1510									1	1510
ENSG00000198015	MRPL42					3412					1	3412
ENSG00000198026	ZNF335							1910			1	1910
ENSG00000198034	RPS4X				803	159	205	186	1569		5	584.4
ENSG00000198039	ZNF273					3227			1673		2	2450
ENSG00000198040	ZNF84					3824					1	3824
ENSG00000198046	ZNF667								1931		1	1931
ENSG00000198053	SIRPA	1606	427			1647	2747	1620	1538		6	1597.5
ENSG00000198075	SULT1C4							1318	1313		2	1315.5
ENSG00000198081	ZBTB14									630	1	630
ENSG00000198089	SFI1		821			1382					2	1101.5
ENSG00000198105	ZNF248					1745	2056				2	1900.5
ENSG00000198108	CHSY3					2812					1	2812
ENSG00000198121	LPAR1				779	1038	1399		550		4	941.5
ENSG00000198130	HIBCH				2017						1	2017
ENSG00000198157	HMGN5						1238				1	1238
ENSG00000198162	MAN1A2	99			842	3365		822	1062	993	6	1197.16666666667
ENSG00000198168	SVIP	1464			2110	1098	645	1106	876		6	1216.5
ENSG00000198169	ZNF251				1896						1	1896
ENSG00000198171	DDRGK1					3555					1	3555
ENSG00000198176	TFDP1							1553			1	1553
ENSG00000198189	HSD17B11					3249					1	3249
ENSG00000198198	SZT2				1490						1	1490
ENSG00000198208	RPS6KL1						2247				1	2247
ENSG00000198216	CACNA1E						2136				1	2136
ENSG00000198218	QRICH1						2150				1	2150
ENSG00000198231	DDX42					3126					1	3126
ENSG00000198242	RPL23A				594	2577	332	251	355		5	821.8
ENSG00000198246	SLC29A3								2678		1	2678
ENSG00000198258	UBL5	519	285		1082			1102	1279	298	6	760.833333333333
ENSG00000198276	UCKL1						3049				1	3049
ENSG00000198300	PEG3	179	231		102	69	104	193	137	256	8	158.875
ENSG00000198301	SDAD1				2177						1	2177
ENSG00000198355	PIM3			292							1	292
ENSG00000198363	ASPH				1854		2723	1607	519		4	1675.75
ENSG00000198373	WWP2	1835							2675		2	2255
ENSG00000198380	GFPT1						1805	1980			2	1892.5
ENSG00000198382	UVRAG					2809					1	2809
ENSG00000198408	OGA				1010	1697	1295		2059	705	5	1353.2
ENSG00000198417	MT1F	445				894	1729	68	190	190	6	586
ENSG00000198420	TCAF1		572		540	1357		1412	2495		5	1275.2
ENSG00000198431	TXNRD1			197	995		3079		3104		4	1843.75
ENSG00000198435	NRARP		547								1	547
ENSG00000198466	ZNF587								2270	1568	2	1919
ENSG00000198467	TPM2						1694				1	1694
ENSG00000198483	ANKRD35									1063	1	1063
ENSG00000198492	YTHDF2					2148	2306		1153		3	1869
ENSG00000198498	TMA16					3221					1	3221
ENSG00000198513	ATL1				1787		2606	371	1505		4	1567.25
ENSG00000198517	MAFK				1023				2937		2	1980
ENSG00000198521	ZNF43						3081				1	3081
ENSG00000198551	ZNF627								2903		1	2903
ENSG00000198563	DDX39B	554	708		1227	1296	1556				5	1068.2
ENSG00000198576	ARC					3655			2259	40	3	1984.66666666667
ENSG00000198585	NUDT16						2140				1	2140
ENSG00000198586	TLK1					2629					1	2629
ENSG00000198589	LRBA			397				1780			2	1088.5
ENSG00000198597	ZNF536				2339	3581	931				3	2283.66666666667
ENSG00000198598	MMP17	1051			1019	1682	900				4	1163
ENSG00000198612	COPS8				2228	3453	2772		2665	467	5	2317
ENSG00000198624	CCDC69								770		1	770
ENSG00000198625	MDM4					2384	2153				2	2268.5
ENSG00000198626	RYR2					3391	2655				2	3023
ENSG00000198642	KLHL9								2161		1	2161
ENSG00000198663	C6orf89					3269					1	3269
ENSG00000198668	CALM1		756		1425	2415	342	1206	3221		6	1560.83333333333
ENSG00000198673	TAFA2				1660						1	1660
ENSG00000198677	TTC37					2689	2309	1642			3	2213.33333333333
ENSG00000198680	TUSC1						1771				1	1771
ENSG00000198682	PAPSS2	117			965						2	541
ENSG00000198689	SLC9A6	512				1075		953	249	374	5	632.6
ENSG00000198692	EIF1AY	850									1	850
ENSG00000198695	MT-ND6	87	243	405	136	460				1219	6	425
ENSG00000198700	IPO9								3213		1	3213
ENSG00000198712	MT-CO2	2	14	61	9	8	10	25	10	4	9	15.8888888888889
ENSG00000198719	DLL1					2955					1	2955
ENSG00000198721	ECI2					3559					1	3559
ENSG00000198727	MT-CYB	12	33	34	28	22	34	122	43	13	9	37.8888888888889
ENSG00000198728	LDB1	1384									1	1384
ENSG00000198729	PPP1R14C						2324				1	2324
ENSG00000198730	CTR9	1192									1	1192
ENSG00000198732	SMOC1								2454		1	2454
ENSG00000198739	LRRTM3					2657	2435		2745		3	2612.33333333333
ENSG00000198743	SLC5A3					1040			3014		2	2027
ENSG00000198746	GPATCH3			239							1	239
ENSG00000198755	RPL10A	904			972	588	293	920	3155		6	1138.66666666667
ENSG00000198756	COLGALT2					3327			3275		2	3301
ENSG00000198763	MT-ND2	9	8	78	14	17	12	36	27	12	9	23.6666666666667
ENSG00000198780	FAM169A	1960				1104	2456		1254		4	1693.5
ENSG00000198785	GRIN3A		876	60				1376	2967		4	1319.75
ENSG00000198786	MT-ND5	20	25	107	22	47	68	93	99	55	9	59.5555555555556
ENSG00000198791	CNOT7				1133	2191	1047		1643		4	1503.5
ENSG00000198792	TMEM184B			396		1787					2	1091.5
ENSG00000198793	MTOR					1970			2708		2	2339
ENSG00000198794	SCAMP5					2968					1	2968
ENSG00000198795	ZNF521						2354				1	2354
ENSG00000198804	MT-CO1	3	2	22	3	7	7	21	12	5	9	9.11111111111111
ENSG00000198805	PNP	385		96	246	1008	623	388	1288	1195	8	653.625
ENSG00000198815	FOXJ3	1363			2116	3689					3	2389.33333333333
ENSG00000198816	ZNF358									1380	1	1380
ENSG00000198818	SFT2D1					3620	1249			1165	3	2011.33333333333
ENSG00000198822	GRM3								1543		1	1543
ENSG00000198824	CHAMP1									1113	1	1113
ENSG00000198825	INPP5F	1082			282	511	2639	727	1373	472	7	1012.28571428571
ENSG00000198830	HMGN2	306	113		409	2260	448	495	486	466	8	622.875
ENSG00000198832	SELENOM	610	924		375		2922	783	1620	720	7	1136.28571428571
ENSG00000198836	OPA1				1107					976	2	1041.5
ENSG00000198839	ZNF277		388			1905					2	1146.5
ENSG00000198840	MT-ND3	5	9	45	6	11	15	57	16	8	9	19.1111111111111
ENSG00000198843	SELENOT	992			1494	269	751	916	2097	975	7	1070.57142857143
ENSG00000198846	TOX	2101			1626		1236	1244	1587		5	1558.8
ENSG00000198856	OSTC				930						1	930
ENSG00000198860	TSEN15					3082					1	3082
ENSG00000198862	LTN1						2826		3073		2	2949.5
ENSG00000198873	GRK5							1509			1	1509
ENSG00000198879	SFMBT2					1430			2043		2	1736.5
ENSG00000198883	PNMA5					3423					1	3423
ENSG00000198886	MT-ND4	8	15	108	16	16	16	66	22	11	9	30.8888888888889
ENSG00000198887	SMC5							2226			1	2226
ENSG00000198888	MT-ND1	7	7	39	13	15	14	59	33	15	9	22.4444444444444
ENSG00000198892	SHISA4						1977				1	1977
ENSG00000198898	CAPZA2	1171			1715		2703		1656		4	1811.25
ENSG00000198899	MT-ATP6	10	13	136	15	9	11	52	18	2	9	29.5555555555556
ENSG00000198900	TOP1				2512						1	2512
ENSG00000198909	MAP3K3			267							1	267
ENSG00000198910	L1CAM	175			324	2027	832	1081	1648		6	1014.5
ENSG00000198914	POU3F3						2890				1	2890
ENSG00000198918	RPL39				2260	1466	1053	397	448	629	6	1042.16666666667
ENSG00000198919	DZIP3		939			1724	1559		2601		4	1705.75
ENSG00000198920	KIAA0753								2465		1	2465
ENSG00000198924	DCLRE1A	961									1	961
ENSG00000198929	NOS1AP	1605							2398		2	2001.5
ENSG00000198932	GPRASP1	1265	391		322	268	548	1715	722		7	747.285714285714
ENSG00000198934	MAGEE1				2537	3892	2910		2707		4	3011.5
ENSG00000198937	CCDC167					2599					1	2599
ENSG00000198938	MT-CO3	1	5	18	5	5	6	35	19	6	9	11.1111111111111
ENSG00000198947	DMD							1894			1	1894
ENSG00000198954	KIF1BP	928					1698		3169		3	1931.66666666667
ENSG00000198959	TGM2			326		912	1058				3	765.333333333333
ENSG00000198960	ARMCX6	624			837	1875				1320	4	1164
ENSG00000198961	PJA2	639			808	620	1440		1087		5	918.8
ENSG00000198963	RORB					2586		1120			2	1853
ENSG00000198964	SGMS1		204								1	204
ENSG00000203485	INF2						2746				1	2746
ENSG00000203618	GP1BB								2416		1	2416
ENSG00000203666	EFCAB2	2084			1987						2	2035.5
ENSG00000203667	COX20	1126				716	1445	1637	2216	1143	6	1380.5
ENSG00000203685	STUM			475		297	1278				3	683.333333333333
ENSG00000203705	TATDN3								2674		1	2674
ENSG00000203772	SPRN							2075			1	2075
ENSG00000203778	FAM229B								3233		1	3233
ENSG00000203780	FANK1						1767	1430	2828		3	2008.33333333333
ENSG00000203791	EEF1AKMT2								2295		1	2295
ENSG00000203805	PLPP4						2202				1	2202
ENSG00000203875	SNHG5						2982	753	1392		3	1709
ENSG00000203879	GDI1	162	150		285	1001	2944	448	1651		7	948.714285714286
ENSG00000203880	PCMTD2					1398	1056				2	1227
ENSG00000203883	SOX18						2395				1	2395
ENSG00000203930	LINC00632	213		63	206	1320		253	155	1351	7	508.714285714286
ENSG00000203950	RTL8A				1594	1472					2	1533
ENSG00000203965	EFCAB7									1327	1	1327
ENSG00000204054	LINC00963						1364				1	1364
ENSG00000204065	TCEAL5					3281					1	3281
ENSG00000204070	SYS1								2986		1	2986
ENSG00000204071	TCEAL6	1879	240		1792	2391	2881				5	1836.6
ENSG00000204099	NEU4				2572						1	2572
ENSG00000204103	MAFB								2397		1	2397
ENSG00000204104	TRAF3IP1							1449			1	1449
ENSG00000204116	CHIC1							1850	2682		2	2266
ENSG00000204128	C2orf72					3769	2782	2168	1124		4	2460.75
ENSG00000204160	ZDHHC18					3359					1	3359
ENSG00000204175	GPRIN2				2184						1	2184
ENSG00000204178	MACO1						2762				1	2762
ENSG00000204186	ZDBF2	1970				747	2962		2034		4	1928.25
ENSG00000204217	BMPR2	851			584	2041		1262	2721		5	1491.8
ENSG00000204219	TCEA3				2181				2580		2	2380.5
ENSG00000204220	PFDN6		321		2111		1967				3	1466.33333333333
ENSG00000204227	RING1	1267				1425	2472				3	1721.33333333333
ENSG00000204231	RXRB				1356						1	1356
ENSG00000204237	OXLD1					3120					1	3120
ENSG00000204241	LINC02731			122							1	122
ENSG00000204262	COL5A2	798			1412						2	1105
ENSG00000204272	NBDY				903	304	393		1096	755	5	690.2
ENSG00000204287	HLA-DRA	141	101		869	373	1843	717	641	560	8	655.625
ENSG00000204304	PBX2							1584			1	1584
ENSG00000204308	RNF5	2031									1	2031
ENSG00000204314	PRRT1								2126		1	2126
ENSG00000204347	BTBD17							1572			1	1572
ENSG00000204348	DXO					3186					1	3186
ENSG00000204356	NELFE					2016					1	2016
ENSG00000204370	SDHD				2410	3904					2	3157
ENSG00000204371	EHMT2					3086					1	3086
ENSG00000204381	LAYN								1496		1	1496
ENSG00000204386	NEU1						2145				1	2145
ENSG00000204387	SNHG32	1333	286				2121		980		4	1180
ENSG00000204388	HSPA1B	563		27	749	3625			1048	113	6	1020.83333333333
ENSG00000204389	HSPA1A	206		12	1538	1689	1647		2123	81	7	1042.28571428571
ENSG00000204394	VARS				2453						1	2453
ENSG00000204435	CSNK2B	1259	964				2648				3	1623.66666666667
ENSG00000204439	C6orf47								2214		1	2214
ENSG00000204442	FAM155A	1846			776	809	1194		1531		5	1231.2
ENSG00000204463	BAG6						1988				1	1988
ENSG00000204525	HLA-C				799	652	560	903	947	268	6	688.166666666667
ENSG00000204536	CCHCR1								2741		1	2741
ENSG00000204564	C6orf136						2513				1	2513
ENSG00000204568	MRPS18B								2038		1	2038
ENSG00000204569	PPP1R10				1953	2335					2	2144
ENSG00000204576	PRR3				1630	3024					2	2327
ENSG00000204580	DDR1					572	1121		1763	415	4	967.75
ENSG00000204590	GNL1					2831					1	2831
ENSG00000204592	HLA-E	471			614	2643	522	999		1030	6	1046.5
ENSG00000204619	PPP1R11						3023		2355		2	2689
ENSG00000204624	DISP3					2085					1	2085
ENSG00000204628	RACK1	1534			1198	1619	1300	1008			5	1331.8
ENSG00000204653	ASPDH					3181	1413				2	2297
ENSG00000204655	MOG				456	220	362	965	347		5	470
ENSG00000204673	AKT1S1	1777				3397			3067		3	2747
ENSG00000204677	FAM153CP			582							1	582
ENSG00000204681	GABBR1	876						606		1060	3	847.333333333333
ENSG00000204711	C9orf135							297	475		2	386
ENSG00000204713	TRIM27					1744					1	1744
ENSG00000204815	TTC25								960		1	960
ENSG00000204842	ATXN2						1828				1	1828
ENSG00000204843	DCTN1				2119	2171	2014		2814		4	2279.5
ENSG00000204851	PNMA8B						2759	813	602		3	1391.33333333333
ENSG00000204852	TCTN1							760	1679		2	1219.5
ENSG00000204899	MZT1					1239	2989	1258		1521	4	1751.75
ENSG00000204922	UQCC3			551		3694				1510	3	1918.33333333333
ENSG00000204934	ATP6V0E2-AS1					3266					1	3266
ENSG00000204946	ZNF783									1551	1	1551
ENSG00000204947	ZNF425						1886	1270			2	1578
ENSG00000204950	LRRC10B					1276	1693				2	1484.5
ENSG00000204954	C12orf73	752				835					2	793.5
ENSG00000204977	TRIM13						2641				1	2641
ENSG00000205060	SLC35B4					2940					1	2940
ENSG00000205084	TMEM231						2899	657	330		3	1295.33333333333
ENSG00000205129	C4orf47							429	462		2	445.5
ENSG00000205133	TRIQK					1205					1	1205
ENSG00000205138	SDHAF1				1046						1	1046
ENSG00000205155	PSENEN				2315	2326		671	955		4	1566.75
ENSG00000205220	PSMB10				1612						1	1612
ENSG00000205250	E2F4				2579	3719	1506				3	2601.33333333333
ENSG00000205277	MUC12						2316				1	2316
ENSG00000205323	SARNP	1773			1403		2006	1898			4	1770
ENSG00000205336	ADGRG1								1779	601	2	1190
ENSG00000205352	PRR13				2264		1619			772	3	1551.66666666667
ENSG00000205358	MT1H								3281	447	2	1864
ENSG00000205364	MT1M	568			319	580	2864	129	230	100	7	684.285714285714
ENSG00000205531	NAP1L4					3880					1	3880
ENSG00000205542	TMSB4X	182		275	546	132	72	385	229	701	8	315.25
ENSG00000205544	TMEM256									900	1	900
ENSG00000205560	CPT1B					2546	2161			769	3	1825.33333333333
ENSG00000205581	HMGN1	1254				320	1055	734	1570	586	6	919.833333333333
ENSG00000205629	LCMT1	1906				3015	1110				3	2010.33333333333
ENSG00000205659	LIN52						2397				1	2397
ENSG00000205707	ETFRF1				2056			1266	2279	1464	4	1766.25
ENSG00000205710	C17orf107				1935		1283				2	1609
ENSG00000205726	ITSN1				1331						1	1331
ENSG00000205795	CYS1	1225							2587		2	1906
ENSG00000205856	C22orf42					1597					1	1597
ENSG00000205903	ZNF316					3688					1	3688
ENSG00000205927	OLIG2							1473			1	1473
ENSG00000205929	C21orf62			215	1512	1067	581	1740	1128		6	1040.5
ENSG00000205937	RNPS1	1336			1857	2230					3	1807.66666666667
ENSG00000205981	DNAJC19					551	552	1000			3	701
ENSG00000206052	DOK6						2004		2887		2	2445.5
ENSG00000206053	JPT2								1528		1	1528
ENSG00000206172	HBA1	47		37	227	333	301				5	189
ENSG00000206417	H1FX-AS1								2703		1	2703
ENSG00000206432	TMEM200C	249				374			1740		3	787.666666666667
ENSG00000206503	HLA-A				671	2350		1872	555	326	5	1154.8
ENSG00000206530	CFAP44							770	368		2	569
ENSG00000206535	LNP1				676	423	520		1805	1439	5	972.6
ENSG00000206538	VGLL3	125	71		149	243	89	585	366	1353	8	372.625
ENSG00000206560	ANKRD28				2418	3843					2	3130.5
ENSG00000206561	COLQ					3680	1737				2	2708.5
ENSG00000206573	THUMPD3-AS1					2405					1	2405
ENSG00000206579	XKR4					1410	2047				2	1728.5
ENSG00000207955	AL359091.1				666	3180	1218	641	1387		5	1418.4
ENSG00000211445	GPX3	122	367		137	520	521	604	741	47	8	382.375
ENSG00000211448	DIO2				1570	1954	692	1601	1634	237	6	1281.33333333333
ENSG00000211450	SELENOH	210			359	244	311	559	2141		6	637.333333333333
ENSG00000211460	TSN	1351			1643			2200			3	1731.33333333333
ENSG00000211584	SLC48A1				2492	2541	2967				3	2666.66666666667
ENSG00000212694	LINC01089					3503	1219	2159	2439		4	2330
ENSG00000212719	LINC02693	1820					2100				2	1960
ENSG00000212907	MT-ND4L	29	32	559	27	63	142	140	158	170	9	146.666666666667
ENSG00000213015	ZNF580						2621				1	2621
