gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_D1	V12Y31-080_A1	V13M13-362_A1	V13M13-362_D1	meanrank	samples_signif
ENSG00000181031	RPH3AL	1818		1229							1523.5	2
ENSG00000181035	SLC25A42			4658	5560						5109	2
ENSG00000181038	METTL23	4372	5680	4448							4833.333333	3
ENSG00000181045	SLC26A11	732	629	536	602	860	422	375	265	526	549.6666667	9
ENSG00000181061	HIGD1A	2189	1544	2538	2311	1603	1585	1620	1003	1569	1773.555556	9
ENSG00000181163	NPM1	1005	702	1647	1078	1281	855	937	610	1039	1017.111111	9
ENSG00000181191	PJA1	1519	1669	1286	1897	1234	1750	3497	2204	869	1769.444444	9
ENSG00000181195	PENK	543	268	796	324	63	138	87	36	362	290.7777778	9
ENSG00000181218	HIST3H2A		4106		4657						4381.5	2
ENSG00000181222	POLR2A	3691	2848	3460	4954		3506	2466		4153	3582.571429	7
ENSG00000181234	TMEM132C		1205		1001						1103	2
ENSG00000181350	LRRC75A	4008	5961	5215	5813						5249.25	4
ENSG00000181396	OGFOD3			5654							5654	1
ENSG00000181404	WASHC1	5028	5192	5979	5408						5401.75	4
ENSG00000181409	AATK	3532	5060	5766	3778	3167			2124	1315	3534.571429	7
ENSG00000181418	DDN				787			207	68		354	3
ENSG00000181449	SOX2	1754	1547	2124	1207		2299	1484	635	2253	1662.875	8
ENSG00000181467	RAP2B		2672		2629			3107		1995	2600.75	4
ENSG00000181523	SGSH		4399	3972	4541		1955				3716.75	4
ENSG00000181585	TMIE		3548	5163	2797						3836	3
ENSG00000181610	MRPS23	3346	2958	3842	5175	3541	2345			2604	3401.571429	7
ENSG00000181656	GPR88		1250	1122	1639			1704	69		1156.8	5
ENSG00000181704	YIPF6			6446	6080		4460				5662	3
ENSG00000181722	ZBTB20	4330	1569	5947	2191	3947	3978	3036			3571.142857	7
ENSG00000181744	DIPK2A	2020		2345							2182.5	2
ENSG00000181751	C5orf30	2765	2799	4528	2398		2613				3020.6	5
ENSG00000181754	AMIGO1		4685	4220	4820					2770	4123.75	4
ENSG00000181789	COPG1	2837	3447	2540	2886	3962	1568	3206	2374	2914	2859.333333	9
ENSG00000181790	ADGRB1	1638	2062	1319	1829		1343	1705	1770	1105	1596.375	8
ENSG00000181817	LSM10	2257	3487	2965	2375		2397	1471	2696	2836	2560.5	8
ENSG00000181852	RNF41	2193	3222	2587	3300	3433	2255		3187	2167	2793	8
ENSG00000181904	C5orf24	5671	4151	6283	3835	2528		2213	2072	4849	3950.25	8
ENSG00000181924	COA4	3317	3724	5387	4565			1407		4395	3799.166667	6
ENSG00000181929	PRKAG1	5366	5400	6453						4907	5531.5	4
ENSG00000181991	MRPS11	1933	2258	3205	3449	3918	2285	1991		3464	2812.875	8
ENSG00000182004	SNRPE	1809	1516	2919	2463	3348	1516	1391	2556	2289	2200.777778	9
ENSG00000182013	PNMA8A	178	260	165	351	244	212	623	305	200	282	9
ENSG00000182050	MGAT4C			5443							5443	1
ENSG00000182054	IDH2	4790		4181			4759		2717	4483	4186	5
ENSG00000182087	TMEM259	3522	2584	3553	2377	3283	2228	1643		3719	2863.625	8
ENSG00000182093	GET1	885	754	775	1034	1978	579	508	580	1180	919.2222222	9
ENSG00000182095	TNRC18	3753	4549	3787	4969						4264.5	4
ENSG00000182103	FAM181B	2583	2038	4426	1581		3382			3057	2844.5	6
ENSG00000182108	DEXI	3133	5496	3497	5149		4201			4437	4318.833333	6
ENSG00000182117	NOP10	1596	1803	2482	2791	2750	1264	1656	2423	2481	2138.444444	9
ENSG00000182118	FAM89A					3689					3689	1
ENSG00000182132	KCNIP1	1733	1867	1332	2161						1773.25	4
ENSG00000182149	IST1	5222	4300	6376	3460	2684	3610	3575	2493	3899	3957.666667	9
ENSG00000182154	MRPL41	2013	3485	1706	4490	2906	1807	1489		1782	2459.75	8
ENSG00000182158	CREB3L2			4768							4768	1
ENSG00000182165	TP53TG1	4776		4345							4560.5	2
ENSG00000182175	RGMA	3953	3746	3447	4397	1963		3776	1625	4847	3469.25	8
ENSG00000182180	MRPS16	5664	5895	6274			4868			4702	5480.6	5
ENSG00000182195	LDOC1	1978	2450	2050	1736		1459	2113	1329	1550	1833.125	8
ENSG00000182196	ARL6IP4	3062	2048	2156	2761	2307	3233	1569	1211	3359	2411.777778	9
ENSG00000182220	ATP6AP2	835	1303	962	1264	984	1416	2423	653	1126	1218.444444	9
ENSG00000182224	CYB5D1			4395							4395	1
ENSG00000182247	UBE2E2	2206	1644	1979	2489	2342	1186	1404	1359	1904	1834.777778	9
ENSG00000182253	SYNM	2860	1697	2655	2029	1122	979		1927	2572	1980.125	8
ENSG00000182256	GABRG3	1090	1603	1248	1553		1490	3706	2202	1709	1825.125	8
ENSG00000182263	FIGN	1624		1799	1499		724				1411.5	4
ENSG00000182272	B4GALNT4	3198	1958	2355	1672	2949	2718		1646	1363	2232.375	8
ENSG00000182287	AP1S2	1952	762	1791	678	628	825	480	446	2046	1067.555556	9
ENSG00000182307	C8orf33	5129	3941	6618	6141		3869				5139.6	5
ENSG00000182326	C1S	1017	882	713	380						748	4
ENSG00000182389	CACNB4			5469	5590				2911	1947	3979.25	4
ENSG00000182400	TRAPPC6B	3908	4625	4555	3654	3636	3690			2072	3734.285714	7
ENSG00000182446	NPLOC4	4501	3532	4643	4612		4123	3782		4392	4226.428571	7
ENSG00000182473	EXOC7	2609	4589	3238	4073	3391	3852	3478		3128	3544.75	8
ENSG00000182481	KPNA2	1907	2441	2303	2331	3574	1827	2309	1425	2197	2257.111111	9
ENSG00000182492	BGN	1258	1728	700	2470						1539	4
ENSG00000182512	GLRX5	2085	3443	2758	4383	1491	1972	3126		1797	2631.875	8
ENSG00000182534	MXRA7	1312	1794	1764	3499	2089	2408	2856	841	2036	2066.555556	9
ENSG00000182551	ADI1	3994	4358	5377	3913					3989	4326.2	5
ENSG00000182552	RWDD4		4752	3640	3779						4057	3
ENSG00000182568	SATB1			5129	4359		4404	3692		2648	4046.4	5
ENSG00000182575	NXPH3			1421							1421	1
ENSG00000182578	CSF1R	5529		4428							4978.5	2
ENSG00000182600	SNORC	544	345	522	721	1365	713	948	230	718	678.4444444	9
ENSG00000182601	HS3ST4	442	298	504	331	224	335	102		699	366.875	8
ENSG00000182606	TRAK1	4994	5582	3342	6030		4526		2958	4059	4498.714286	7
ENSG00000182621	PLCB1	2336	3470	3537	1998	1248	1869	2800	231	2799	2254.222222	9
ENSG00000182628	SKA2	5160	4415	5893	5530		3352	3607	1940		4271	7
ENSG00000182636	NDN	134	133	123	129	170	106	251	180	128	150.4444444	9
ENSG00000182667	NTM	4198	2374	3669	2695	3411	2918	1583	2621	4808	3141.888889	9
ENSG00000182670	TTC3	2044	2599	1510	3040	1577	3197	819		2040	2103.25	8
ENSG00000182700	IGIP	2938	4100	2639	3540	3318	2660		2900	3433	3191	8
ENSG00000182712	CMC4			6874							6874	1
ENSG00000182718	ANXA2	828	1252	876	959	768	1009	2288		582	1070.25	8
ENSG00000182747	SLC35D3									642	642	1
ENSG00000182768	NGRN	618	1225	645	1191	646	1369	1183	1500	661	1004.222222	9
ENSG00000182774	RPS17	1564	1602	2541	2269	1673	2882	3069	1152	1247	1999.888889	9
ENSG00000182809	CRIP2	418	1180	406	1255	1057	323	259	810	654	706.8888889	9
ENSG00000182827	ACBD3		5458	6524	6160			3872		4890	5380.8	5
ENSG00000182831	C16orf72	5549	4484	4524			4375				4733	4
ENSG00000182836	PLCXD3	3555	2390	2566	1978	753	1225	3245	794	1376	1986.888889	9
ENSG00000182870	GALNT9		4060		3406						3733	2
ENSG00000182871	COL18A1	2450	1397	1621	1020		1523	366			1396.166667	6
ENSG00000182872	RBM10	4149	3125	4788	5017		3776			4918	4295.5	6
ENSG00000182899	RPL35A	928	396	1284	899	611	640	188	798	912	739.5555556	9
ENSG00000182901	RGS7		2823	2559	2552	1662	1967	2942		2223	2389.714286	7
ENSG00000182902	SLC25A18	4029	4597	4277	3929	3627	4353	3014		4747	4071.625	8
ENSG00000182903	ZNF721			6959							6959	1
ENSG00000182916	TCEAL7	976	429	888	487	1410	343	281	204	979	666.3333333	9
ENSG00000182923	CEP63		5524		5984						5754	2
ENSG00000182934	SRPRA	3440	4023	2739	3942		2325			4832	3550.166667	6
ENSG00000182944	EWSR1	3320	3373	2803	3521	3186	4228		2220	4235	3360.75	8
ENSG00000182952	HMGN4	5392	5845	5548	5574						5589.75	4
ENSG00000182968	SOX1	980	1138	1146	1630		736	804			1072.333333	6
ENSG00000182979	MTA1			6797							6797	1
ENSG00000182985	CADM1	401	871	457	691	1042	732	718	232	926	674.4444444	9
ENSG00000183011	NAA38	1220	1154	1133	2333	1826	931	1678	1467	1236	1442	9
ENSG00000183018	SPNS2				4319						4319	1
ENSG00000183020	AP2A2	1526	1991	1837	1250	1235	2358		1493	1226	1614.5	8
ENSG00000183023	SLC8A1	1110	1044	951	893	612	772	1712	791	1141	1002.888889	9
ENSG00000183036	PCP4	348	228	314	192	391	576	243	9	233	281.5555556	9
ENSG00000183044	ABAT	199	783	176	824	332	407	463	614	396	466	9
ENSG00000183049	CAMK1D	4300	4601	5343	2706	2215	2970	2159	1104	2410	3089.777778	9
ENSG00000183077	AFMID									2706	2706	1
ENSG00000183087	GAS6	1407	1334	1045	1818	3476	1377	725	1647	1989	1646.444444	9
ENSG00000183091	NEB									521	521	1
ENSG00000183092	BEGAIN				3931						3931	1
ENSG00000183114	FAM43B			3730	4002						3866	2
ENSG00000183155	RABIF	4989	5337	6113	5285						5431	4
ENSG00000183166	CALN1	3634	1507	2324	2048		1945	2210	3060	3072	2475	8
ENSG00000183172	SMDT1	1991	2036	2372	4489	2062	3175	1432	3147	2163	2540.777778	9
ENSG00000183186	C2CD4C		1344	1999	1217		952	917			1285.8	5
ENSG00000183207	RUVBL2	4482	5900	3489	5969		4566		3216	3003	4375	7
ENSG00000183248	PRR36	2241	3691	1897	2968		2893			1707	2566.166667	6
ENSG00000183255	PTTG1IP	2993	1616	3868	2351	1147	2654		1469	3125	2402.875	8
ENSG00000183258	DDX41			6007	5644			3806		3078	4633.75	4
ENSG00000183283	DAZAP2	4794	3734	6540	2837	1682	2196	3702	3127	2381	3443.666667	9
ENSG00000183291	SELENOF	992	968	1287	1228	3046	1069	368	1046	2752	1417.333333	9
ENSG00000183336	BOLA2	4904	3717	6066	4761		3477				4585	5
ENSG00000183354	KIAA2026		5472	6596	6202						6090	3
ENSG00000183379	SYNDIG1L								122		122	1
ENSG00000183395	PMCH	25								70	47.5	2
ENSG00000183426	NPIPA1		2269	4127	2442						2946	3
ENSG00000183431	SF3A3	5215	5056	5442							5237.666667	3
ENSG00000183454	GRIN2A				1990						1990	1
ENSG00000183495	EP400		5957	5256	5139						5450.666667	3
ENSG00000183513	COA5	4938	4963	5064	4524		3047	3437		3971	4277.714286	7
ENSG00000183520	UTP11	4130	4799	6306	4811		4962				5001.6	5
ENSG00000183527	PSMG1	2498	2179	4228	4547			2560			3202.4	5
ENSG00000183576	SETD3	5562	5221	5388							5390.333333	3
ENSG00000183605	SFXN4				4550						4550	1
ENSG00000183617	MRPL54	2970	3312	4521	4036	2733	3069	2404		4881	3490.75	8
ENSG00000183624	HMCES	3797	5583	4223	5362		4140			3551	4442.666667	6
ENSG00000183628	DGCR6			6544							6544	1
ENSG00000183644	C11orf88	127		148							137.5	2
ENSG00000183648	NDUFB1	439	612	517	1329	527	342	156	368	594	542.6666667	9
ENSG00000183662	TAFA1		977		1371						1174	2
ENSG00000183696	UPP1	3272	2681	1994	4103						3012.5	4
ENSG00000183715	OPCML	787	1352	1055	1288	1553	1671	1034	1293	1590	1291.444444	9
ENSG00000183722	LHFPL6	4089	2349	3911	1951	2586	4099				3164.166667	6
ENSG00000183723	CMTM4	4297		4527	5597	2490			2059	4426	3899.333333	6
ENSG00000183726	TMEM50A	4992	2383	6388	3381	3053	4384			4161	4106	7
ENSG00000183735	TBK1	5195	2936	3503	4363		3620	3921			3923	6
ENSG00000183741	CBX6	3037	3681	2170	3506	2467	3587		2904	3607	3119.875	8
ENSG00000183773	AIFM3			5176							5176	1
ENSG00000183775	KCTD16		2054		1960		2310	2269			2148.25	4
ENSG00000183826	BTBD9									3130	3130	1
ENSG00000183828	NUDT14	4765	4367	5537	5202		3848				4743.8	5
ENSG00000183833	MAATS1			1855							1855	1
ENSG00000183837	PNMA3	1465	1196	1108	879	1162	1400	2107	969	706	1221.333333	9
ENSG00000183864	TOB2	5194		6275		2207					4558.666667	3
ENSG00000183891	TTC32			5359							5359	1
ENSG00000183978	COA3	2141	2371	2785	5512	3384	2437	2732	2008	3022	2932.444444	9
ENSG00000183979	NPB	3284	2406	4560	1796		1913	999		2108	2438	7
ENSG00000184007	PTP4A2	4185	3677		5797	894	1244	3560		970	2903.857143	7
ENSG00000184009	ACTG1	1223	1539	1695	1427	486	324	699	507	492	932.4444444	9
ENSG00000184014	DENND5A		5759		5588		3588	3609	2361	3329	4039	6
ENSG00000184076	UQCR10	674	846	654	1225	827	989	705	1223	783	880.6666667	9
ENSG00000184113	CLDN5	3000	1361	2825	1498	1560	610	1742	1843	2666	1900.555556	9
ENSG00000184117	NIPSNAP1	1718	2189	1948	2673	2201	1468	2801	2590	1398	2109.555556	9
ENSG00000184144	CNTN2	1451	3268	1740	1655	169	388	1192	910	151	1213.777778	9
ENSG00000184154	LRTOMT	2445		2211							2328	2
ENSG00000184156	KCNQ3	1466	1648	1859	1826	937	1182	727	3207	1295	1571.888889	9
ENSG00000184164	CRELD2	3061	2555	3402	2657		2502	2429		3815	2917.285714	7
ENSG00000184182	UBE2F	4249	3265	5105	4783	2696	2554			3544	3742.285714	7
ENSG00000184194	GPR173		4034		3854						3944	2
ENSG00000184203	PPP1R2	2295	3555	3011	3769	2438	2737	3450	2562	1878	2855	9
ENSG00000184205	TSPYL2	394	484	337	427	370	539	828	617	251	471.8888889	9
ENSG00000184207	PGP	2933	3025	2377	2236	3731	2585	3261	2366	2958	2830.222222	9
ENSG00000184216	IRAK1	4970	4806	4440	3796			3281			4258.6	5
ENSG00000184220	CMSS1	2383	3764	2247	3054	3816	2084	2177	3109	3670	2922.666667	9
ENSG00000184221	OLIG1	3112	2336	2185	2600	238	1469	1807	1777	948	1830.222222	9
ENSG00000184226	PCDH9	4780	3573	6363	2179	2279	1839	2110	1870	1239	2914.666667	9
ENSG00000184232	OAF	187		157	230						191.3333333	3
ENSG00000184261	KCNK12		3446	4134	3547			3217			3586	4
ENSG00000184277	TM2D3	718	452	637	686	1200	471	446	633	1235	719.7777778	9
ENSG00000184302	SIX6	859	1850	1587	1743			630	317		1164.333333	6
ENSG00000184347	SLIT3	913	1864	1175	995	1014	1033	770	1876		1205	8
ENSG00000184349	EFNA5	779	2111	553	2098		1001	442	849		1119	7
ENSG00000184368	MAP7D2	997	956	960	803	992	1461	2587	2484	890	1347.777778	9
ENSG00000184402	SS18L1		3488	5363	2888		4363	3777			3975.8	5
ENSG00000184408	KCND2	2840	1988	3678	1680	2676	3182		1772	1906	2465.25	8
ENSG00000184432	COPB2	3218	2854	1890	3571	3610	3751	3953	2570	3648	3229.444444	9
ENSG00000184436	THAP7		4039	3802							3920.5	2
ENSG00000184451	CCR10		1501		1993			619			1371	3
ENSG00000184486	POU3F2	1319	1151	1260	883		1281				1178.8	5
ENSG00000184489	PTP4A3	3416		3365	5462						4081	3
ENSG00000184497	TMEM255B						232				232	1
ENSG00000184500	PROS1	1720		1600							1660	2
ENSG00000184515	BEX5	94	198	89	205	203	246	211	228	101	175	9
ENSG00000184524	CEND1	803	1799	785	1013	1185	1323			1108	1145.142857	7
ENSG00000184545	DUSP8	2252	4010	2494	3916	2122	4060		2589	3604	3130.875	8
ENSG00000184557	SOCS3					488					488	1
ENSG00000184575	XPOT	5040	5876	4611	4235	3741	4655			3246	4486.285714	7
ENSG00000184588	PDE4B		5926	6188	5250	2984	4509		3082	3215	4450.571429	7
ENSG00000184602	SNN	3475	4928	5586	4782				661	4151	3930.5	6
ENSG00000184613	NELL2	160	281	210	346	482	331	693	509	204	357.3333333	9
ENSG00000184640	SEPTIN9	3469	4275	2890	4183	2679	4167		2358	2378	3299.875	8
ENSG00000184672	RALYL	471	789	571	951	1002	1080	1210	1330	835	915.4444444	9
ENSG00000184708	EIF4ENIF1			5460	5894						5677	2
ENSG00000184743	ATL3	4849	5111		3525						4495	3
ENSG00000184752	NDUFA12	599	874	596	1251	1375	823	972	1318	1372	1020	9
ENSG00000184787	UBE2G2	5608	5650		6165				2754		5044.25	4
ENSG00000184828	ZBTB7C			5223							5223	1
ENSG00000184831	APOO	2616	4022	4281	5768	3011	3926		2902	3774	3787.5	8
ENSG00000184840	TMED9	1994	3158	2190	3729	3316	4153			3231	3110.142857	7
ENSG00000184845	DRD1								71		71	1
ENSG00000184863	RBM33		5613								5613	1
ENSG00000184867	ARMCX2	2199	3322	2888	2661	2450	1648	875		1249	2161.5	8
ENSG00000184887	BTBD6	1970	2042	1845	3305		2066	2686	2783	2282	2372.375	8
ENSG00000184897	H1FX	1080	1321	1170	1461	1902	782	976	1543	1115	1261.111111	9
ENSG00000184900	SUMO3	1216	1233	923	950	569	903	1127	1468	476	985	9
ENSG00000184905	TCEAL2	407	798	410	1182	411	515	1405	1084	294	722.8888889	9
ENSG00000184916	JAG2	2325	2588	3568	2174		1830	1481			2327.666667	6
ENSG00000184924	PTRHD1	4410	4504	5320	6163		4261			3524	4697	6
ENSG00000184939	ZFP90	5690		4419	4946		4789	3940		4511	4715.833333	6
ENSG00000184983	NDUFA6	2088	3152	2546	4441	1958	1853	3299		2880	2777.125	8
ENSG00000184986	TMEM121				4132						4132	1
ENSG00000184990	SIVA1	1322	3522	1340	2309	2836	1705	1751		3115	2237.5	8
ENSG00000184992	BRI3BP	5663	3875	5809	5601	3580	4118				4774.333333	6
ENSG00000185000	DGAT1				6057						6057	1
ENSG00000185009	AP3M1	4040	3778	4772	4233		2925	1713			3576.833333	6
ENSG00000185022	MAFF					2584					2584	1
ENSG00000185024	BRF1	4305	4967	4890	4980		4899			4782	4803.833333	6
ENSG00000185033	SEMA4B	4321		4001	4123						4148.333333	3
ENSG00000185043	CIB1	1975	3047	2052	3160				2980		2642.8	5
ENSG00000185046	ANKS1B	4098	1811	4792	1523	987	1786	3232	1523	1810	2395.777778	9
ENSG00000185052	SLC24A3	1091	1484	1267	1489	1020	1917	1243	2245	1190	1438.444444	9
ENSG00000185070	FLRT2		3711	2526	5190			3461		3285	3634.6	5
ENSG00000185088	RPS27L	2827	1831	2600	3818	3928	1911	460	1680	3171	2469.555556	9
ENSG00000185090	MANEAL	1877	2198	1425	2211		1581	1768	1709	2037	1850.75	8
ENSG00000185104	FAF1	5338		6352			4892			4292	5218.5	4
ENSG00000185115	NSMCE3	2555	2423	3576	2618	3423	2472	1119	3042	2318	2616.222222	9
ENSG00000185122	HSF1	3787	4766	3826	3763	4021	3601	3010			3824.857143	7
ENSG00000185129	PURA	5522				1811	3626		2846		3451.25	4
ENSG00000185149	NPY2R	730	850	444	933		1959				983.2	5
ENSG00000185187	SIGIRR	5428	5815	6293	5791		2742				5213.8	5
ENSG00000185189	NRBP2	4208	3169	4556	1986	1343		3324	2739	3013	3042.25	8
ENSG00000185201	IFITM2		1241	2231	1705	566					1435.75	4
ENSG00000185222	TCEAL9	2772	2047	3662	3749	1482	3796	2020	2566		2761.75	8
ENSG00000185236	RAB11B	4038	3550	4874	3906	3450	4299		3063	3240	3802.5	8
ENSG00000185262	UBALD2				6038	2757					4397.5	2
ENSG00000185274	GALNT17		2215	2249	1520		2145	2675		2332	2189.333333	6
ENSG00000185324	CDK10		3143	4046	2484						3224.333333	3
ENSG00000185340	GAS2L1	5470		4622							5046	2
ENSG00000185352	HS6ST3	1697	1664	2309	1720	1721	3011	1695	1784	1833	1937.111111	9
ENSG00000185359	HGS	4308		6619	5687						5538	3
ENSG00000185414	MRPL30	5263	4020	4594	3681					4455	4402.6	5
ENSG00000185418	TARSL2									3179	3179	1
ENSG00000185420	SMYD3	4467	5322	5050	3610					3833	4456.4	5
ENSG00000185432	METTL7A	1670	263	1226	202	2179	3131	959	1122	2456	1467.555556	9
ENSG00000185437	SH3BGR	5303		6244							5773.5	2
ENSG00000185442	FAM174B		5028		3855						4441.5	2
ENSG00000185475	TMEM179B	4638	3431	5721	3577						4341.75	4
ENSG00000185513	L3MBTL1		4595	3340	3850			3601			3846.5	4
ENSG00000185518	SV2B		1468	1634	1044	1098	2787	501	982	3337	1606.375	8
ENSG00000185519	FAM131C			6539	5401						5970	2
ENSG00000185551	NR2F2	710	202	738	200	433	553	60	241	230	374.1111111	9
ENSG00000185559	DLK1	95	72	98	156	210	143	33	44	428	142.1111111	9
ENSG00000185565	LSAMP	2649	1979	1374	1503	963	2169	2690	1085	882	1699.333333	9
ENSG00000185567	AHNAK2	2936		3074	4274		2120			1383	2757.4	5
ENSG00000185608	MRPL40	2633	3792	2393	3002	2927	1851	1567		4320	2810.625	8
ENSG00000185615	PDIA2		3563	6328	1885			1443			3304.75	4
ENSG00000185619	PCGF3		5103	6367	4439						5303	3
ENSG00000185624	P4HB	1990	1737	1649	1632	1996	1141	1557	905	2720	1703	9
ENSG00000185627	PSMD13	2559	2934	3507	3524	2994	3144	3488		2406	3069.5	8
ENSG00000185630	PBX1	2353	1815	2542	2300	2046	3654			2655	2480.714286	7
ENSG00000185633	NDUFA4L2		2344	3845	5085						3758	3
ENSG00000185650	ZFP36L1	773	493	818	882	1338	285	670	2947	1035	1026.777778	9
ENSG00000185651	UBE2L3	2630	5259	2959	3159	3250	3318	2211	1405	2750	2993.444444	9
ENSG00000185658	BRWD1	1225	996	1037	906	900	1021	2869	2071	1076	1344.555556	9
ENSG00000185681	MORN5	431		1047							739	2
ENSG00000185716	MOSMO	3562	4104	3729	5220	3884	4982				4246.833333	6
ENSG00000185721	DRG1	3688	5105	4098	5859	4026	3910				4447.666667	6
ENSG00000185722	ANKFY1	4965	5329	3951	4878		4080				4640.6	5
ENSG00000185728	YTHDF3		3807	6122			4692				4873.666667	3
ENSG00000185736	ADARB2									2514	2514	1
ENSG00000185742	C11orf87				2129				816		1472.5	2
ENSG00000185745	IFIT1	1235	3082	1262	2970	1046	1045	339	1343	4659	1886.777778	9
ENSG00000185774	KCNIP4	833	1113	1086	1156	1123	2816	764	1752	482	1236.111111	9
ENSG00000185787	MORF4L1	722	356	510	685	424	759	388	179	323	482.8888889	9
ENSG00000185800	DMWD	2365	4078	3723	5053		4154	3152	3151	4000	3709.5	8
ENSG00000185803	SLC52A2		5681		4091						4886	2
ENSG00000185808	PIGP	4545	2150	5079	3333		2297	524			2988	6
ENSG00000185813	PCYT2	4594	4309	5718						4951	4893	4
ENSG00000185818	NAT8L	1376	3698	831	3419	919	1800	1426	1955	1559	1887	9
ENSG00000185825	BCAP31	1382	2754	1446	4585	2590	1239	2889	1381	1524	2198.888889	9
ENSG00000185880	TRIM69	4760	5686	4433	5164		3764	2403		4546	4393.714286	7
ENSG00000185883	ATP6V0C	167	245	149	237	184	321	315	499	121	248.6666667	9
ENSG00000185896	LAMP1	4194	1897	4420	1895	2136	1251	3196	2352	2010	2594.555556	9
ENSG00000185904	LINC00839	1126	4271	1546	3084						2506.75	4
ENSG00000185909	KLHDC8B	760	1403	1207	1401	1053	528	317	873	2461	1111.444444	9
ENSG00000185920	PTCH1	1961		1717		2354	2108			1870	2002	5
ENSG00000185950	IRS2	4980	2024	2654	1625	1347	4241	1467		1578	2489.5	8
ENSG00000185963	BICD2			6195			4226				5210.5	2
ENSG00000185985	SLITRK2	4352		4576	5216					4883	4756.75	4
ENSG00000186010	NDUFA13	542	582	784	1265	559	425	414	630	939	682.2222222	9
ENSG00000186020	ZNF529			6161			3389			4252	4600.666667	3
ENSG00000186063	AIDA			6406		3326			3025	4236	4248.25	4
ENSG00000186106	ANKRD46	2956	2148	3508	1797	2846	3381		2180	1413	2528.625	8
ENSG00000186111	PIP5K1C			4499	5282			2876		2198	3713.75	4
ENSG00000186153	WWOX			6402							6402	1
ENSG00000186166	CCDC84				5065						5065	1
ENSG00000186184	POLR1D	3294	2550	4535	4574	3392	3094	2010	3192	3257	3322	9
ENSG00000186187	ZNRF1	1641	2935	1800	2005	2105	1756	2615	2297	1659	2090.333333	9
ENSG00000186205	1-Mar	1691	1659	1116	1007						1368.25	4
ENSG00000186231	KLHL32			6933	4535					3334	4934	3
ENSG00000186260	MRTFB	623	835	999	1083	913	642	405	222	400	680.2222222	9
ENSG00000186283	TOR3A	5343	4375	3409	4197						4331	4
ENSG00000186288	PABPC1L2A				5519						5519	1
ENSG00000186297	GABRA5	137	150	286	184	194	230	98	112	277	185.3333333	9
ENSG00000186298	PPP1CC	4108	2718	4417	5264	4008	3270	3737		4237	3969.875	8
ENSG00000186310	NAP1L3	156	126	188	119	198	225	794	193	235	248.2222222	9
ENSG00000186318	BACE1	3954	5913	3155	5056	473	2090			1072	3101.857143	7
ENSG00000186340	THBS2			6810						2844	4827	2
ENSG00000186350	RXRA	4475		5227	3866						4522.666667	3
ENSG00000186352	ANKRD37			5605							5605	1
ENSG00000186377	CYP4X1	2120	2023	2163	2339		1912	2311		1806	2096.285714	7
ENSG00000186395	KRT10	2282	4113	4258	3450	2096	4647	2143	2055	4075	3235.444444	9
ENSG00000186409	CCDC30			4012							4012	1
ENSG00000186416	NKRF	2469	2970	2535	3178	3208	2025		1733	2816	2616.75	8
ENSG00000186417	GLDN					240				270	255	2
ENSG00000186432	KPNA4	4459	4482	2650	4572	2455	2813			2933	3480.571429	7
ENSG00000186439	TRDN	158	21	114	26	369	1410	432			361.4285714	7
ENSG00000186462	NAP1L2	441	787	508	645	684	774	1228	1282	426	752.7777778	9
ENSG00000186468	RPS23	1725	638	2177	624	503	465	608	1205	523	940.8888889	9
ENSG00000186469	GNG2	191	253	161	212	155	108	169	84	88	157.8888889	9
ENSG00000186472	PCLO	923	1343	1120	1236	493	734	1066	1980	686	1064.555556	9
ENSG00000186480	INSIG1	3845	2826	4656	2958	757	3748		945	3629	2920.5	8
ENSG00000186487	MYT1L	692	915	915	810	829	1163	1063	1452	1388	1025.222222	9
ENSG00000186501	TMEM222	1936	3981	2446	2586	3865	3558	1244	2894	3407	2879.666667	9
ENSG00000186577	SMIM29	1820	1471	1687	1426	2905	1775	601	1020	1640	1593.888889	9
ENSG00000186591	UBE2H	5158	5588	4805	5342	3696		2760	3005	3973	4290.875	8
ENSG00000186635	ARAP1	4601	5937	6371							5636.333333	3
ENSG00000186642	PDE2A		2442	2695	1154			996	345	2150	1630.333333	6
ENSG00000186648	CARMIL3				3069						3069	1
ENSG00000186660	ZFP91	4826	5785	6979		3457					5261.75	4
ENSG00000186687	LYRM7		5836				4321	3924		4971	4763	4
ENSG00000186710	CFAP73	151		173							162	2
ENSG00000186716	BCR	3364	5812	4076	3486		3686	2271	1137	2008	3230	8
ENSG00000186787	SPIN2B		5078		5073						5075.5	2
ENSG00000186815	TPCN1				5410						5410	1
ENSG00000186834	HEXIM1	3737	3841	4081	5928		4863	2153	2811	2774	3773.5	8
ENSG00000186866	POFUT2		4449	2066	4382			1508			3101.25	4
ENSG00000186868	MAPT	1054	642	948	604	648	2062	1117	536	818	936.5555556	9
ENSG00000186889	TMEM17	1415	1169	971	1559		721	423	803	2028	1136.125	8
ENSG00000186908	ZDHHC17	5669	3162	4971	2821		3915	3136	2191	2998	3607.875	8
ENSG00000186973	FAM183A	101		164							132.5	2
ENSG00000187051	RPS19BP1	3197	3670	4245	4349		2706			3751	3653	6
ENSG00000187068	C3orf70			6649							6649	1
ENSG00000187079	TEAD1	3712	3727	2594	2246	2938	3029	1672	1444	3435	2755.222222	9
