hgnc_symbol	ensembl_gene_id
FLNA	ENSG00000196924
FLRT3	ENSG00000125848
FMO1	ENSG00000010932
FMO3	ENSG00000007933
FMR1	ENSG00000102081
FMR1-AS1	ENSG00000268066
FMR1-IT1	ENSG00000236337
FMR1NB	ENSG00000176988
FNDC11	ENSG00000125531
FOLR2	ENSG00000165457
FOLR3	ENSG00000110203
FOXD4L1	ENSG00000184492
FOXE3	ENSG00000186790
FOXO4	ENSG00000184481
FOXP1-AS1	ENSG00000244203
FOXP3	ENSG00000049768
FOXRED2	ENSG00000100350
FPR3	ENSG00000187474
FRG2C	ENSG00000172969
FRMD7	ENSG00000165694
FRMPD3	ENSG00000147234
FRMPD4	ENSG00000169933
FTCD	ENSG00000160282
FTSJ1	ENSG00000068438
FTX	ENSG00000230590
FUNDC1	ENSG00000069509
FUNDC2	ENSG00000165775
FUT3	ENSG00000171124
FXYD3	ENSG00000089356
FZD10-AS1	ENSG00000250208
FZD2	ENSG00000180340
G6PC2	ENSG00000152254
G6PD	ENSG00000160211
GAB3	ENSG00000160219
GABPA	ENSG00000154727
GABRA3	ENSG00000011677
GABRE	ENSG00000102287
GABRQ	ENSG00000268089
GABRR3	ENSG00000183185
GAGE10	ENSG00000215274
GAL3ST1	ENSG00000128242
GALP	ENSG00000197487
GALR3	ENSG00000128310
GAPDHS	ENSG00000105679
GAPT	ENSG00000175857
GART	ENSG00000159131
GAS2L1	ENSG00000185340
GATA1	ENSG00000102145
GATA4	ENSG00000136574
GBP5	ENSG00000154451
GBP7	ENSG00000213512
GBX2	ENSG00000168505
GCAT	ENSG00000100116
GCNA	ENSG00000147174
GCNT7	ENSG00000124091
GDAP1L1	ENSG00000124194
GDF5	ENSG00000125965
GDI1	ENSG00000203879
GDPD2	ENSG00000130055
GEMIN8	ENSG00000046647
GET1	ENSG00000182093
GFI1	ENSG00000162676
GGA1	ENSG00000100083
GGT1	ENSG00000100031
GGT5	ENSG00000099998
GGT7	ENSG00000131067
GGTLC2	ENSG00000100121
GID8	ENSG00000101193
GIMAP8	ENSG00000171115
GINS1	ENSG00000101003
GJA5	ENSG00000265107
GJB1	ENSG00000169562
GJB2	ENSG00000165474
GJB3	ENSG00000188910
GJB5	ENSG00000189280
GK	ENSG00000198814
GK-IT1	ENSG00000229331
GKN2	ENSG00000183607
GLA	ENSG00000102393
GLI1	ENSG00000111087
GLOD5	ENSG00000171433
GLRA2	ENSG00000101958
GLRA4	ENSG00000188828
GLUD2	ENSG00000182890
GMCL2	ENSG00000244234
GMEB2	ENSG00000101216
GNAS	ENSG00000087460
GNAS-AS1	ENSG00000235590
GNAZ	ENSG00000128266
GNB1L	ENSG00000185838
GNL3L	ENSG00000130119
GNRH2	ENSG00000125787
GP1BB	ENSG00000203618
GP5	ENSG00000178732
GPC3	ENSG00000147257
GPC4	ENSG00000076716
GPCPD1	ENSG00000125772
GPKOW	ENSG00000068394
GPM6B	ENSG00000046653
GPR101	ENSG00000165370
GPR141	ENSG00000187037
GPR143	ENSG00000101850
GPR151	ENSG00000173250
GPR173	ENSG00000184194
GPR34	ENSG00000171659
GPR65	ENSG00000140030
GPR82	ENSG00000171657
GPR87	ENSG00000138271
GPRASP1	ENSG00000198932
GPRASP2	ENSG00000158301
GRAMD4	ENSG00000075240
GRAP	ENSG00000154016
GRAP2	ENSG00000100351
GRIA3	ENSG00000125675
GRIFIN	ENSG00000275572
GRIK1	ENSG00000171189
GRIK1-AS1	ENSG00000174680
GRIPAP1	ENSG00000068400
GRK3	ENSG00000100077
GRPR	ENSG00000126010
GSN-AS1	ENSG00000235865
GSPT2	ENSG00000189369
GSS	ENSG00000100983
GSTT2B	ENSG00000133433
GTPBP1	ENSG00000100226
GTPBP6	ENSG00000178605
GTSE1	ENSG00000075218
GTSE1-DT	ENSG00000277232
GTSF1	ENSG00000170627
GUCD1	ENSG00000138867
GUCY2F	ENSG00000101890
GYG2	ENSG00000056998
GYPB	ENSG00000250361
GZF1	ENSG00000125812
GZMA	ENSG00000145649
H1-0	ENSG00000189060
HABP2	ENSG00000148702
HAGLROS	ENSG00000226363
HAL	ENSG00000084110
HAMP	ENSG00000105697
HAO1	ENSG00000101323
HAO2	ENSG00000116882
HAR1A	ENSG00000225978
HAR1B	ENSG00000231133
HAUS7	ENSG00000213397
HCCS	ENSG00000004961
HCFC1	ENSG00000172534
HCG22	ENSG00000228789
HCK	ENSG00000101336
HDAC10	ENSG00000100429
HDAC6	ENSG00000094631
HDAC8	ENSG00000147099
HDHD5	ENSG00000069998
HDHD5-AS1	ENSG00000185837
HDX	ENSG00000165259
HECW2-AS1	ENSG00000229056
HELZ2	ENSG00000130589
HEPH	ENSG00000089472
HHATL-AS1	ENSG00000230970
HHIPL2	ENSG00000143512
HIC2	ENSG00000169635
HIRA	ENSG00000100084
HJURP	ENSG00000123485
HLA-DPA1	ENSG00000231389
HLA-DQA1	ENSG00000196735
HLCS	ENSG00000159267
HLCS-IT1	ENSG00000237646
HM13	ENSG00000101294
HM13-IT1	ENSG00000235313
HMGB3	ENSG00000029993
HMGN1	ENSG00000205581
HMGN5	ENSG00000198157
HMGXB4	ENSG00000100281
HMOX1	ENSG00000100292
HNF4A	ENSG00000101076
HNRNPH2	ENSG00000126945
HORMAD2	ENSG00000176635
HORMAD2-AS1	ENSG00000227117
HOTAIRM1	ENSG00000233429
HOXB-AS1	ENSG00000230148
HOXD3	ENSG00000128652
HP	ENSG00000257017
HPDL	ENSG00000186603
HPR	ENSG00000261701
HPRT1	ENSG00000165704
HPS4	ENSG00000100099
HRG	ENSG00000113905
HRH3	ENSG00000101180
HS6ST2	ENSG00000171004
HSCB	ENSG00000100209
HSD17B10	ENSG00000072506
HSD17B2	ENSG00000086696
HSD17B3	ENSG00000130948
HSF2BP	ENSG00000160207
HSPA12B	ENSG00000132622
HSPA13	ENSG00000155304
HTATSF1	ENSG00000102241
HTR1A	ENSG00000178394
HTR2C	ENSG00000147246
HTR3C	ENSG00000178084
HTR3D	ENSG00000186090
HTRA3	ENSG00000170801
HUNK	ENSG00000142149
HUS1B	ENSG00000188996
HUWE1	ENSG00000086758
ICOS	ENSG00000163600
ICOSLG	ENSG00000160223
ID1	ENSG00000125968
IDH3B	ENSG00000101365
IDH3G	ENSG00000067829
IDS	ENSG00000010404
IFNA13	ENSG00000233816
IFNA2	ENSG00000188379
IFNA6	ENSG00000120235
IFNAR1	ENSG00000142166
IFNAR2	ENSG00000159110
IFNGR2	ENSG00000159128
IFT27	ENSG00000100360
IFT52	ENSG00000101052
IGBP1	ENSG00000089289
IGBP1-AS2	ENSG00000220925
IGHG3	ENSG00000211897
IGHG4	ENSG00000211892
IGLL1	ENSG00000128322
IGSF1	ENSG00000147255
IGSF5	ENSG00000183067
IKBKG	ENSG00000269335
IL10	ENSG00000136634
IL10RB	ENSG00000243646
IL10RB-DT	ENSG00000223799
IL12A	ENSG00000168811
IL13	ENSG00000169194
IL13RA1	ENSG00000131724
IL13RA2	ENSG00000123496
IL17B	ENSG00000127743
IL17RA	ENSG00000177663
IL18RAP	ENSG00000115607
IL1B	ENSG00000125538
IL1R2	ENSG00000115590
IL1RAPL1	ENSG00000169306
IL1RAPL2	ENSG00000189108
IL1RN	ENSG00000136689
IL27	ENSG00000197272
IL2RB	ENSG00000100385
IL3RA	ENSG00000185291
IL4	ENSG00000113520
IL9R	ENSG00000124334
INE1	ENSG00000224975
INE2	ENSG00000281371
INPP5J	ENSG00000185133
INSM1	ENSG00000173404
INTS6L	ENSG00000165359
IQCA1-AS1	ENSG00000232893
IQCJ-SCHIP1-AS1	ENSG00000241211
IQSEC2	ENSG00000124313
IRAK1	ENSG00000184216
IRF4	ENSG00000137265
IRF8	ENSG00000140968
IRS4	ENSG00000133124
IRX5	ENSG00000176842
ISLR	ENSG00000129009
ISM1	ENSG00000101230
ITCH	ENSG00000078747
ITCH-IT1	ENSG00000231795
ITGA6-AS1	ENSG00000232788
ITGB1BP2	ENSG00000147166
ITGB2	ENSG00000160255
ITGB7	ENSG00000139626
ITIH3	ENSG00000162267
ITLN1	ENSG00000179914
ITM2A	ENSG00000078596
ITPA	ENSG00000125877
ITPK1-AS1	ENSG00000258730
ITSN1	ENSG00000205726
JADE3	ENSG00000102221
JAG1	ENSG00000101384
JAM2	ENSG00000154721
JCHAIN	ENSG00000132465
JOSD1	ENSG00000100221
JPH2	ENSG00000149596
JPX	ENSG00000225470
KANTR	ENSG00000232593
KAT14	ENSG00000149474
KCNB1	ENSG00000158445
KCND1	ENSG00000102057
KCNE1	ENSG00000180509
KCNE2	ENSG00000159197
KCNE5	ENSG00000176076
KCNG1	ENSG00000026559
KCNH1-IT1	ENSG00000234233
KCNJ15	ENSG00000157551
KCNJ4	ENSG00000168135
KCNJ6	ENSG00000157542
KCNK15	ENSG00000124249
KCNK15-AS1	ENSG00000244558
KCNQ1-AS1	ENSG00000229414
KCNQ1DN	ENSG00000237941
KCNQ2	ENSG00000075043
KCNS1	ENSG00000124134
KCTD17	ENSG00000100379
KDELR3	ENSG00000100196
KDM5C	ENSG00000126012
KDM5C-IT1	ENSG00000235262
KDM6A	ENSG00000147050
KIAA0930	ENSG00000100364
KIAA1210	ENSG00000250423
KIAA1671	ENSG00000197077
KIAA1755	ENSG00000149633
KIF16B	ENSG00000089177
KIF3B	ENSG00000101350
KIF4A	ENSG00000090889
KIZ	ENSG00000088970
KIZ-AS1	ENSG00000232712
KLF17	ENSG00000171872
KLF8	ENSG00000102349
KLHL13	ENSG00000003096
KLHL15	ENSG00000174010
KLHL22	ENSG00000099910
KLHL30	ENSG00000168427
KLHL34	ENSG00000185915
KLHL4	ENSG00000102271
KLRC4	ENSG00000183542
KRBOX4	ENSG00000147121
KREMEN1	ENSG00000183762
L1CAM	ENSG00000198910
L3MBTL1	ENSG00000185513
L3MBTL2	ENSG00000100395
LAD1	ENSG00000159166
LAGE3	ENSG00000196976
LAMA5	ENSG00000130702
LAMA5-AS1	ENSG00000228812
LAMP2	ENSG00000005893
LAMP5	ENSG00000125869
LAMP5-AS1	ENSG00000225988
LANCL3	ENSG00000147036
LAPTM4A-DT	ENSG00000223734
LARGE1	ENSG00000133424
LARGE2	ENSG00000165905
LAS1L	ENSG00000001497
LAX1	ENSG00000122188
LBP	ENSG00000129988
LCA5L	ENSG00000157578
LCMT1-AS2	ENSG00000260034
LDLRAD1	ENSG00000203985
LDLRAD4-AS1	ENSG00000267690
LDOC1	ENSG00000182195
LEFTY2	ENSG00000143768
LGALS1	ENSG00000100097
LGALS12	ENSG00000133317
LGALS2	ENSG00000100079
LHFPL1	ENSG00000182508
LILRA6	ENSG00000244482
LIME1	ENSG00000203896
LIMK2	ENSG00000182541
LIMS4	ENSG00000256671
LIN28A	ENSG00000131914
LINC00106	ENSG00000236871
LINC00114	ENSG00000223806
LINC00158	ENSG00000185433
LINC00159	ENSG00000230323
LINC00205	ENSG00000223768
LINC00229	ENSG00000234300
LINC00237	ENSG00000225127
LINC00251	ENSG00000280725
LINC00269	ENSG00000215162
LINC00303	ENSG00000176754
LINC00310	ENSG00000227456
LINC00313	ENSG00000185186
LINC00320	ENSG00000224924
LINC00323	ENSG00000226496
LINC00334	ENSG00000182586
LINC00348	ENSG00000226846
LINC00412	ENSG00000234772
LINC00446	ENSG00000229249
LINC00479	ENSG00000236384
LINC00482	ENSG00000185168
LINC00517	ENSG00000259091
LINC00518	ENSG00000183674
LINC00606	ENSG00000226567
LINC00613	ENSG00000248330
LINC00629	ENSG00000227060
LINC00630	ENSG00000223546
LINC00632	ENSG00000203930
LINC00649	ENSG00000237945
LINC00652	ENSG00000179935
LINC00654	ENSG00000205181
LINC00658	ENSG00000226995
LINC00685	ENSG00000226179
LINC00687	ENSG00000228422
LINC00891	ENSG00000281852
LINC00895	ENSG00000281548
LINC00899	ENSG00000231711
LINC00920	ENSG00000246898
LINC00944	ENSG00000256128
LINC00955	ENSG00000216560
LINC00996	ENSG00000242258
LINC01076	ENSG00000225105
LINC01087	ENSG00000224559
LINC01120	ENSG00000223631
LINC01124	ENSG00000222033
LINC01126	ENSG00000279873
LINC01139	ENSG00000215808
LINC01186	ENSG00000236751
LINC01201	ENSG00000228659
LINC01203	ENSG00000226985
LINC01204	ENSG00000229563
LINC01213	ENSG00000244541
LINC01215	ENSG00000271856
LINC01270	ENSG00000203999
LINC01273	ENSG00000231742
LINC01275	ENSG00000237595
LINC01278	ENSG00000235437
LINC01280	ENSG00000224391
LINC01282	ENSG00000236747
LINC01284	ENSG00000230317
LINC01285	ENSG00000203650
LINC01304	ENSG00000237401
LINC01309	ENSG00000234551
LINC01310	ENSG00000205632
LINC01311	ENSG00000260924
LINC01315	ENSG00000229891
LINC01333	ENSG00000249343
LINC01339	ENSG00000248555
LINC01342	ENSG00000223823
LINC01348	ENSG00000280587
LINC01360	ENSG00000233973
LINC01363	ENSG00000231605
LINC01424	ENSG00000236519
LINC01425	ENSG00000233997
LINC01426	ENSG00000234380
LINC01429	ENSG00000227964
LINC01431	ENSG00000232645
LINC01433	ENSG00000230176
LINC01440	ENSG00000235166
LINC01456	ENSG00000225882
LINC01480	ENSG00000270164
LINC01521	ENSG00000213888
LINC01524	ENSG00000234948
LINC01545	ENSG00000204904
LINC01546	ENSG00000228459
LINC01547	ENSG00000183250
LINC01549	ENSG00000232560
LINC01555	ENSG00000180869
LINC01560	ENSG00000196741
LINC01597	ENSG00000205611
LINC01620	ENSG00000168746
LINC01632	ENSG00000277199
LINC01637	ENSG00000237476
LINC01640	ENSG00000231253
LINC01641	ENSG00000234277
LINC01644	ENSG00000218357
LINC01646	ENSG00000232596
LINC01649	ENSG00000228127
LINC01659	ENSG00000234928
LINC01664	ENSG00000235478
LINC01678	ENSG00000225331
LINC01684	ENSG00000237484
LINC01686	ENSG00000261504
LINC01694	ENSG00000233922
LINC01695	ENSG00000236532
LINC01697	ENSG00000232079
LINC01700	ENSG00000232837
LINC01704	ENSG00000231666
LINC01721	ENSG00000230133
LINC01724	ENSG00000227421
LINC01727	ENSG00000279082
LINC01730	ENSG00000275491
LINC01736	ENSG00000228058
LINC01739	ENSG00000229537
LINC01752	ENSG00000224961
LINC01754	ENSG00000224565
LINC01761	ENSG00000233907
LINC01777	ENSG00000235054
LINC01795	ENSG00000225226
LINC01805	ENSG00000223863
LINC01820	ENSG00000228100
LINC01827	ENSG00000234919
LINC01831	ENSG00000225765
LINC01843	ENSG00000251169
LINC01854	ENSG00000204460
LINC01863	ENSG00000253959
LINC01864	ENSG00000267522
LINC01871	ENSG00000235576
LINC01874	ENSG00000223985
LINC01907	ENSG00000226125
LINC01916	ENSG00000264232
LINC01920	ENSG00000236049
LINC01943	ENSG00000280721
LINC01944	ENSG00000254299
LINC01972	ENSG00000230401
LINC01979	ENSG00000262585
LINC01985	ENSG00000227260
LINC02004	ENSG00000240006
LINC02011	ENSG00000260902
LINC02019	ENSG00000273356
LINC02022	ENSG00000232746
LINC02029	ENSG00000241544
LINC02037	ENSG00000238097
LINC02044	ENSG00000243795
LINC02052	ENSG00000224406
LINC02066	ENSG00000241151
LINC02097	ENSG00000226101
LINC02122	ENSG00000248474
LINC02123	ENSG00000250668
LINC02148	ENSG00000250427
LINC02154	ENSG00000235385
LINC02212	ENSG00000249396
LINC02219	ENSG00000253787
LINC02262	ENSG00000224932
LINC02266	ENSG00000272727
LINC02273	ENSG00000245954
LINC02278	ENSG00000251635
LINC02316	ENSG00000258912
LINC02321	ENSG00000258884
LINC02393	ENSG00000256597
LINC02394	ENSG00000258332
LINC02450	ENSG00000257114
LINC02475	ENSG00000251350
LINC02478	ENSG00000285373
LINC02499	ENSG00000250436
LINC02507	ENSG00000251688
LINC02513	ENSG00000248227
LINC02518	ENSG00000232316
LINC02521	ENSG00000228718
LINC02533	ENSG00000260239
LINC02554	ENSG00000226741
LINC02556	ENSG00000236611
LINC02558	ENSG00000230866
LINC02570	ENSG00000237923
LINC02574	ENSG00000233975
LINC02575	ENSG00000228709
LINC02598	ENSG00000256155
LINC02601	ENSG00000223714
LINC02608	ENSG00000226251
LINC02616	ENSG00000261761
LINC02633	ENSG00000224265
LINC02734	ENSG00000255382
LINC02765	ENSG00000234476
LINC02778	ENSG00000238242
LINC02781	ENSG00000284674
LINC02783	ENSG00000204362
LINC02786	ENSG00000284623
LINC02790	ENSG00000237435
LINC02808	ENSG00000284696
LINC02817	ENSG00000234754
LINC02831	ENSG00000224173
LIPI	ENSG00000188992
LKAAEAR1	ENSG00000171695
LMF2	ENSG00000100258
LNCARSR	ENSG00000233086
LONRF3	ENSG00000175556
LPAR4	ENSG00000147145
LPIN3	ENSG00000132793
LRCH2	ENSG00000130224
LRP5L	ENSG00000100068
LRRC14B	ENSG00000185028
LRRC15	ENSG00000172061
LRRC3	ENSG00000160233
LRRC3-DT	ENSG00000229356
LRRC70	ENSG00000186105
LRRC74B	ENSG00000187905
LRRC75B	ENSG00000178026
LRRN4	ENSG00000125872
LSM14B	ENSG00000149657
LSS	ENSG00000160285
LTF	ENSG00000012223
LTN1	ENSG00000198862
LYZL1	ENSG00000120563
LZTR1	ENSG00000099949
LZTS3	ENSG00000088899
MACORIS	ENSG00000237797
MACROD2	ENSG00000172264
MACROD2-AS1	ENSG00000235914
MAFB	ENSG00000204103
MAFF	ENSG00000185022
MAFIP	ENSG00000274847
MAGEB10	ENSG00000177689
MAGEB17	ENSG00000182798
MAGEC3	ENSG00000165509
MAGED1	ENSG00000179222
MAGED2	ENSG00000102316
MAGED4	ENSG00000154545
MAGEE1	ENSG00000198934
MAGEE2	ENSG00000186675
MAGEH1	ENSG00000187601
MAGIX	ENSG00000269313
MAGT1	ENSG00000102158
MAMLD1	ENSG00000013619
MANBAL	ENSG00000101363
MAOA	ENSG00000189221
MAOB	ENSG00000069535
MAP1LC3A	ENSG00000101460
MAP1LC3C	ENSG00000197769
MAP3K15	ENSG00000180815
MAP3K7CL	ENSG00000156265
MAP7D2	ENSG00000184368
MAP7D3	ENSG00000129680
MAPK1	ENSG00000100030
MAPK11	ENSG00000185386
MAPK12	ENSG00000188130
MAPK6-DT	ENSG00000259438
MAPK8IP2	ENSG00000008735
MAPRE1	ENSG00000101367
MARCO	ENSG00000019169
MATN3	ENSG00000132031
MATN4	ENSG00000124159
MAVS	ENSG00000088888
MB	ENSG00000198125
MBNL3	ENSG00000076770
MBTPS2	ENSG00000012174
MCAT	ENSG00000100294
MCF2	ENSG00000101977
MCHR1	ENSG00000128285
MCM3AP	ENSG00000160294
MCM3AP-AS1	ENSG00000215424
MCM5	ENSG00000100297
MCM8	ENSG00000125885
MCM8-AS1	ENSG00000278719
MCTS1	ENSG00000232119
MDFIC2	ENSG00000242120
MECP2	ENSG00000169057
MED12	ENSG00000184634
MED14	ENSG00000180182
MED15	ENSG00000099917
MEI1	ENSG00000167077
MFAP2	ENSG00000117122
MFAP4	ENSG00000166482
MFNG	ENSG00000100060
MGAT3	ENSG00000128268
MGME1	ENSG00000125871
MHENCR	ENSG00000232442
MIAT	ENSG00000225783
MIATNB	ENSG00000244625
MICAL3	ENSG00000243156
MICALL1	ENSG00000100139
MID1	ENSG00000101871
MID1IP1	ENSG00000165175
MID1IP1-AS1	ENSG00000238123
MID2	ENSG00000080561
MIEF1	ENSG00000100335
MIF	ENSG00000240972
MIF-AS1	ENSG00000218537
MIMT1	ENSG00000268654
MIOX	ENSG00000100253
MIR133A1HG	ENSG00000265142
MIR155HG	ENSG00000234883
MIR222HG	ENSG00000270069
MIR503HG	ENSG00000223749
MIR548XHG	ENSG00000224141
MIR646HG	ENSG00000228340
MIR663AHG	ENSG00000227195
MIR99AHG	ENSG00000215386
MIRLET7BHG	ENSG00000197182
MIS18A	ENSG00000159055
MIS18A-AS1	ENSG00000227256
MKKS	ENSG00000125863
MLANA	ENSG00000120215
MLC1	ENSG00000100427
MMGT1	ENSG00000169446
MMP11	ENSG00000099953
MMP24	ENSG00000125966
MMP24OS	ENSG00000126005
MN1	ENSG00000169184
MNX1-AS2	ENSG00000235029
MOCS3	ENSG00000124217
MORC2	ENSG00000133422
MORC2-AS1	ENSG00000235989
MORC3	ENSG00000159256
MORC4	ENSG00000133131
MORF4L2	ENSG00000123562
MORF4L2-AS1	ENSG00000231154
MOSPD1	ENSG00000101928
MOSPD2	ENSG00000130150
MOV10L1	ENSG00000073146
MPP1	ENSG00000130830
MPPED1	ENSG00000186732
MPST	ENSG00000128309
MRAP	ENSG00000170262
MRGBP	ENSG00000101189
MROH8	ENSG00000101353
MRPL39	ENSG00000154719
MRPL40	ENSG00000185608
MRPS26	ENSG00000125901
MRPS6	ENSG00000243927
MRTFA	ENSG00000196588
MRTFA-AS1	ENSG00000232564
MS4A6A	ENSG00000110077
MSGN1	ENSG00000151379
MSL3	ENSG00000005302
MSN	ENSG00000147065
MSX2	ENSG00000120149
MT-ATP6	ENSG00000198899
MT-ATP8	ENSG00000228253
MT-CO1	ENSG00000198804
MT-CO2	ENSG00000198712
MT-CO3	ENSG00000198938
MT-CYB	ENSG00000198727
MT-ND1	ENSG00000198888
MT-ND2	ENSG00000198763
MT-ND3	ENSG00000198840
MT-ND4	ENSG00000198886
MT-ND4L	ENSG00000212907
MT-ND5	ENSG00000198786
MT-ND6	ENSG00000198695
MT1A	ENSG00000205362
MT1H	ENSG00000205358
MTCP1	ENSG00000214827
MTFP1	ENSG00000242114
MTG2	ENSG00000101181
MTM1	ENSG00000171100
MTMR1	ENSG00000063601
MTMR3	ENSG00000100330
MTMR8	ENSG00000102043
MTOR-AS1	ENSG00000225602
MUC3A	ENSG00000169894
MUC7	ENSG00000171195
MX1	ENSG00000157601
MX2	ENSG00000183486
MXRA5	ENSG00000101825
MYBL2	ENSG00000101057
MYBPH	ENSG00000133055
MYH7B	ENSG00000078814
MYH9	ENSG00000100345
MYL9	ENSG00000101335
MYO18B	ENSG00000133454
MYO3B-AS1	ENSG00000231898
MYOG	ENSG00000122180
MYOZ1	ENSG00000177791
MYT1	ENSG00000196132
MZF1	ENSG00000099326
MZF1-AS1	ENSG00000267858
N6AMT1	ENSG00000156239
NAA10	ENSG00000102030
NAA20	ENSG00000173418
NAGA	ENSG00000198951
NANP	ENSG00000170191
NAP1L2	ENSG00000186462
NAP1L3	ENSG00000186310
NAPB	ENSG00000125814
NAV2-AS2	ENSG00000254453
NBDY	ENSG00000204272
NCAM2	ENSG00000154654
NCAPH2	ENSG00000025770
NCBP2L	ENSG00000170935
NCKAP5-IT1	ENSG00000232474
NCOA3	ENSG00000124151
NCOA5	ENSG00000124160
NCOA6	ENSG00000198646
NDP	ENSG00000124479
NDP-AS1	ENSG00000236276
NDRG3	ENSG00000101079
NDUFA1	ENSG00000125356
NDUFA6	ENSG00000184983
NDUFA6-DT	ENSG00000237037
NDUFAF5	ENSG00000101247
NDUFB11	ENSG00000147123
NDUFV3	ENSG00000160194
NECAB3	ENSG00000125967
NECTIN4	ENSG00000143217
NEFH	ENSG00000100285
NEGR1-IT1	ENSG00000228853
NEK2	ENSG00000117650
NELFCD	ENSG00000101158
NEURL2	ENSG00000124257
NEXMIF	ENSG00000050030
NF2	ENSG00000186575
NFAM1	ENSG00000235568
NFATC2	ENSG00000101096
NFIA-AS1	ENSG00000237853
NFS1	ENSG00000244005
NHS	ENSG00000188158
NHSL2	ENSG00000204131
NINL	ENSG00000101004
NIPSNAP1	ENSG00000184117
NKAIN4	ENSG00000101198
NKAP	ENSG00000101882
NKRF	ENSG00000186416
NKX2-2	ENSG00000125820
NKX6-1	ENSG00000163623
NLGN3	ENSG00000196338
NLGN4X	ENSG00000146938
NLGN4Y	ENSG00000165246
NLRP11	ENSG00000179873
NLRP13	ENSG00000173572
NLRP2B	ENSG00000215174
NLRP4	ENSG00000160505
NLRP5	ENSG00000171487
NLRP8	ENSG00000179709
NLRP9	ENSG00000185792
NMS	ENSG00000204640
NNAT	ENSG00000053438
NOD2	ENSG00000167207
NOL12	ENSG00000273899
NOL4L	ENSG00000197183
NOL4L-DT	ENSG00000204393
NONO	ENSG00000147140
NOP56	ENSG00000101361
NORAD	ENSG00000260032
NOS3	ENSG00000164867
NOTO	ENSG00000214513
NOX1	ENSG00000007952
NPEPL1	ENSG00000215440
NPHS2	ENSG00000116218
NPPA	ENSG00000175206
NPTXR	ENSG00000221890
NR0B1	ENSG00000169297
NREP-AS1	ENSG00000250095
NRIP1	ENSG00000180530
NRK	ENSG00000123572
NRSN2	ENSG00000125841
NRSN2-AS1	ENSG00000225377
NSDHL	ENSG00000147383
NSFL1C	ENSG00000088833
NT5DC4	ENSG00000144130
NTS	ENSG00000133636
NTSR1	ENSG00000101188
NUDT10	ENSG00000122824
NUDT11	ENSG00000196368
NUDT4B	ENSG00000177144
NUDT8	ENSG00000167799
NUP50	ENSG00000093000
NUP50-DT	ENSG00000226328
NUP62CL	ENSG00000198088
NUTM2D	ENSG00000214562
NXF5	ENSG00000126952
NXT1	ENSG00000132661
NXT2	ENSG00000101888
NYX	ENSG00000188937
OASL	ENSG00000135114
OCRL	ENSG00000122126
OCSTAMP	ENSG00000149635
OFD1	ENSG00000046651
OGFR	ENSG00000060491
OGFRP1	ENSG00000182057
OGT	ENSG00000147162
OLIG1	ENSG00000184221
OLIG2	ENSG00000205927
OLR1	ENSG00000173391
OPHN1	ENSG00000079482
OPRL1	ENSG00000125510
OR10K1	ENSG00000173285
OR2AK2	ENSG00000187080
OR2C1	ENSG00000168158
OR2C3	ENSG00000196242
OR2H2	ENSG00000204657
OR2K2	ENSG00000171133
OR2L13	ENSG00000196071
OR2L8	ENSG00000279263
OR2M2	ENSG00000198601
OR2T11	ENSG00000279301
OR2T12	ENSG00000177201
OR2T33	ENSG00000177212
OR2T6	ENSG00000198104
OR2T8	ENSG00000177462
OR2V2	ENSG00000182613
OR52A1	ENSG00000182070
OR6N1	ENSG00000197403
OR7A5	ENSG00000188269
OR9A2	ENSG00000179468
OR9A4	ENSG00000258083
OSBP2	ENSG00000184792
OSBPL2	ENSG00000130703
OSER1	ENSG00000132823
OSER1-DT	ENSG00000223891
OSR1	ENSG00000143867
OTC	ENSG00000036473
OTUD5	ENSG00000068308
OVOL2	ENSG00000125850
OXGR1	ENSG00000165621
OXT	ENSG00000101405
P2RX6	ENSG00000099957
P2RY2	ENSG00000175591
P2RY8	ENSG00000182162
PABPC1L	ENSG00000101104
PABPC1L2A	ENSG00000186288
PABPC1L2B	ENSG00000184388
PABPC5	ENSG00000174740
PABPC5-AS1	ENSG00000234161
PACERR	ENSG00000273129
PACSIN2	ENSG00000100266
PADI1	ENSG00000142623
PAK3	ENSG00000077264
PAK5	ENSG00000101349
PANCR	ENSG00000250103
PANK2	ENSG00000125779
PANX2	ENSG00000073150
PARD6B	ENSG00000124171
PARVB	ENSG00000188677
PARVG	ENSG00000138964
PASD1	ENSG00000166049
PATZ1	ENSG00000100105
PAX9	ENSG00000198807
PAXBP1	ENSG00000159086
PAXBP1-AS1	ENSG00000238197
PBDC1	ENSG00000102390
PCAT14	ENSG00000280623
PCBP3	ENSG00000183570
PCDH11X	ENSG00000102290
PCDH11Y	ENSG00000099715
PCDH19	ENSG00000165194
PCED1A	ENSG00000132635
PCIF1	ENSG00000100982
PCK1	ENSG00000124253
PCMTD2	ENSG00000203880
PCNA	ENSG00000132646
PCNT	ENSG00000160299
PCP4	ENSG00000183036
PCSK1N	ENSG00000102109
PCSK2	ENSG00000125851
PCSK6-AS1	ENSG00000259764
PCYT1B	ENSG00000102230
PDCD1	ENSG00000188389
PDE9A	ENSG00000160191
PDGFB	ENSG00000100311
PDHA1	ENSG00000131828
PDK3	ENSG00000067992
PDRG1	ENSG00000088356
PDXK	ENSG00000160209
PDXP	ENSG00000241360
PDYN	ENSG00000101327
PDYN-AS1	ENSG00000233896
PDZD11	ENSG00000120509
