input_number	input	input_ensg	ensg_number	ortholog_name	ortholog_ensg	description
23994	Sorcs1	ENSMUSG00000043531	23994.1.1	SORCS1	ENSG00000108018	sortilin related VPS10 domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:16697]
23995	Sorcs2	ENSMUSG00000029093	23995.1.1	SORCS2	ENSG00000184985	sortilin related VPS10 domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:16698]
23996	Sorcs3	ENSMUSG00000063434	23996.1.1	SORCS3	ENSG00000156395	sortilin related VPS10 domain containing receptor 3 [Source:HGNC Symbol;Acc:HGNC:16699]
23997	Sord	ENSMUSG00000027227	23997.1.1	SORD	ENSG00000140263	sorbitol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:11184]
23998	Sorl1	ENSMUSG00000049313	23998.1.1	SORL1	ENSG00000137642	sortilin related receptor 1 [Source:HGNC Symbol;Acc:HGNC:11185]
23999	Sort1	ENSMUSG00000068747	23999.1.1	SORT1	ENSG00000134243	sortilin 1 [Source:HGNC Symbol;Acc:HGNC:11186]
24000	Sos1	ENSMUSG00000024241	24000.1.1	SOS1	ENSG00000115904	SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:11187]
24001	Sos2	ENSMUSG00000034801	24001.1.1	SOS2	ENSG00000100485	SOS Ras/Rho guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:11188]
24002	Sost	ENSMUSG00000001494	24002.1.1	SOST	ENSG00000167941	sclerostin [Source:HGNC Symbol;Acc:HGNC:13771]
24003	Sostdc1	ENSMUSG00000036169	24003.1.1	SOSTDC1	ENSG00000171243	sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]
24004	Sowaha	ENSMUSG00000044352	24004.1.1	SOWAHA	ENSG00000198944	sosondowah ankyrin repeat domain family member A [Source:HGNC Symbol;Acc:HGNC:27033]
24005	Sowahb	ENSMUSG00000045314	24005.1.1	SOWAHB	ENSG00000186212	sosondowah ankyrin repeat domain family member B [Source:HGNC Symbol;Acc:HGNC:32958]
24006	Sowahc	ENSMUSG00000098188	24006.1.1	SOWAHC	ENSG00000198142	sosondowah ankyrin repeat domain family member C [Source:HGNC Symbol;Acc:HGNC:26149]
24007	Sowahd	ENSMUSG00000044400	24007.1.1	SOWAHD	ENSG00000187808	sosondowah ankyrin repeat domain family member D [Source:HGNC Symbol;Acc:HGNC:32960]
24008	Sox1	ENSMUSG00000096014	24008.1.1	SOX1	ENSG00000182968	SRY-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11189]
24009	Sox10	ENSMUSG00000033006	24009.1.1	SOX10	ENSG00000100146	SRY-box transcription factor 10 [Source:HGNC Symbol;Acc:HGNC:11190]
24010	Sox11	ENSMUSG00000063632	24010.1.1	SOX11	ENSG00000176887	SRY-box transcription factor 11 [Source:HGNC Symbol;Acc:HGNC:11191]
24011	Sox12	ENSMUSG00000051817	24011.1.1	SOX12	ENSG00000177732	SRY-box transcription factor 12 [Source:HGNC Symbol;Acc:HGNC:11198]
24012	Sox13	ENSMUSG00000070643	24012.1.1	SOX13	ENSG00000143842	SRY-box transcription factor 13 [Source:HGNC Symbol;Acc:HGNC:11192]
24013	Sox14	ENSMUSG00000053747	24013.1.1	SOX14	ENSG00000168875	SRY-box transcription factor 14 [Source:HGNC Symbol;Acc:HGNC:11193]
24014	Sox15	ENSMUSG00000041287	24014.1.1	SOX15	ENSG00000129194	SRY-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11196]
24015	Sox17	ENSMUSG00000025902	24015.1.1	SOX17	ENSG00000164736	SRY-box transcription factor 17 [Source:HGNC Symbol;Acc:HGNC:18122]
24016	Sox18	ENSMUSG00000046470	24016.1.1	SOX18	ENSG00000203883	SRY-box transcription factor 18 [Source:HGNC Symbol;Acc:HGNC:11194]
24017	Sox2	ENSMUSG00000074637	24017.1.1	SOX2	ENSG00000181449	SRY-box transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11195]
24018	Sox21	ENSMUSG00000061517	24018.1.1	SOX21	ENSG00000125285	SRY-box transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11197]
24020	Sox3	ENSMUSG00000045179	24020.1.1	SOX3	ENSG00000134595	SRY-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11199]
24021	Sox30	ENSMUSG00000040489	24021.1.1	SOX30	ENSG00000039600	SRY-box transcription factor 30 [Source:HGNC Symbol;Acc:HGNC:30635]
24022	Sox4	ENSMUSG00000076431	24022.1.1	SOX4	ENSG00000124766	SRY-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11200]
24023	Sox5	ENSMUSG00000041540	24023.1.1	SOX5	ENSG00000134532	SRY-box transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:11201]
24026	Sox6	ENSMUSG00000051910	24026.1.1	SOX6	ENSG00000110693	SRY-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:16421]
24028	Sox7	ENSMUSG00000063060	24028.1.1	SOX7	ENSG00000171056	SRY-box transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18196]
24029	Sox8	ENSMUSG00000024176	24029.1.1	SOX8	ENSG00000005513	SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203]
24030	Sox9	ENSMUSG00000000567	24030.1.1	SOX9	ENSG00000125398	SRY-box transcription factor 9 [Source:HGNC Symbol;Acc:HGNC:11204]
24031	Sp1	ENSMUSG00000001280	24031.1.1	SP1	ENSG00000185591	Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]
24032	Sp100	ENSMUSG00000026222	24032.1.1	SP140	ENSG00000079263	SP140 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:17133]
24033	Sp110	ENSMUSG00000070034	24033.1.1	SP110	ENSG00000135899	SP110 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:5401]
24035	Sp2	ENSMUSG00000018678	24035.1.1	SP2	ENSG00000167182	Sp2 transcription factor [Source:HGNC Symbol;Acc:HGNC:11207]
24036	Sp3	ENSMUSG00000027109	24036.1.1	SP3	ENSG00000172845	Sp3 transcription factor [Source:HGNC Symbol;Acc:HGNC:11208]
24038	Sp4	ENSMUSG00000025323	24038.1.1	SP4	ENSG00000105866	Sp4 transcription factor [Source:HGNC Symbol;Acc:HGNC:11209]
24039	Sp5	ENSMUSG00000075304	24039.1.1	SP5	ENSG00000204335	Sp5 transcription factor [Source:HGNC Symbol;Acc:HGNC:14529]
24040	Sp6	ENSMUSG00000038560	24040.1.1	SP6	ENSG00000189120	Sp6 transcription factor [Source:HGNC Symbol;Acc:HGNC:14530]
24041	Sp7	ENSMUSG00000060284	24041.1.1	SP7	ENSG00000170374	Sp7 transcription factor [Source:HGNC Symbol;Acc:HGNC:17321]
24042	Sp8	ENSMUSG00000048562	24042.1.1	SP8	ENSG00000164651	Sp8 transcription factor [Source:HGNC Symbol;Acc:HGNC:19196]
24043	Sp9	ENSMUSG00000068859	24043.1.1	SP9	ENSG00000217236	Sp9 transcription factor [Source:HGNC Symbol;Acc:HGNC:30690]
24044	Spa17	ENSMUSG00000001948	24044.1.1	SPA17	ENSG00000064199	sperm autoantigenic protein 17 [Source:HGNC Symbol;Acc:HGNC:11210]
24048	Spaca6	ENSMUSG00000080316	24048.1.1	SPACA6	ENSG00000182310	sperm acrosome associated 6 [Source:HGNC Symbol;Acc:HGNC:27113]
24049	Spaca7	ENSMUSG00000010435	24049.1.1	SPACA7	ENSG00000153498	sperm acrosome associated 7 [Source:HGNC Symbol;Acc:HGNC:29575]
24050	Spag1	ENSMUSG00000037617	24050.1.1	SPAG1	ENSG00000104450	sperm associated antigen 1 [Source:HGNC Symbol;Acc:HGNC:11212]
24053	Spag16	ENSMUSG00000053153	24053.1.1	SPAG16	ENSG00000144451	sperm associated antigen 16 [Source:HGNC Symbol;Acc:HGNC:23225]
24054	Spag17	ENSMUSG00000027867	24054.1.1	SPAG17	ENSG00000155761	sperm associated antigen 17 [Source:HGNC Symbol;Acc:HGNC:26620]
24056	Spag4	ENSMUSG00000038180	24056.1.1	SPAG4	ENSG00000061656	sperm associated antigen 4 [Source:HGNC Symbol;Acc:HGNC:11214]
24057	Spag5	ENSMUSG00000002055	24057.1.1	SPAG5	ENSG00000076382	sperm associated antigen 5 [Source:HGNC Symbol;Acc:HGNC:13452]
24059	Spag7	ENSMUSG00000018287	24059.1.1	SPAG7	ENSG00000091640	sperm associated antigen 7 [Source:HGNC Symbol;Acc:HGNC:11216]
24060	Spag8	ENSMUSG00000066196	24060.1.1	SPAG8	ENSG00000137098	sperm associated antigen 8 [Source:HGNC Symbol;Acc:HGNC:14105]
24061	Spag9	ENSMUSG00000020859	24061.1.1	SPAG9	ENSG00000008294	sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]
24063	Sparc	ENSMUSG00000018593	24063.1.1	SPARC	ENSG00000113140	secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219]
24064	Sparcl1	ENSMUSG00000029309	24064.1.1	SPARCL1	ENSG00000152583	SPARC like 1 [Source:HGNC Symbol;Acc:HGNC:11220]
24065	Spast	ENSMUSG00000024068	24065.1.1	SPAST	ENSG00000021574	spastin [Source:HGNC Symbol;Acc:HGNC:11233]
24066	Spata1	ENSMUSG00000028188	24066.1.1	SPATA1	ENSG00000122432	spermatogenesis associated 1 [Source:HGNC Symbol;Acc:HGNC:14682]
24067	Spata13	ENSMUSG00000021990	24067.1.1	SPATA13	ENSG00000182957	spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]
24069	Spata17	ENSMUSG00000026611	24069.1.1	SPATA17	ENSG00000162814	spermatogenesis associated 17 [Source:HGNC Symbol;Acc:HGNC:25184]
24070	Spata18	ENSMUSG00000029155	24070.1.1	SPATA18	ENSG00000163071	spermatogenesis associated 18 [Source:HGNC Symbol;Acc:HGNC:29579]
24071	Spata19	ENSMUSG00000031991	24071.1.1	SPATA19	ENSG00000166118	spermatogenesis associated 19 [Source:HGNC Symbol;Acc:HGNC:30614]
24072	Spata2	ENSMUSG00000047030	24072.1.1	SPATA2	ENSG00000158480	spermatogenesis associated 2 [Source:HGNC Symbol;Acc:HGNC:14681]
24073	Spata20	ENSMUSG00000020867	24073.1.1	SPATA20	ENSG00000006282	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]
24074	Spata21	ENSMUSG00000045004	24074.1.1	SPATA21	ENSG00000187144	spermatogenesis associated 21 [Source:HGNC Symbol;Acc:HGNC:28026]
24075	Spata22	ENSMUSG00000112920	24075.1.1	SPATA22	ENSG00000141255	spermatogenesis associated 22 [Source:HGNC Symbol;Acc:HGNC:30705]
24076	Spata24	ENSMUSG00000024352	24076.1.1	SPATA24	ENSG00000170469	spermatogenesis associated 24 [Source:HGNC Symbol;Acc:HGNC:27322]
24078	Spata2l	ENSMUSG00000033594	24078.1.1	SPATA2L	ENSG00000158792	spermatogenesis associated 2 like [Source:HGNC Symbol;Acc:HGNC:28393]
24079	Spata3	ENSMUSG00000026226	24079.1.1	SPATA3	ENSG00000173699	spermatogenesis associated 3 [Source:HGNC Symbol;Acc:HGNC:17884]
24085	Spata32	ENSMUSG00000044787	24085.1.1	SPATA32	ENSG00000184361	spermatogenesis associated 32 [Source:HGNC Symbol;Acc:HGNC:26349]
24087	Spata4	ENSMUSG00000031518	24087.1.1	SPATA4	ENSG00000150628	spermatogenesis associated 4 [Source:HGNC Symbol;Acc:HGNC:17333]
24088	Spata45	ENSMUSG00000057072	24088.1.1	SPATA45	ENSG00000185523	spermatogenesis associated 45 [Source:HGNC Symbol;Acc:HGNC:33709]
24091	Spata6	ENSMUSG00000034401	24091.1.1	SPATA6	ENSG00000132122	spermatogenesis associated 6 [Source:HGNC Symbol;Acc:HGNC:18309]
24092	Spata7	ENSMUSG00000021007	24092.1.1	SPATA7	ENSG00000042317	spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423]
24093	Spata9	ENSMUSG00000021590	24093.1.1	SPATA9	ENSG00000145757	spermatogenesis associated 9 [Source:HGNC Symbol;Acc:HGNC:22988]
24094	Spatc1	ENSMUSG00000049653	24094.1.1	SPATC1	ENSG00000186583	spermatogenesis and centriole associated 1 [Source:HGNC Symbol;Acc:HGNC:30510]
24095	Spatc1l	ENSMUSG00000009115	24095.1.1	SPATC1L	ENSG00000160284	spermatogenesis and centriole associated 1 like [Source:HGNC Symbol;Acc:HGNC:1298]
24096	Spats1	ENSMUSG00000023935	24096.1.1	SPATS1	ENSG00000249481	spermatogenesis associated serine rich 1 [Source:HGNC Symbol;Acc:HGNC:22957]
24097	Spats2	ENSMUSG00000051934	24097.1.1	SPATS2	ENSG00000123352	spermatogenesis associated serine rich 2 [Source:HGNC Symbol;Acc:HGNC:18650]
24098	Spats2l	ENSMUSG00000038305	24098.1.1	SPATS2L	ENSG00000196141	spermatogenesis associated serine rich 2 like [Source:HGNC Symbol;Acc:HGNC:24574]
24099	Spc24	ENSMUSG00000074476	24099.1.1	SPC24	ENSG00000161888	SPC24 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:26913]
24100	Spc25	ENSMUSG00000005233	24100.1.1	SPC25	ENSG00000152253	SPC25 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:24031]
24101	Spcs1	ENSMUSG00000021917	24101.1.1	SPCS1	ENSG00000114902	signal peptidase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23401]
24102	Spcs2	ENSMUSG00000035227	24102.1.1	SPCS2	ENSG00000118363	signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962]
24105	Spdef	ENSMUSG00000024215	24105.1.1	SPDEF	ENSG00000124664	SAM pointed domain containing ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:17257]
24106	Spdl1	ENSMUSG00000069910	24106.1.1	SPDL1	ENSG00000040275	spindle apparatus coiled-coil protein 1 [Source:HGNC Symbol;Acc:HGNC:26010]
24107	Spdya	ENSMUSG00000052525	24107.1.1	SPDYA	ENSG00000163806	speedy/RINGO cell cycle regulator family member A [Source:HGNC Symbol;Acc:HGNC:30613]
24109	Specc1	ENSMUSG00000042331	24109.1.1	SPECC1	ENSG00000128487	sperm antigen with calponin homology and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:30615]
24110	Specc1l	ENSMUSG00000033444	24110.1.1	SPECC1L	ENSG00000100014	sperm antigen with calponin homology and coiled-coil domains 1 like [Source:HGNC Symbol;Acc:HGNC:29022]
24125	Spef1	ENSMUSG00000027329	24125.1.1	SPEF1	ENSG00000101222	sperm flagellar 1 [Source:HGNC Symbol;Acc:HGNC:15874]
24126	Spef2	ENSMUSG00000072663	24126.1.1	SPEF2	ENSG00000152582	sperm flagellar 2 [Source:HGNC Symbol;Acc:HGNC:26293]
24127	Speg	ENSMUSG00000026207	24127.1.1	SPEG	ENSG00000072195	striated muscle enriched protein kinase [Source:HGNC Symbol;Acc:HGNC:16901]
24129	Spen	ENSMUSG00000040761	24129.1.1	SPEN	ENSG00000065526	spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]
24131	Spesp1	ENSMUSG00000046846	24131.1.1	SPESP1	ENSG00000258484	sperm equatorial segment protein 1 [Source:HGNC Symbol;Acc:HGNC:15570]
24132	Spg11	ENSMUSG00000033396	24132.1.1	SPG11	ENSG00000104133	SPG11 vesicle trafficking associated, spatacsin [Source:HGNC Symbol;Acc:HGNC:11226]
24134	Spg21	ENSMUSG00000032388	24134.1.1	SPG21	ENSG00000090487	SPG21 abhydrolase domain containing, maspardin [Source:HGNC Symbol;Acc:HGNC:20373]
24135	Spg7	ENSMUSG00000000738	24135.1.1	SPG7	ENSG00000197912	SPG7 matrix AAA peptidase subunit, paraplegin [Source:HGNC Symbol;Acc:HGNC:11237]
24136	Sphk1	ENSMUSG00000061878	24136.1.1	SPHK1	ENSG00000176170	sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]
24137	Sphk2	ENSMUSG00000057342	24137.1.1	SPHK2	ENSG00000063176	sphingosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:18859]
24138	Sphkap	ENSMUSG00000026163	24138.1.1	SPHKAP	ENSG00000153820	SPHK1 interactor, AKAP domain containing [Source:HGNC Symbol;Acc:HGNC:30619]
24139	Spi1	ENSMUSG00000002111	24139.1.1	SPI1	ENSG00000066336	Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]
24140	Spib	ENSMUSG00000008193	24140.1.1	SPIB	ENSG00000269404	Spi-B transcription factor [Source:HGNC Symbol;Acc:HGNC:11242]
24142	Spice1	ENSMUSG00000043065	24142.1.1	SPICE1	ENSG00000163611	spindle and centriole associated protein 1 [Source:HGNC Symbol;Acc:HGNC:25083]
24143	Spidr	ENSMUSG00000041974	24143.1.1	SPIDR	ENSG00000164808	scaffold protein involved in DNA repair [Source:HGNC Symbol;Acc:HGNC:28971]
24144	Spin1	ENSMUSG00000021395	24144.1.1	SPIN1	ENSG00000106723	spindlin 1 [Source:HGNC Symbol;Acc:HGNC:11243]
24147	Spin4	ENSMUSG00000071722	24147.1.1	SPIN4	ENSG00000186767	spindlin family member 4 [Source:HGNC Symbol;Acc:HGNC:27040]
24153	Spink2	ENSMUSG00000053030	24153.1.1	SPINK2	ENSG00000128040	serine peptidase inhibitor Kazal type 2 [Source:HGNC Symbol;Acc:HGNC:11245]
24156	Spink5	ENSMUSG00000055561	24156.1.1	SPINK5	ENSG00000133710	serine peptidase inhibitor Kazal type 5 [Source:HGNC Symbol;Acc:HGNC:15464]
24157	Spink6	ENSMUSG00000055095	24157.1.1	SPINK6	ENSG00000178172	serine peptidase inhibitor Kazal type 6 [Source:HGNC Symbol;Acc:HGNC:29486]
24159	Spink8	ENSMUSG00000050074	24159.1.1	SPINK8	ENSG00000229453	serine peptidase inhibitor Kazal type 8 (putative) [Source:HGNC Symbol;Acc:HGNC:33160]
24161	Spint1	ENSMUSG00000027315	24161.1.1	SPINT1	ENSG00000166145	serine peptidase inhibitor, Kunitz type 1 [Source:HGNC Symbol;Acc:HGNC:11246]
24162	Spint2	ENSMUSG00000074227	24162.1.1	SPINT2	ENSG00000167642	serine peptidase inhibitor, Kunitz type 2 [Source:HGNC Symbol;Acc:HGNC:11247]
24166	Spire1	ENSMUSG00000024533	24166.1.1	SPIRE1	ENSG00000134278	spire type actin nucleation factor 1 [Source:HGNC Symbol;Acc:HGNC:30622]
24167	Spire2	ENSMUSG00000010154	24167.1.1	SPIRE2	ENSG00000204991	spire type actin nucleation factor 2 [Source:HGNC Symbol;Acc:HGNC:30623]
24168	Spn	ENSMUSG00000051457	24168.1.1	SPN	ENSG00000197471	sialophorin [Source:HGNC Symbol;Acc:HGNC:11249]
24170	Spns1	ENSMUSG00000030741	24170.1.1	SPNS1	ENSG00000169682	SPNS lysolipid transporter 1, lysophospholipid [Source:HGNC Symbol;Acc:HGNC:30621]
24171	Spns2	ENSMUSG00000040447	24171.1.1	SPNS2	ENSG00000183018	SPNS lysolipid transporter 2, sphingosine-1-phosphate [Source:HGNC Symbol;Acc:HGNC:26992]
24172	Spns3	ENSMUSG00000020798	24172.1.1	SPNS3	ENSG00000182557	SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative) [Source:HGNC Symbol;Acc:HGNC:28433]
24174	Spocd1	ENSMUSG00000028784	24174.1.1	SPOCD1	ENSG00000134668	SPOC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26338]
24175	Spock1	ENSMUSG00000056222	24175.1.1	SPOCK1	ENSG00000152377	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1 [Source:HGNC Symbol;Acc:HGNC:11251]
24176	Spock2	ENSMUSG00000058297	24176.1.1	SPOCK2	ENSG00000107742	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564]
24177	Spock3	ENSMUSG00000054162	24177.1.1	SPOCK3	ENSG00000196104	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3 [Source:HGNC Symbol;Acc:HGNC:13565]
24178	Spon1	ENSMUSG00000038156	24178.1.1	SPON1	ENSG00000262655	spondin 1 [Source:HGNC Symbol;Acc:HGNC:11252]
24179	Spon2	ENSMUSG00000037379	24179.1.1	SPON2	ENSG00000159674	spondin 2 [Source:HGNC Symbol;Acc:HGNC:11253]
24181	Spopl	ENSMUSG00000026771	24181.1.1	SPOPL	ENSG00000144228	speckle type BTB/POZ protein like [Source:HGNC Symbol;Acc:HGNC:27934]
24182	Spp1	ENSMUSG00000029304	24182.1.1	SPP1	ENSG00000118785	secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255]
24184	Sppl2a	ENSMUSG00000027366	24184.1.1	SPPL2A	ENSG00000138600	signal peptide peptidase like 2A [Source:HGNC Symbol;Acc:HGNC:30227]
24185	Sppl2b	ENSMUSG00000035206	24185.1.1	SPPL2B	ENSG00000005206	signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627]
24186	Sppl2c	ENSMUSG00000049506	24186.1.1	SPPL2C	ENSG00000185294	signal peptide peptidase like 2C [Source:HGNC Symbol;Acc:HGNC:28902]
24187	Sppl3	ENSMUSG00000029550	24187.1.1	SPPL3	ENSG00000157837	signal peptide peptidase like 3 [Source:HGNC Symbol;Acc:HGNC:30424]
24188	Spr	ENSMUSG00000033735	24188.1.1	SPR	ENSG00000116096	sepiapterin reductase [Source:HGNC Symbol;Acc:HGNC:11257]
24190	Spred1	ENSMUSG00000027351	24190.1.1	SPRED1	ENSG00000166068	sprouty related EVH1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20249]
24191	Spred2	ENSMUSG00000045671	24191.1.1	SPRED2	ENSG00000198369	sprouty related EVH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17722]
24192	Spred3	ENSMUSG00000037239	24192.1.1	SPRED3	ENSG00000188766	sprouty related EVH1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:31041]
24193	Sprn	ENSMUSG00000045733	24193.1.1	SPRN	ENSG00000203772	shadow of prion protein [Source:HGNC Symbol;Acc:HGNC:16871]
24208	Sprtn	ENSMUSG00000031986	24208.1.1	SPRTN	ENSG00000010072	SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]
24209	Spry1	ENSMUSG00000037211	24209.1.1	SPRY1	ENSG00000164056	sprouty RTK signaling antagonist 1 [Source:HGNC Symbol;Acc:HGNC:11269]
24210	Spry2	ENSMUSG00000022114	24210.1.1	SPRY2	ENSG00000136158	sprouty RTK signaling antagonist 2 [Source:HGNC Symbol;Acc:HGNC:11270]
24211	Spry4	ENSMUSG00000024427	24211.1.1	SPRY4	ENSG00000187678	sprouty RTK signaling antagonist 4 [Source:HGNC Symbol;Acc:HGNC:15533]
24212	Spryd3	ENSMUSG00000036966	24212.1.1	SPRYD3	ENSG00000167778	SPRY domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25920]
24213	Spryd4	ENSMUSG00000051346	24213.1.1	SPRYD4	ENSG00000176422	SPRY domain containing 4 [Source:HGNC Symbol;Acc:HGNC:27468]
24214	Spryd7	ENSMUSG00000021930	24214.1.1	SPRYD7	ENSG00000123178	SPRY domain containing 7 [Source:HGNC Symbol;Acc:HGNC:14297]
24215	Spsb1	ENSMUSG00000039911	24215.1.1	SPSB1	ENSG00000171621	splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:30628]
24216	Spsb2	ENSMUSG00000038451	24216.1.1	SPSB2	ENSG00000111671	splA/ryanodine receptor domain and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:29522]
24217	Spsb3	ENSMUSG00000024160	24217.1.1	SPSB3	ENSG00000162032	splA/ryanodine receptor domain and SOCS box containing 3 [Source:HGNC Symbol;Acc:HGNC:30629]
24218	Spsb4	ENSMUSG00000046997	24218.1.1	SPSB4	ENSG00000175093	splA/ryanodine receptor domain and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:30630]
24220	Spta1	ENSMUSG00000026532	24220.1.1	SPTA1	ENSG00000163554	spectrin alpha, erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11272]
24221	Sptan1	ENSMUSG00000057738	24221.1.1	SPTAN1	ENSG00000197694	spectrin alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11273]
24222	Sptb	ENSMUSG00000021061	24222.1.1	SPTB	ENSG00000070182	spectrin beta, erythrocytic [Source:HGNC Symbol;Acc:HGNC:11274]
24223	Sptbn1	ENSMUSG00000020315	24223.1.1	SPTBN1	ENSG00000115306	spectrin beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]
24224	Sptbn2	ENSMUSG00000067889	24224.1.1	SPTBN2	ENSG00000173898	spectrin beta, non-erythrocytic 2 [Source:HGNC Symbol;Acc:HGNC:11276]
24225	Sptbn4	ENSMUSG00000011751	24225.1.1	SPTBN4	ENSG00000160460	spectrin beta, non-erythrocytic 4 [Source:HGNC Symbol;Acc:HGNC:14896]
24226	Sptbn5	ENSMUSG00000074899	24226.1.1	SPTBN5	ENSG00000137877	spectrin beta, non-erythrocytic 5 [Source:HGNC Symbol;Acc:HGNC:15680]
24227	Sptlc1	ENSMUSG00000021468	24227.1.1	SPTLC1	ENSG00000090054	serine palmitoyltransferase long chain base subunit 1 [Source:HGNC Symbol;Acc:HGNC:11277]
24228	Sptlc2	ENSMUSG00000021036	24228.1.1	SPTLC2	ENSG00000100596	serine palmitoyltransferase long chain base subunit 2 [Source:HGNC Symbol;Acc:HGNC:11278]
24229	Sptlc3	ENSMUSG00000039092	24229.1.1	SPTLC3	ENSG00000172296	serine palmitoyltransferase long chain base subunit 3 [Source:HGNC Symbol;Acc:HGNC:16253]
24230	Sptssa	ENSMUSG00000044408	24230.1.1	SPTSSA	ENSG00000165389	serine palmitoyltransferase small subunit A [Source:HGNC Symbol;Acc:HGNC:20361]
24231	Sptssb	ENSMUSG00000043461	24231.1.1	SPTSSB	ENSG00000196542	serine palmitoyltransferase small subunit B [Source:HGNC Symbol;Acc:HGNC:24045]
24232	Spty2d1	ENSMUSG00000049516	24232.1.1	SPTY2D1	ENSG00000179119	SPT2 chromatin protein domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26818]
24233	Spz1	ENSMUSG00000046957	24233.1.1	SPZ1	ENSG00000164299	spermatogenic leucine zipper 1 [Source:HGNC Symbol;Acc:HGNC:30721]
24234	Sqle	ENSMUSG00000022351	24234.1.1	SQLE	ENSG00000104549	squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279]
24236	Sqstm1	ENSMUSG00000015837	24236.1.1	SQSTM1	ENSG00000161011	sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]
24237	Sra1	ENSMUSG00000006050	24237.1.1	SRA1	ENSG00000213523	steroid receptor RNA activator 1 [Source:HGNC Symbol;Acc:HGNC:11281]
24238	Srbd1	ENSMUSG00000024135	24238.1.1	SRBD1	ENSG00000068784	S1 RNA binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25521]
24239	Src	ENSMUSG00000027646	24239.1.1	SRC	ENSG00000197122	SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]
24240	Srcap	ENSMUSG00000053877	24240.1.1	SRCAP	ENSG00000080603	Snf2 related CREBBP activator protein [Source:HGNC Symbol;Acc:HGNC:16974]
24241	Srcin1	ENSMUSG00000038453	24241.1.1	SRCIN1	ENSG00000277363	SRC kinase signaling inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:29506]
